x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,39,1,0,0,3,1,0,0,0,82,0,0,0,1,0,45,0,0,0,0,41,2,27,1,29,2,0,42,1,1,0,105,0,1,0,0,73,0,3,1,46,41,1,4,0,114,1,1,0,0,0,0,0,0,2,0,1,0,0,6,0,1,4,0,27,1,2,26,0,52,0,115,1,0,0,2,2,84,59,0,1,51,70,0,1,1,1,1,2,1,4,1,2,0,1,3,0,25,1,22,0,1,2,1,3,0,2,14,0,0,1,0,1,0,0,0,0,0,205,0,0,0,48,1,1,0,1,0,0,1,1,3,0,2,0,0,1,1,1,1,0,66,0,1,0,2,1,0,1,0,1,1,0,0,0,25,74,2,0,1,52,0,45,2,46,0,0,16,0,2,0,38,0,0,0,1,139,0,0,51,0,0,0,1,0,0,6,52,2,84,1,0,145,0,1,0,0,0,2,0,1,2,0,82,0,0,0,1,1,1,1,32,0,0,1,0,19,0,1,0,1,2,1,2,2,0,0,1,45,0,2,19,1,2,2,1,2,0,38,0,33,0,2,40,1,0,150,0,1,74,0,10,1,221,2,0,33,1,4,0,0,1,0,2,0,2,2,2,0,0,0,0,3,12,1,55,0,0,1,146,1,2,0,0,0,56,0,1,34,17,1,44,0,1,38,0,2,1,3,0,2,0,1,21,133,88,0,1,1,17,1,142,16,0,48,3,0,0,2,28,0,1,2,0,12,2,35,1,1,1,1,133,2,72,2,1,76,0,38,86,0,1,0,37,0,1,0,1,1,0,0,0,1,1,52,23,2,2,53,0,1,1,1,1,1,1,1,0,0,2,0,0,0,1,3,1,3,96,1,67,0,0,0,0
S100A9,68,2,0,0,1,0,0,0,1,66,0,2,0,0,3,23,0,1,1,1,51,1,31,1,24,1,1,13,2,2,1,147,3,3,1,2,26,0,2,1,112,27,1,6,0,16,1,1,0,0,0,3,0,0,0,1,0,0,0,0,4,0,1,1,20,0,1,4,0,112,0,26,1,0,0,1,2,144,96,0,1,44,49,0,1,3,1,0,1,1,0,1,2,0,1,1,0,43,1,13,1,0,1,1,2,0,2,4,2,1,0,4,1,1,1,0,1,3,20,0,3,1,126,2,2,0,0,0,0,1,1,2,2,0,0,2,0,1,0,2,0,18,0,2,0,0,0,1,0,1,2,3,1,1,0,34,99,1,2,1,6,1,15,1,29,0,0,3,2,1,1,68,0,0,3,0,11,0,1,2,0,1,0,1,1,1,5,150,1,104,2,2,108,0,2,3,1,0,1,1,2,1,1,29,4,1,1,0,1,3,1,10,0,1,0,0,34,1,1,0,0,0,2,1,3,0,0,3,60,1,1,26,1,1,0,0,1,0,86,1,60,0,0,21,2,3,10,0,0,72,1,7,4,30,1,3,26,1,1,2,0,0,0,1,1,1,1,2,1,0,0,1,0,15,3,68,2,2,0,69,1,2,4,2,1,25,0,0,11,3,2,38,3,2,4,2,2,0,3,2,3,2,2,36,62,137,0,1,2,3,1,9,37,1,97,2,0,0,0,58,1,1,2,1,14,0,63,0,2,0,1,40,1,29,1,0,77,1,2,138,0,0,0,26,2,0,0,1,0,1,1,1,2,1,97,4,1,1,20,0,1,1,0,2,1,0,1,4,0,1,0,1,0,1,2,1,1,4,1,78,1,0,1,1
S100A8,49,1,1,0,1,0,1,1,0,77,1,0,0,2,0,18,0,1,0,1,76,0,63,1,20,1,1,19,0,1,1,85,4,0,2,0,9,1,2,1,93,13,1,1,0,16,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,2,38,0,1,1,0,102,0,12,1,0,1,3,1,96,70,0,1,39,30,0,1,1,1,1,0,2,3,1,2,0,1,2,2,30,0,12,0,0,0,3,0,0,0,1,0,1,3,1,2,0,1,0,0,1,6,1,0,0,82,1,0,0,2,0,3,2,0,3,0,2,1,0,1,4,2,1,0,10,0,2,0,2,1,1,0,1,0,2,2,0,0,20,74,0,2,0,2,1,9,1,21,1,1,6,0,1,1,57,1,0,1,2,1,0,0,1,1,1,1,2,1,0,1,131,3,52,2,1,55,2,0,0,0,0,0,1,1,1,1,8,2,0,2,1,1,3,0,7,0,0,0,1,44,0,0,1,0,0,1,2,1,2,0,1,33,2,0,53,0,1,2,0,0,0,67,0,32,2,0,28,2,0,3,0,3,77,0,4,0,12,3,1,22,1,1,0,2,1,1,3,2,1,1,0,0,0,2,1,0,1,0,44,0,2,1,40,0,0,1,2,0,19,0,0,10,9,1,22,0,0,2,0,2,1,1,0,2,1,2,48,20,121,0,1,0,3,0,10,58,2,89,2,1,2,1,50,0,0,2,1,7,1,58,0,0,2,2,10,2,15,1,1,55,0,3,112,1,1,2,11,1,0,0,1,2,0,0,2,1,0,72,10,1,0,6,1,0,1,1,0,0,0,0,2,3,3,0,2,0,0,0,1,2,1,0,78,1,1,1,1
HLA.DRA,8,16,1,24,1,0,0,1,23,7,1,0,0,1,1,17,0,0,2,5,4,13,3,0,1,2,1,47,1,2,0,5,0,0,0,0,46,10,1,1,8,26,1,12,1,80,0,0,23,0,0,0,0,1,17,0,0,1,0,15,25,27,25,1,2,0,0,44,1,12,1,36,0,3,0,1,1,21,6,13,0,9,25,1,14,1,0,0,0,3,19,1,26,0,0,1,0,6,0,33,1,0,1,0,17,0,0,15,1,1,1,0,0,0,2,0,2,0,83,0,1,0,3,2,0,19,1,1,0,19,0,4,1,0,0,0,0,33,0,1,0,45,1,0,0,1,1,1,0,0,0,0,0,1,0,10,15,2,2,1,60,0,26,1,25,1,1,12,43,1,0,3,0,0,1,0,130,0,24,73,26,12,0,1,1,1,39,11,2,6,13,0,11,1,0,2,0,0,0,0,0,1,0,104,4,0,1,24,0,17,0,20,0,1,0,14,3,0,0,0,3,1,14,3,2,0,2,15,16,0,0,5,0,0,0,1,1,0,7,0,1,0,1,7,0,0,178,0,0,19,0,34,1,125,0,1,15,6,1,1,0,0,26,1,0,2,0,1,0,2,0,8,4,5,0,13,15,0,16,134,0,1,0,28,0,14,0,33,3,15,0,10,13,1,25,16,2,22,1,1,1,24,0,5,90,10,0,0,0,38,1,60,5,17,7,2,1,0,19,2,2,0,1,0,9,1,3,30,0,0,0,83,27,42,1,1,9,1,21,9,0,0,1,11,2,0,1,1,0,0,2,0,2,1,5,18,0,18,26,2,2,17,13,0,2,1,0,4,0,0,19,0,12,0,17,27,1,223,12,10,27,2,1,0
CD74,4,27,4,58,10,0,6,3,42,18,0,4,2,2,5,15,2,6,0,24,3,54,0,3,3,19,3,48,2,1,2,9,7,2,0,2,40,30,2,6,7,15,0,12,0,68,1,1,40,1,1,0,1,3,55,1,1,3,1,46,48,49,79,1,4,1,2,47,1,0,1,42,2,2,6,5,3,21,10,26,3,2,29,2,27,2,3,3,2,4,57,4,45,3,1,5,0,6,0,24,6,0,4,3,22,3,1,16,13,3,3,1,0,0,1,0,4,4,130,1,2,1,5,2,4,38,2,2,2,56,3,4,13,1,5,1,3,79,5,2,1,44,1,2,0,3,2,7,0,1,4,5,1,4,2,13,13,3,1,4,101,0,58,6,22,3,3,18,49,8,5,6,3,0,1,2,239,2,66,127,47,35,5,1,2,4,47,10,4,9,45,4,13,2,3,4,0,4,2,4,2,8,1,209,18,2,5,40,2,72,1,31,2,3,1,32,2,1,3,1,4,0,38,16,12,1,2,59,8,2,1,6,0,4,0,8,0,1,2,1,4,3,1,13,2,0,263,1,3,7,3,44,4,116,0,0,16,13,2,2,1,1,25,0,8,4,1,0,1,0,1,39,3,15,1,17,33,2,41,152,7,1,1,41,5,20,3,44,4,22,1,15,47,2,23,67,2,41,1,1,1,63,0,2,100,12,1,1,1,48,2,88,5,40,6,7,3,2,50,3,2,1,9,3,58,0,7,56,4,5,3,132,34,49,6,0,24,1,7,18,2,0,1,11,5,2,0,6,2,4,3,2,4,6,10,43,2,56,31,0,3,47,13,5,3,3,1,18,3,0,40,5,51,2,22,55,5,425,59,8,52,5,2,3
CST3,6,3,1,1,1,0,0,1,0,14,1,0,1,0,0,26,0,0,0,1,8,0,2,0,10,0,0,31,0,0,0,27,0,1,0,1,39,1,0,0,11,19,0,13,0,38,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,7,0,1,23,0,5,1,33,0,0,0,2,0,16,12,3,0,5,24,1,0,1,0,0,0,0,0,1,0,0,0,0,3,4,0,21,0,2,2,0,0,0,3,26,0,2,2,0,1,1,1,1,0,0,65,0,2,1,13,0,1,1,0,2,2,1,0,0,0,0,0,0,3,0,1,0,0,21,0,0,1,1,1,1,2,1,0,0,0,0,1,10,14,0,0,0,74,1,17,2,25,1,0,24,1,1,1,10,0,0,0,0,113,0,0,33,1,0,0,0,0,0,43,11,2,10,1,1,22,1,1,0,0,1,0,1,0,1,1,89,0,0,0,0,0,8,0,22,2,0,0,0,9,0,0,0,0,1,1,0,2,2,0,0,14,0,0,2,0,0,0,0,0,0,7,1,12,1,0,11,0,0,70,1,2,18,1,63,0,74,0,1,6,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,20,1,19,1,0,0,71,0,0,1,2,1,9,0,0,4,22,0,20,0,0,27,0,0,2,1,0,0,0,1,5,23,21,0,0,1,21,0,45,6,0,14,0,0,0,0,2,0,1,1,1,9,1,7,0,1,0,0,55,0,14,2,0,25,2,16,24,0,0,1,11,0,0,2,0,1,0,1,0,1,1,11,15,0,0,24,2,0,1,1,0,0,1,1,0,0,0,2,1,0,0,0,1,0,211,4,14,0,0,0,0
TYROBP,15,0,0,0,1,0,0,0,0,29,1,0,0,0,0,9,0,0,1,0,9,0,2,2,9,0,1,29,0,0,0,17,0,0,0,0,15,0,0,0,16,20,0,33,0,18,1,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,1,0,10,0,0,20,0,19,0,45,0,0,0,0,0,30,8,3,0,11,16,1,1,0,2,0,0,0,0,1,0,1,0,0,0,4,1,20,0,0,0,1,0,1,0,8,1,8,1,0,0,0,0,0,0,0,17,2,0,0,12,0,1,0,1,0,1,0,2,6,1,0,0,0,0,0,0,4,1,20,0,0,0,0,0,1,0,1,0,1,0,1,12,10,10,0,0,0,16,0,10,0,18,0,1,13,0,0,0,16,1,0,0,0,12,0,0,9,0,0,8,1,0,0,25,22,0,16,0,0,26,1,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,3,0,6,2,2,0,0,14,1,0,0,0,0,1,0,1,0,0,2,11,2,0,5,0,0,0,0,0,0,9,0,3,0,0,13,0,0,15,0,0,16,1,34,0,19,6,0,9,1,0,1,0,0,0,0,0,1,0,0,1,4,0,1,0,23,0,28,0,0,0,12,0,0,1,0,1,9,1,0,3,26,0,21,0,0,11,0,2,0,0,0,0,2,0,9,30,20,0,0,0,21,2,21,12,0,11,1,0,0,0,2,0,0,12,0,2,0,14,1,0,0,0,23,0,28,0,0,23,1,9,26,0,1,0,7,2,0,0,0,0,0,0,2,0,0,17,8,0,0,12,0,1,0,0,0,10,0,0,0,0,6,0,3,0,0,0,1,0,0,6,23,1,0,10,2
S100A4,10,0,4,0,11,8,2,7,1,27,0,9,0,3,1,23,2,2,2,0,11,1,15,17,15,24,3,37,0,1,7,39,8,3,2,0,29,2,9,9,22,17,6,65,0,32,6,3,1,5,0,0,9,1,3,0,4,1,3,2,2,1,12,1,9,2,1,13,3,31,3,27,0,27,2,12,16,24,31,2,2,24,24,3,1,5,17,2,1,1,3,0,3,0,8,3,0,15,3,16,1,0,13,5,2,0,3,15,5,12,14,10,1,1,0,0,18,2,16,1,3,2,14,2,11,1,1,1,14,1,8,5,5,22,1,0,4,2,19,16,10,25,10,9,1,5,0,5,0,3,3,7,3,0,9,14,14,53,0,9,23,1,9,8,32,7,1,26,0,10,1,21,2,0,0,0,59,1,1,15,0,0,4,2,10,5,67,22,1,28,0,6,17,3,4,4,0,18,1,2,1,10,1,72,2,20,11,1,0,0,8,8,1,1,2,2,8,1,0,6,18,3,4,4,67,13,1,2,24,5,10,11,2,3,0,0,0,1,14,0,19,13,1,11,9,0,37,0,6,24,1,47,4,45,8,0,7,10,12,3,1,0,2,1,13,1,0,0,3,2,18,3,15,60,0,16,0,36,0,53,4,0,18,5,5,16,28,0,7,60,1,27,1,0,14,2,1,2,2,13,1,0,1,10,21,19,3,4,7,51,0,39,7,1,14,13,7,0,2,12,6,0,1,12,8,3,21,0,10,13,1,35,1,22,8,0,21,27,19,38,10,5,0,8,4,7,15,9,1,2,2,5,3,11,16,23,10,1,21,26,2,0,0,1,1,4,0,2,1,8,0,5,0,2,2,3,3,0,1,23,1,4,1,13
NA.,1,40,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,10,0,0,0,0,0,28,1,1,1,0,0,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,36,0,0,0,0,1,52,1,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,16,0,16,18,0,0,0,1,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,28,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,2,0,0,0,49,0,1,1,25,2,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,37,0,1,0,0,53,0,0,0,0,0,2,0,0,27,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19,0,73,1,0,0,0,21,0,0,0,0,0,0,0,31,1,19,0,0,53,1,1,7,0,28,2,0,0
FTL,70,10,21,8,13,3,9,8,2,66,5,5,4,12,9,84,3,10,8,4,35,8,19,7,37,8,8,289,10,8,6,95,8,3,7,2,94,9,10,3,70,61,3,82,12,184,6,9,5,5,2,5,7,12,15,7,7,3,7,11,7,10,23,8,54,8,3,131,0,77,9,145,9,8,9,15,7,103,57,2,8,35,89,5,3,13,7,2,5,8,11,10,13,7,8,7,8,28,2,77,5,4,8,8,4,7,5,98,6,18,12,12,4,11,5,5,15,12,87,2,8,3,56,9,14,6,4,4,5,12,6,4,6,11,6,10,9,12,3,11,4,73,7,12,3,6,6,3,4,6,9,8,6,7,1,46,50,14,8,5,68,7,12,11,110,8,0,87,6,9,4,86,3,3,4,7,50,4,5,10,4,8,5,3,14,4,214,106,12,60,14,4,69,15,6,8,3,5,5,1,3,9,4,39,9,6,3,6,4,8,13,33,3,5,1,4,39,6,4,8,5,8,10,10,9,10,4,15,65,5,4,32,10,4,1,3,4,10,41,5,59,11,5,50,12,5,45,4,4,76,10,211,14,50,5,10,33,13,5,3,1,7,6,11,8,8,13,8,3,9,5,5,5,83,3,112,11,19,7,34,6,5,14,19,6,62,13,7,26,233,7,104,13,10,65,17,5,12,5,15,3,6,2,45,114,63,4,9,15,157,10,85,35,8,66,6,5,4,9,29,7,12,2,6,82,9,39,13,2,12,3,58,8,90,11,6,106,10,67,80,13,5,6,22,8,2,10,3,8,8,3,5,12,8,67,91,4,11,68,12,4,8,4,2,1,10,12,9,1,5,7,5,6,3,4,5,7,48,5,77,10,6,8,12
