x1,x2
503,1
1544,2
208,3
1441,4
1900,5
167,6
965,7
221,8
1596,9
1842,10
155,11
243,12
1037,13
67,14
1099,15
239,16
1466,17
1565,18
1230,19
173,20
331,21
1802,22
1696,23
600,24
104,25
1426,26
89,27
46,28
541,29
745,30
59,31
1377,32
1832,33
1611,34
339,35
1787,36
777,37
439,38
610,39
778,40
981,41
143,42
7,43
1579,44
1141,45
1148,46
18,47
1916,48
30,49
1153,50
611,51
1754,52
889,53
1150,54
1769,55
856,56
1014,57
1180,58
1528,59
1202,60
922,61
1699,62
1269,63
874,64
1380,65
350,66
191,67
891,68
1595,69
1861,70
1732,71
1896,72
227,73
1663,74
1856,75
91,76
1072,77
1678,78
512,79
1514,80
801,81
71,82
1757,83
1108,84
783,85
282,86
555,87
1300,88
1086,89
1666,90
543,91
887,92
1725,93
1521,94
1282,95
1530,96
513,97
900,98
244,99
87,100
846,101
1407,102
1005,103
1919,104
692,105
1652,106
1183,107
1177,108
1171,109
310,110
1845,111
1091,112
1360,113
423,114
1658,115
363,116
80,117
1890,118
533,119
1740,120
1277,121
407,122
1259,123
1420,124
156,125
1547,126
516,127
812,128
240,129
438,130
1782,131
1156,132
230,133
1489,134
1333,135
930,136
1606,137
340,138
1908,139
1665,140
831,141
1708,142
537,143
1077,144
1803,145
1390,146
1674,147
881,148
880,149
1265,150
1267,151
511,152
1440,153
375,154
1863,155
682,156
175,157
1424,158
444,159
1069,160
1449,161
1444,162
849,163
329,164
704,165
598,166
165,167
287,168
650,169
1013,170
1892,171
1184,172
1487,173
218,174
1499,175
352,176
529,177
1285,178
1262,179
1442,180
1104,181
1662,182
651,183
1158,184
250,185
1270,186
1532,187
877,188
733,189
1849,190
336,191
1336,192
1585,193
72,194
1379,195
1742,196
794,197
116,198
1614,199
450,200
591,201
1871,202
319,203
738,204
1656,205
659,206
1094,207
999,208
1786,209
793,210
681,211
88,212
492,213
327,214
819,215
25,216
1309,217
1023,218
1907,219
1399,220
1850,221
476,222
1352,223
861,224
636,225
1327,226
174,227
115,228
335,229
958,230
1545,231
779,232
1018,233
183,234
482,235
910,236
133,237
40,238
1083,239
1308,240
1303,241
1601,242
1559,243
964,244
92,245
169,246
1147,247
16,248
886,249
376,250
1714,251
404,252
857,253
1516,254
1498,255
935,256
1402,257
644,258
673,259
1112,260
449,261
899,262
138,263
838,264
237,265
101,266
1201,267
713,268
792,269
157,270
1242,271
1815,272
1155,273
1759,274
816,275
366,276
35,277
776,278
5,279
785,280
186,281
1256,282
427,283
602,284
1563,285
1030,286
1857,287
23,288
841,289
1885,290
728,291
1055,292
1061,293
1869,294
1868,295
343,296
1523,297
630,298
477,299
294,300
942,301
