x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,2,2,1,0,0,0,0,1,1,4,0,39,0,0,1,1,25,87,2,0,37,0,0,0,0,0,0,1,2,1,1,1,0,1,2,0,1,1,0,13,2,0,33,1,0,44,1,3,1,1,1,0,27,2,87,2,0,45,26,0,2,0,1,0,4,0,1,44,0,1,0,0,38,1,1,0,1,1,0,0,0,55,49,1,2,2,0,95,1,0,0,0,2,1,0,13,54,4,79,1,7,1,2,0,0,2,164,2,1,0,0,2,0,1,0,92,36,33,0,1,0,0,0,2,2,5,116,1,0,2,0,0,0,3,0,0,1,0,0,7,16,1,24,97,39,0,0,0,88,16,3,26,43,89,12,1,0,89,0,37,1,0,1,89,0,0,2,0,1,59,1,0,33,85,23,2,0,1,2,0,2,1,2,0,1,0,0,0,1,0,0,2,57,86,3,1,23,84,1,0,0,45,29,109,6,1,69,1,0,72,103,2,114,1,1,1,0,0,3,0,0,0,0,44,1,0,0,93,0,0,3,1,1,2,0,110,0,1,0,1,2,1,13,1,0,0,1,1,23,0,168,0,3,1,2,2,33,0,2,1,1,0,35,38,0,0,2,3,2,2,0,1,38,0,11,0,1,0,6,0,1,1,1,55,0,2,0,1,1,41,6,0,0,1,0,1,92,0,4,1,0,1,56,3,2,0,2,17,193,85,1,0,1,19,1,0,0,0,0,68,38,0,3,2,0,25,0,1,1,2,2,0,0,1,1,52,0,0,1,52,73,3,0,2,48,0,50,2,0,2,1,0,48,2,1,13,0,21,2,0,32,0,1,0,2,0,1,0,1,1,0,0,0,28,1,0,1,0,4,0,107,0,0,16
S100A9,0,0,0,1,0,0,1,1,1,5,0,57,0,0,1,0,27,53,3,2,92,1,1,1,1,0,0,0,0,1,0,0,1,2,0,1,0,0,1,6,0,1,20,0,1,42,1,2,0,0,1,1,8,0,139,2,0,10,27,1,1,1,1,1,1,3,2,136,0,1,1,2,57,1,3,1,1,0,1,1,3,33,62,0,0,1,0,81,1,0,1,2,2,2,0,16,14,3,2,0,0,2,1,1,0,0,102,1,1,1,0,1,3,0,0,75,15,60,1,1,4,0,0,1,1,8,32,1,1,2,0,1,0,3,2,2,0,1,0,4,15,2,7,144,68,0,0,1,67,2,2,22,9,42,5,1,4,3,1,53,1,1,1,9,1,3,0,2,2,106,0,0,53,12,32,1,2,0,3,2,1,1,2,2,0,0,0,0,2,1,1,1,41,138,2,4,4,99,1,0,3,135,42,148,2,0,75,0,2,113,3,1,26,1,0,0,2,1,0,1,2,0,0,8,2,1,1,44,1,3,2,0,4,0,0,52,1,1,0,1,4,0,6,0,0,1,1,0,6,1,10,1,0,0,1,1,10,0,1,0,4,1,26,68,0,2,2,1,4,1,0,0,42,3,2,2,1,2,9,0,3,0,2,22,0,0,0,0,2,37,0,2,1,1,0,1,52,0,7,0,1,0,44,0,3,1,1,42,44,25,0,0,3,26,1,1,4,2,2,44,2,1,3,0,0,18,1,1,1,0,0,0,0,0,2,23,0,2,2,34,26,1,1,0,8,0,92,1,1,1,0,2,74,0,0,6,2,36,0,0,32,0,0,1,0,0,0,1,3,1,0,2,0,5,0,0,0,0,1,0,33,0,0,15
S100A8,1,0,2,2,0,1,0,1,0,0,2,47,0,0,1,0,19,53,0,0,54,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,1,3,21,0,1,36,1,2,0,0,2,0,5,0,121,3,0,10,19,1,0,0,1,0,1,3,2,173,1,2,0,0,39,0,1,1,1,0,1,0,1,47,59,0,1,2,0,68,1,0,0,1,1,0,1,0,14,3,2,1,5,0,1,1,0,0,85,3,3,0,0,0,0,1,1,35,13,32,0,2,0,0,0,2,2,3,16,0,1,1,2,1,0,1,2,0,2,1,1,1,10,1,5,132,49,0,1,2,61,3,1,7,26,47,3,0,2,2,1,43,0,0,1,3,1,1,2,0,0,85,0,1,45,3,36,4,1,0,1,1,2,1,1,2,0,0,1,1,0,1,3,2,50,112,1,1,10,104,0,1,2,104,55,97,2,2,54,0,2,60,1,1,1,1,0,0,1,0,2,1,0,1,1,15,0,1,0,54,1,0,1,2,0,0,0,20,1,0,1,1,3,1,4,1,0,5,0,0,10,1,2,0,1,0,0,0,1,2,0,0,0,1,21,74,0,0,2,0,2,0,0,0,32,1,1,0,2,2,4,1,0,1,0,10,0,0,1,0,1,41,0,2,2,0,0,0,58,0,1,0,2,0,55,2,1,0,1,46,15,14,0,0,3,28,0,1,1,0,0,30,3,2,2,1,0,17,0,0,3,0,1,1,1,0,0,19,0,0,0,33,9,1,1,0,5,1,80,0,1,1,0,0,61,1,0,4,1,48,0,2,32,1,1,0,1,0,1,0,0,0,0,0,1,11,0,0,3,0,0,0,25,0,2,10
HLA.DRA,0,1,1,1,0,0,2,0,4,16,1,7,2,1,18,2,16,23,0,0,12,31,0,0,0,1,1,1,17,17,2,0,21,17,0,0,0,0,2,7,1,0,9,1,0,9,1,35,24,0,1,14,8,0,9,0,18,20,10,1,0,0,27,0,25,0,13,8,26,21,1,43,21,1,26,17,0,18,0,0,2,7,13,0,2,0,0,22,0,1,0,2,19,0,12,23,15,22,100,1,18,4,1,0,8,13,18,0,1,24,1,1,1,0,27,11,27,1,2,13,0,0,4,0,14,21,21,0,1,19,0,0,1,20,24,0,0,0,2,11,18,1,19,9,8,1,0,1,10,15,2,68,12,51,19,0,1,140,27,9,2,1,37,108,38,2,0,21,1,16,1,1,6,79,3,1,1,0,0,2,26,1,46,2,2,2,1,1,0,1,18,0,4,9,5,22,18,27,36,1,19,13,7,14,95,2,30,1,19,33,72,0,114,2,1,23,1,0,0,0,0,0,1,17,1,12,0,12,14,1,1,1,0,1,0,11,1,0,1,1,24,0,7,0,29,1,0,0,5,51,142,0,1,1,0,21,83,0,0,0,3,0,3,10,22,43,0,0,7,27,0,1,10,7,16,1,31,2,19,2,21,0,1,29,0,2,0,0,16,3,15,28,1,1,0,3,14,0,22,2,26,1,9,2,1,0,28,4,196,18,31,0,0,4,1,1,26,0,0,9,21,1,32,1,1,17,0,0,1,1,1,0,1,19,17,16,29,0,0,18,46,0,1,2,23,1,3,0,0,0,11,0,27,1,0,7,1,5,0,3,10,0,0,26,1,0,0,1,28,1,0,1,2,22,0,0,0,0,4,0,40,0,1,18
CD74,8,1,2,1,1,3,5,6,2,33,0,13,1,2,70,1,7,23,4,1,13,56,0,2,2,0,0,1,23,47,4,4,35,24,2,1,0,1,1,18,5,2,5,1,3,20,1,65,38,1,4,41,4,6,4,4,45,16,5,2,2,3,55,0,79,1,45,10,56,58,3,49,21,5,68,47,2,52,3,1,7,3,1,4,5,2,2,32,2,2,4,5,52,7,40,69,11,18,196,6,38,9,6,1,49,39,26,2,2,64,7,0,1,3,71,12,27,4,0,21,1,0,1,1,42,27,12,1,3,52,1,1,6,37,45,1,4,5,3,44,8,2,62,15,4,1,3,2,18,18,9,85,13,44,32,3,3,259,52,11,4,1,51,107,54,7,1,51,1,21,5,1,1,62,2,4,2,0,2,1,49,2,87,2,2,6,4,3,2,1,44,2,5,18,8,48,43,16,43,4,36,6,4,21,100,6,33,1,37,22,174,2,189,1,2,45,1,4,0,2,3,5,2,18,2,30,4,12,11,1,7,5,1,0,0,15,2,2,1,2,54,2,18,2,49,2,0,0,4,51,220,3,4,3,0,31,68,0,5,3,4,2,7,8,61,49,1,4,12,59,0,2,11,42,22,1,45,3,99,5,40,2,1,31,1,5,1,3,45,3,46,41,6,1,2,11,26,1,49,1,48,1,8,2,6,1,121,3,193,19,81,0,0,2,0,1,60,2,4,18,7,3,61,4,4,18,3,0,1,3,7,5,3,50,24,14,57,2,2,18,40,3,3,8,21,4,3,2,0,1,37,3,20,2,5,18,1,2,2,3,5,2,2,35,2,1,4,1,58,2,2,1,0,33,2,3,0,8,6,1,50,1,2,8
CST3,0,1,0,0,1,0,3,0,1,14,0,9,0,0,17,1,14,17,0,0,17,0,1,0,1,0,0,2,0,1,2,1,1,0,0,0,0,0,2,16,0,2,3,0,0,11,0,0,2,1,2,0,8,0,14,0,1,21,11,1,0,0,1,0,1,0,1,14,1,0,0,1,22,0,1,0,0,2,1,0,0,8,14,1,1,0,1,32,0,0,0,0,1,0,2,35,14,3,81,2,16,0,2,0,0,1,33,2,0,1,2,0,0,1,1,19,22,12,0,1,2,1,0,0,1,10,14,0,0,1,0,1,0,0,2,0,1,2,0,34,11,0,52,12,6,0,0,0,16,19,0,46,4,37,31,0,0,137,0,8,0,0,0,88,2,0,1,0,1,23,1,0,3,31,8,2,1,0,1,1,17,1,1,1,0,0,0,2,0,0,1,0,10,24,1,1,15,15,0,0,0,16,12,22,3,0,17,2,0,34,82,0,78,1,2,0,0,1,0,0,0,0,0,13,1,0,0,20,0,1,1,0,0,0,0,19,0,0,1,1,48,1,16,1,0,0,0,0,4,0,99,0,2,0,2,0,43,0,1,1,0,0,4,7,1,1,0,0,3,0,0,0,16,15,31,0,2,0,15,0,0,0,0,34,0,1,2,0,1,2,1,2,1,0,1,2,25,2,17,0,0,2,20,0,0,0,20,4,124,18,0,0,0,5,0,0,1,0,0,4,16,0,1,1,0,16,0,0,1,2,1,0,0,2,0,12,0,1,0,13,39,1,2,1,23,0,10,0,1,1,0,0,25,0,0,16,0,5,0,1,5,0,0,1,1,0,1,1,0,0,2,0,0,19,0,0,0,0,2,0,59,2,1,11
TYROBP,0,0,0,0,1,0,1,0,1,23,0,20,0,0,9,1,18,16,0,1,15,0,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,7,1,0,3,1,0,12,1,0,1,0,0,0,5,0,15,0,0,15,10,0,1,12,1,0,1,0,0,22,0,2,1,0,18,1,1,1,0,1,0,0,0,14,12,0,1,0,1,18,1,0,0,2,0,8,0,33,22,0,9,0,26,0,0,0,0,0,30,1,1,0,1,0,0,2,0,23,17,3,0,0,0,0,1,0,0,19,20,0,0,0,0,0,5,0,0,0,0,0,0,20,15,4,15,31,15,1,0,0,22,17,0,25,5,22,23,0,0,9,1,9,0,0,0,38,0,0,0,0,0,15,0,0,8,22,5,3,0,0,1,0,6,0,0,1,0,1,0,0,0,0,1,0,7,26,0,0,8,13,1,1,1,18,12,16,0,0,22,1,1,18,0,0,7,0,0,0,0,0,2,0,2,0,1,7,0,0,0,22,0,10,0,0,0,8,0,28,0,1,0,1,35,0,7,0,0,1,0,0,10,0,18,0,0,0,0,1,1,0,0,0,1,1,6,10,0,0,0,1,1,0,0,0,14,9,18,2,0,0,12,0,0,1,0,22,1,0,0,0,0,4,0,0,0,0,0,0,29,1,18,0,1,0,18,2,0,0,4,8,36,14,0,0,0,6,0,0,0,2,0,16,9,0,0,0,3,16,0,2,1,0,0,0,1,3,0,15,0,0,1,19,15,0,8,0,22,5,6,0,0,0,0,3,22,0,2,7,0,9,1,0,12,0,0,0,0,0,0,0,0,2,0,0,0,12,0,1,0,0,1,0,20,0,1,15
S100A4,2,8,2,1,11,6,11,11,5,39,0,16,2,0,2,20,11,35,1,2,36,0,13,5,3,4,0,16,0,0,11,17,0,1,21,6,8,2,2,21,19,4,12,0,1,19,10,0,0,3,2,0,9,1,19,0,3,40,8,12,0,7,3,0,12,1,0,23,0,1,3,0,26,23,2,2,4,0,12,0,1,14,16,2,2,0,8,24,0,0,0,4,0,13,1,53,11,22,20,10,55,5,8,2,1,1,22,0,2,0,11,0,1,3,1,22,31,19,6,5,2,1,3,0,13,29,11,1,20,0,8,0,5,1,2,0,12,3,6,70,24,16,22,29,10,0,6,12,25,57,3,43,11,32,19,4,5,27,1,22,0,1,0,37,4,1,1,0,17,21,7,6,9,22,7,15,24,5,5,1,12,1,0,6,2,10,11,4,2,9,1,6,16,38,14,0,23,37,1,0,1,30,17,31,13,1,20,10,0,27,2,10,33,11,12,0,2,0,15,2,19,2,3,8,0,0,2,28,5,6,2,6,0,4,1,17,4,4,0,1,66,15,21,1,1,5,5,0,6,1,57,11,22,4,13,2,23,2,2,0,19,0,6,21,1,0,1,0,1,0,1,0,19,3,22,9,1,2,11,4,1,13,2,22,0,9,3,2,0,19,2,5,8,2,0,16,22,4,67,12,0,5,13,11,18,0,14,7,47,16,2,1,1,12,0,2,1,7,10,14,19,4,1,18,2,19,11,2,1,0,5,2,1,1,1,7,0,0,2,19,29,4,12,10,20,7,27,3,1,1,0,3,20,1,11,21,0,10,21,1,13,0,0,1,11,2,6,0,3,0,1,9,1,7,0,0,1,5,14,0,37,11,3,24
NA.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,34,0,0,0,0,0,0,45,0,0,0,60,8,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,53,0,0,0,28,1,39,24,0,50,1,0,39,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,25,0,1,3,1,0,3,0,0,0,35,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,23,0,0,0,31,5,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,28,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,2,0,1,0,0,0,0,61,1,0,0,0,0,19,0,80,0,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,36,0,0,0,1,1,0,0,0,2,50,1,0,2,26,0,0,0,12,2,0,37,0,8,2,17,0,0,0,0,0,0,0,38,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,1,0,7,0,1,0,54,0,1,0,1,0,0,0,0,0,0,1,50,0,2,0,0,0,0,1,0,1,0,58,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,54,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
FTL,12,12,8,8,4,14,16,5,8,85,2,64,9,3,10,9,84,88,12,12,86,7,11,9,8,4,11,9,10,8,9,5,7,9,5,7,3,1,7,70,10,10,43,2,5,64,7,13,3,7,8,4,24,4,61,6,11,100,50,3,5,6,5,2,23,4,14,93,6,6,8,6,104,16,17,8,2,9,6,6,5,74,41,4,6,2,12,69,15,5,5,8,6,5,8,380,66,39,28,14,136,5,11,4,5,7,125,5,5,11,4,4,5,5,6,111,140,59,24,10,7,8,12,7,14,132,92,6,8,6,5,1,4,7,11,5,7,7,6,131,80,11,97,86,70,4,14,12,84,130,5,265,25,162,276,9,9,32,10,43,5,3,9,236,4,5,15,9,2,50,9,13,42,100,37,5,14,4,9,5,17,8,8,6,9,10,10,7,9,9,6,6,27,80,9,17,91,86,5,16,9,57,60,117,11,5,78,11,9,85,29,4,50,11,5,11,6,7,12,14,15,21,11,42,8,8,8,83,6,24,6,7,8,4,12,100,3,7,3,10,266,10,70,10,6,5,3,2,33,6,49,5,5,9,11,7,31,2,5,8,8,5,37,60,6,6,6,3,31,8,5,7,87,7,85,7,9,9,23,6,5,7,5,95,3,6,7,6,6,43,11,19,4,14,7,8,111,6,51,6,8,4,68,3,19,6,7,24,135,89,15,12,8,58,3,4,14,3,2,82,67,8,11,10,4,112,5,10,7,20,10,21,0,5,9,91,5,1,2,84,94,5,18,8,76,2,48,4,7,7,7,7,104,8,4,70,7,45,5,9,53,4,6,8,9,10,4,1,19,10,7,12,10,32,6,7,5,8,4,2,156,7,15,80
