x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,17,16,1,0,88,1,2,0,0,2,0,0,0,0,44,0,0,1,2,0,0,0,2,5,4,0,1,59,1,0,87,27,14,50,1,0,0,0,0,0,79,89,0,0,0,1,0,1,1,0,0,3,0,2,1,0,74,2,7,1,33,93,0,0,2,2,0,0,1,42,0,0,2,1,1,0,0,68,91,0,32,69,0,2,1,3,1,0,114,2,83,39,34,0,110,1,1,50,0,27,73,0,0,0,0,0,3,0,0,0,1,0,1,2,2,40,37,16,25,1,1,0,3,0,0,169,41,1,2,0,0,1,51,1,0,10,0,88,1,52,0,25,1,122,1,48,1,1,49,1,0,2,0,33,0,0,2,0,0,0,0,3,67,0,0,0,74,66,55,1,0,0,1,4,75,4,58,0,0,0,1,42,0,1,0,51,0,1,1,0,1,2,1,1,36,91,0,1,0,2,1,0,0,59,1,0,1,0,2,0,2,0,0,21,1,2,62,0,0,1,0,44,0,1,27,0,2,4,1,1,2,1,41,1,0,0,3,1,0,3,1,0,2,1,2,0,1,69,4,89,31,0,0,166,103,170,104,0,0,88,1,68,0,2,2,0,1,0,2,0,0,82,0,0,1,23,1,1,1,2,1,0,47,32,1,2,2,0,0,2,96,2,1,2,0,49,0,42,76,0,1,1,0,0,0,0,46,1,46,0,1,29,0,1,1,0,1,0,0,0,93,0,1,1,0,2,1,0,2,7,2,0,2,0,1,0,27,1,53,1,1,2,0,68,1,97,1,1,0,3,0,1,2,0,0,0,52,175,1,1,0,0,82,2,0,1,1,0,0,1,2,0,76,60,1,58,93,56,2,1,54,0,0,107
S100A9,1,15,0,0,137,0,1,3,2,1,1,3,1,1,52,0,2,3,1,0,0,0,1,5,0,1,0,67,0,0,53,21,27,40,3,1,0,1,0,2,37,54,0,0,1,0,0,0,1,0,3,2,0,2,1,1,91,2,0,0,13,154,0,0,0,0,1,0,0,127,1,1,1,0,1,2,1,125,28,1,16,84,2,2,1,10,1,0,26,2,33,38,11,3,52,0,3,48,1,52,44,2,0,2,1,1,1,0,2,1,1,1,1,0,0,14,50,4,43,2,0,0,0,2,1,61,57,3,1,3,1,1,54,3,1,13,1,113,0,63,0,48,1,93,2,34,0,0,93,0,2,1,1,10,0,1,1,1,0,0,0,0,47,0,0,2,162,45,70,0,4,1,1,1,14,3,12,1,3,0,2,17,1,0,0,77,0,2,1,0,2,1,1,0,15,72,1,0,1,0,2,0,2,16,2,1,4,0,0,0,1,1,1,4,2,0,77,1,0,1,3,8,0,1,20,0,2,0,0,1,1,2,27,1,3,1,2,0,1,0,2,1,1,4,1,2,0,53,5,42,45,2,0,75,91,219,106,1,0,59,0,21,3,4,1,1,2,0,1,1,0,66,1,1,0,4,1,0,2,1,2,1,91,10,1,2,1,0,1,1,42,1,2,1,0,25,1,35,42,1,0,0,1,1,0,0,31,1,68,0,1,23,1,1,1,0,2,0,1,3,85,0,2,1,2,2,3,0,0,3,3,1,1,0,1,2,31,0,74,1,0,1,0,10,0,3,1,0,2,3,4,3,2,1,0,1,25,149,0,1,0,1,56,1,0,0,1,0,1,1,0,0,85,28,2,54,82,113,0,0,61,0,1,88
S100A8,3,10,0,0,121,1,4,0,0,0,0,0,1,0,64,1,0,3,1,0,1,0,0,1,0,3,0,56,0,0,53,43,3,37,1,1,0,0,1,0,25,51,0,0,0,1,0,0,1,0,3,1,2,1,1,0,92,0,5,2,8,125,1,0,0,1,0,1,1,119,0,1,0,0,2,0,1,109,16,2,22,36,1,0,0,5,1,2,1,0,6,35,10,0,20,0,0,14,2,58,54,1,0,1,0,0,1,1,0,0,3,0,0,0,0,14,45,2,30,0,0,0,0,0,0,67,74,0,1,2,1,1,43,3,0,2,1,94,1,63,1,40,0,90,1,28,0,0,116,0,0,0,1,1,0,1,0,3,1,0,0,2,27,1,1,0,144,38,68,2,0,1,0,1,8,3,13,0,0,1,0,4,0,0,1,70,0,0,1,1,1,1,1,0,13,35,0,1,2,1,2,0,2,17,0,0,0,0,1,0,0,1,1,8,1,0,88,1,1,0,0,15,0,1,38,1,0,3,0,0,2,1,13,0,2,0,3,2,1,3,0,1,0,1,0,3,1,30,0,47,76,1,0,49,79,174,70,2,0,26,1,15,1,2,0,0,0,0,0,1,1,77,1,0,0,10,1,1,1,3,0,2,77,7,0,3,0,1,1,1,24,0,1,0,0,21,1,31,38,2,0,1,0,1,0,0,31,1,54,2,1,33,0,1,0,1,0,0,0,0,61,1,0,0,2,0,0,0,0,3,1,0,0,2,1,0,18,1,55,0,0,2,2,26,1,2,0,0,0,3,1,1,1,1,2,0,13,82,1,0,2,0,53,2,1,0,0,1,0,0,0,0,55,30,1,23,48,84,0,1,53,1,0,80
HLA.DRA,14,18,0,0,10,1,1,0,0,0,0,1,0,11,15,0,1,0,1,2,1,1,1,16,1,1,2,8,2,0,23,1,10,17,0,0,1,13,2,24,11,10,0,1,1,0,0,0,0,1,0,1,0,0,1,14,9,0,18,0,17,13,0,0,0,30,0,0,0,8,1,0,0,1,31,24,1,3,98,5,6,60,1,17,0,12,19,0,114,28,78,13,3,1,11,11,1,86,1,2,22,1,8,1,0,2,0,0,0,2,0,1,0,0,0,20,7,48,6,0,0,1,0,0,0,87,4,25,0,0,0,0,5,18,1,31,22,4,0,17,1,10,1,6,11,7,1,0,2,2,21,20,28,83,1,0,1,1,14,0,0,1,9,0,18,0,11,14,7,0,44,1,0,25,17,22,14,1,2,11,17,56,10,0,1,14,22,0,0,0,16,2,0,0,27,24,19,1,12,17,0,0,2,13,27,2,0,2,1,1,1,0,0,15,0,1,16,0,1,32,2,17,29,0,2,2,0,14,0,0,26,0,26,1,1,6,4,0,27,0,1,0,2,2,0,0,0,64,16,51,4,1,0,28,6,30,13,11,0,24,1,72,3,7,0,1,1,0,19,1,1,7,0,1,19,18,19,0,1,1,0,0,3,20,26,1,1,2,1,0,27,2,0,0,1,6,1,4,10,5,0,7,3,35,1,7,19,21,18,0,0,17,1,2,2,0,23,0,2,1,18,1,0,12,2,2,21,17,0,49,2,2,0,2,20,0,9,19,7,2,1,3,1,92,10,183,1,1,29,12,26,26,0,1,1,0,46,97,24,15,0,0,12,2,0,20,0,1,0,0,1,24,16,32,0,13,15,17,1,10,5,0,0,12
CD74,28,8,2,2,12,2,4,1,3,3,2,2,0,50,7,2,3,0,1,6,1,2,2,28,2,2,1,13,1,0,23,1,6,5,7,1,2,48,2,42,10,12,2,1,1,1,0,1,2,2,1,4,3,2,1,41,4,1,38,5,12,33,2,1,4,63,3,5,2,11,1,0,3,2,45,72,2,5,176,5,7,65,2,78,0,13,25,1,189,60,121,11,4,1,15,37,5,128,5,2,17,3,49,2,2,0,3,4,1,1,0,4,8,2,0,24,14,104,6,6,0,0,3,7,0,122,2,68,0,1,3,2,5,84,0,47,36,10,1,16,4,6,1,15,41,12,4,1,4,1,51,50,60,68,2,4,1,2,32,1,2,3,16,2,42,1,24,16,7,0,81,3,2,79,20,18,13,2,2,38,24,176,43,2,2,6,44,2,2,3,45,2,5,0,27,46,34,3,49,55,4,4,2,10,63,5,2,4,6,1,1,1,8,25,5,0,6,3,3,46,1,18,57,0,4,3,2,30,0,0,49,1,15,2,4,20,4,2,52,1,3,2,14,3,5,2,3,55,33,44,4,2,0,52,8,42,15,48,1,33,1,65,3,12,2,1,4,0,26,2,0,18,2,1,39,43,25,5,8,7,3,4,1,31,75,2,2,5,3,0,41,5,1,3,2,17,4,2,8,5,1,32,2,41,2,11,12,56,12,0,1,6,2,2,2,4,68,1,2,5,16,5,5,49,1,3,40,32,1,161,4,0,3,3,38,3,3,89,2,2,1,16,0,157,46,228,4,3,58,32,60,68,1,2,2,1,35,118,40,43,1,7,18,2,2,33,5,2,1,1,0,46,10,5,1,17,4,9,7,46,5,2,1,14
CST3,20,11,0,0,21,1,2,0,0,0,1,2,1,0,17,0,0,0,1,1,1,0,2,21,1,0,0,16,0,0,17,1,15,7,0,0,2,2,0,1,9,9,1,0,1,0,0,1,1,1,0,1,1,0,2,0,19,3,16,0,12,38,0,1,1,1,0,0,2,22,0,0,1,1,2,0,1,22,54,0,5,52,0,0,0,21,3,1,78,0,59,7,4,0,19,0,1,73,0,5,33,2,0,0,0,0,1,1,0,1,1,1,1,0,0,13,6,45,4,0,0,0,0,1,0,55,7,0,0,0,0,0,2,8,1,50,0,12,3,20,0,10,0,8,0,12,0,1,5,0,0,0,0,43,0,0,0,0,0,0,0,0,8,0,1,0,29,31,11,0,0,0,0,1,23,3,11,0,1,0,0,65,1,0,0,9,0,1,1,0,1,2,1,2,22,47,1,1,0,1,0,0,1,16,0,3,0,0,0,0,0,0,1,14,0,0,13,0,1,1,0,13,0,1,7,1,0,0,0,0,17,0,19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,35,14,37,6,0,0,27,19,34,21,0,0,25,1,56,0,3,0,1,2,0,1,1,0,14,2,0,0,15,3,0,0,1,1,3,5,22,1,1,2,0,0,0,28,1,1,0,0,17,0,7,15,0,1,0,0,1,0,0,13,0,23,0,1,18,1,0,2,0,0,0,0,0,32,1,0,0,0,1,0,0,3,5,1,0,0,0,1,0,4,8,15,2,2,0,1,74,0,64,1,0,0,9,1,1,0,0,3,1,16,63,0,0,0,0,10,0,0,2,2,2,1,0,1,0,17,13,1,14,12,19,2,0,13,0,0,24
TYROBP,21,15,0,0,20,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,19,0,0,0,17,0,1,16,5,19,7,1,0,0,0,0,0,22,17,8,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,26,0,15,37,1,8,2,0,0,7,0,24,0,0,0,3,0,0,0,11,11,0,5,17,0,1,0,30,0,0,7,0,26,7,3,0,28,0,1,20,0,13,17,0,0,0,1,0,0,2,1,0,2,10,0,0,0,7,5,31,4,2,0,0,2,2,0,22,18,0,0,1,0,0,12,13,0,35,2,5,0,19,0,11,1,18,0,5,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,0,11,11,11,0,0,1,1,1,20,0,10,0,1,0,0,11,0,2,0,14,0,0,0,0,0,0,7,0,17,11,1,0,0,2,0,0,1,13,1,1,0,0,0,0,0,0,10,5,0,0,10,0,0,1,0,7,0,0,10,4,0,1,0,0,6,1,20,5,0,1,6,0,1,11,0,1,2,0,4,10,0,46,23,22,5,0,0,16,23,20,27,0,0,26,0,27,0,1,0,0,0,0,0,0,0,29,0,0,0,8,0,0,1,1,0,1,9,6,0,1,0,0,0,0,25,6,2,5,0,7,0,9,18,0,0,0,0,0,0,0,17,0,19,1,1,10,0,1,0,0,0,0,6,0,23,0,0,0,0,0,0,1,0,5,0,1,5,1,0,1,13,8,8,0,1,0,1,17,1,11,2,11,0,17,0,1,1,1,0,0,18,44,0,0,0,7,16,8,0,0,0,0,0,1,0,0,12,10,0,18,14,17,0,1,9,0,1,14
S100A4,41,24,13,0,19,0,15,0,20,19,0,3,13,1,8,0,9,1,8,8,5,0,5,30,0,1,12,26,12,0,35,11,22,6,12,1,1,0,1,0,13,23,2,2,0,4,0,3,0,2,1,24,13,1,6,0,19,3,55,13,4,31,6,2,9,2,11,5,5,22,14,0,25,3,1,1,12,27,77,9,15,35,3,3,1,65,0,1,33,2,36,12,7,1,17,0,20,40,11,28,20,9,1,8,2,6,4,0,2,1,3,7,3,9,1,17,22,42,15,5,0,4,10,9,1,41,17,1,0,3,11,4,13,1,1,82,2,23,4,19,2,13,5,17,2,18,15,5,13,1,0,2,3,23,7,1,3,1,2,1,2,16,16,2,0,2,60,19,18,5,4,0,4,12,24,22,17,1,3,1,1,41,1,0,4,27,0,2,1,9,0,0,5,0,31,23,3,9,1,3,3,0,6,11,2,11,2,5,10,3,2,0,6,7,6,1,21,11,7,1,0,8,0,1,9,12,3,0,1,5,12,13,17,13,0,0,5,1,1,8,7,0,8,1,10,0,7,25,39,32,24,1,0,21,28,49,29,2,7,23,1,48,3,1,1,0,6,3,0,12,0,27,0,1,1,23,0,3,6,17,4,2,17,8,0,2,0,4,20,0,25,10,1,7,0,4,4,20,19,9,5,0,9,0,2,1,15,2,26,5,11,17,2,1,2,1,0,1,5,1,29,2,1,5,0,5,1,0,6,6,0,2,7,1,3,7,17,8,11,2,10,4,4,55,0,29,3,7,2,23,1,2,7,1,0,10,16,47,1,2,8,7,22,9,2,2,7,11,0,11,3,2,25,11,10,19,27,23,1,0,14,18,1,28
NA.,0,0,1,0,0,0,0,0,0,0,0,1,0,52,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,48,0,0,0,2,0,0,0,0,37,54,0,0,2,0,0,1,0,43,0,2,43,0,1,34,0,4,2,0,0,31,0,0,0,0,1,2,35,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,21,1,0,0,0,0,0,0,23,0,0,0,0,0,0,37,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,58,0,1,0,0,3,0,0,1,26,8,1,47,0,0,0,60,0,0,2,38,0,0,0,0,0,18,0,1,28,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,17,0,0,6,1,0,0,0,9,0,0,28,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,51,0,1,1,1,0,2,0,0,0,1,11,0,0,0,0,0,29,19,43,0,0,0,0,0,0,0,38,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,1,0,1,0,0,47,0,0,17,22,0,4,0,0,0,0,0,1,0,7,1,1,0,0,0,0,36,2,0,1,21,1,0,39,0,0,1,0,0,0,28,1,0,0,0,0,0,30,0,0,0,0,0,26,1,0,0,0,0,0,0,36,0,0,0,1
FTL,117,80,4,8,63,6,5,6,3,14,4,8,11,2,42,4,9,8,6,11,5,1,2,85,8,1,6,86,6,5,88,47,104,63,13,5,4,4,4,8,55,63,6,14,1,5,3,8,1,8,4,6,11,11,6,4,74,5,136,12,58,130,10,5,4,9,5,7,9,66,3,1,3,4,9,12,3,51,39,8,47,73,3,14,7,115,7,1,50,7,45,42,26,5,100,7,8,42,3,53,109,6,5,10,12,24,5,10,12,7,14,6,3,9,5,11,31,420,28,3,1,4,6,12,6,59,49,22,1,9,17,13,35,24,6,301,4,71,8,106,4,53,9,113,11,53,8,10,82,5,9,11,13,31,6,4,8,5,4,1,5,11,115,8,7,3,110,90,60,11,14,10,7,23,96,39,65,2,6,4,9,35,11,3,12,62,6,7,2,4,6,9,11,3,140,81,7,5,4,15,11,3,6,26,27,16,10,15,8,0,4,7,8,32,22,0,38,17,8,14,11,42,5,6,54,12,5,13,4,3,17,8,61,11,4,2,4,12,10,8,3,5,7,7,4,3,13,119,85,162,41,12,4,71,95,83,63,2,2,75,5,140,6,31,5,1,2,5,6,3,3,66,3,7,11,91,7,12,10,2,6,9,36,33,8,15,2,6,8,1,122,6,6,3,1,32,7,57,62,8,5,2,6,14,5,9,59,10,73,3,7,50,6,8,9,7,10,1,6,9,93,13,10,15,8,3,5,10,5,28,7,8,3,14,11,6,51,7,37,9,11,10,5,32,7,32,5,10,11,100,14,17,6,8,7,11,102,73,6,3,5,8,105,5,8,10,10,8,5,7,8,7,63,54,6,82,92,110,7,7,75,6,6,99
