x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,1,0,1,0,2,0,6,1,37,17,0,8,0,0,1,0,23,1,2,46,0,0,44,0,1,2,58,38,0,1,106,0,0,2,0,0,1,49,1,0,1,0,0,65,0,0,1,78,0,3,2,52,1,0,60,0,55,2,1,3,1,4,0,3,0,27,1,0,0,1,1,83,53,0,1,42,0,2,0,3,1,78,0,0,0,27,46,2,1,1,41,4,1,9,1,41,2,0,0,0,1,2,61,0,1,1,2,1,0,0,2,0,2,0,25,1,0,2,1,0,1,109,80,0,1,0,54,2,65,0,0,40,0,30,0,81,4,2,107,2,1,1,1,42,1,1,29,1,1,71,1,0,1,1,0,2,1,0,60,1,69,1,0,1,18,0,0,41,29,0,0,0,0,2,1,0,1,1,0,0,2,2,0,0,0,0,2,0,2,0,1,75,60,2,1,1,1,3,1,0,2,60,47,0,0,57,4,32,53,1,2,1,2,0,0,1,1,1,22,0,2,88,0,133,1,1,45,1,1,0,3,38,0,0,1,1,1,0,80,29,2,116,0,31,0,0,0,1,3,0,39,24,44,0,104,0,2,0,0,2,1,60,0,1,20,0,0,0,1,156,2,46,79,0,1,1,0,30,0,47,0,0,55,45,1,0,24,7,3,1,3,39,0,0,84,0,35,0,1,0,57,1,62,1,0,1,22,0,41,0,52,1,1,2,1,52,40,0,0,0,104,143,1,13,2,1,1,39,25,73,0,1,0,1,2,1,169,0,1,1,0,1,1,63,1,73,2,1,1,0,3,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,1,2,2,1,2,0,2,0,1,0,2,66,1,2,1,0,1,0
S100A9,1,2,1,1,0,1,13,2,24,17,0,6,1,0,2,0,30,1,1,112,1,1,136,0,0,1,17,30,0,1,149,1,2,0,1,0,0,58,0,1,0,2,1,35,0,0,0,91,0,1,1,6,1,0,64,2,22,0,0,3,1,1,0,3,1,52,0,0,2,0,1,80,35,0,1,60,3,0,0,3,0,144,1,0,0,17,29,1,1,0,16,5,2,9,0,45,0,1,2,1,0,0,127,1,2,0,1,1,0,2,0,0,1,3,81,0,0,2,0,0,1,148,31,0,0,0,14,2,135,0,2,121,1,60,0,95,2,0,12,1,0,1,0,46,0,1,3,1,1,33,4,2,0,1,2,0,3,0,51,0,4,0,1,0,34,1,0,57,57,2,0,1,3,0,0,3,0,0,0,2,0,0,1,0,1,3,0,0,0,0,1,96,109,2,0,1,1,0,2,1,0,18,41,0,0,31,6,16,47,0,2,0,1,3,2,0,1,2,8,0,4,113,1,26,1,1,10,1,3,0,1,73,0,1,3,1,0,2,104,42,0,32,1,70,1,1,0,0,2,0,27,33,8,1,106,0,1,1,1,0,2,37,1,0,14,2,0,1,1,44,1,31,9,3,0,3,0,33,1,55,1,1,64,60,1,0,7,2,3,3,1,13,2,0,49,0,63,2,0,0,41,0,34,0,0,0,19,0,27,3,11,1,2,3,0,6,21,2,0,2,138,11,0,16,1,1,3,27,62,83,0,1,2,0,0,1,61,4,2,1,2,1,1,3,0,26,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,2,1,2,1,1,4,0,79,1,2,0,1,1,0
S100A8,0,1,0,0,1,0,1,1,18,39,0,1,1,0,0,2,21,0,2,93,1,0,173,2,1,0,33,25,1,0,100,0,1,1,0,0,1,35,1,0,0,2,3,27,1,0,1,81,2,3,0,2,1,1,55,2,10,0,0,0,1,3,0,3,1,58,0,1,1,1,3,77,22,3,1,43,1,1,0,0,0,78,1,1,1,7,21,1,2,0,18,0,0,5,0,44,2,0,0,1,1,0,81,2,1,0,0,0,0,0,4,1,1,1,58,0,0,1,1,1,0,97,28,0,0,1,14,1,140,0,1,192,1,54,2,98,0,0,6,1,0,0,0,40,0,2,0,1,0,24,1,0,0,3,0,0,0,1,27,0,2,0,0,1,27,2,0,74,53,1,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,62,87,1,1,0,0,2,1,1,0,8,51,2,2,19,1,22,33,1,1,0,0,1,0,0,2,0,13,0,3,94,0,5,1,0,10,1,1,0,1,64,3,1,0,0,0,1,57,55,0,16,1,74,0,2,0,0,3,1,52,18,15,0,70,0,0,0,0,0,1,23,1,0,16,0,0,0,0,69,0,31,3,2,1,0,0,35,2,86,1,0,55,33,0,0,5,4,0,0,0,10,1,0,22,0,58,0,2,0,50,0,19,0,3,1,14,1,13,1,11,0,1,0,1,2,18,0,2,1,67,2,1,0,1,1,1,52,44,46,0,0,0,0,1,1,67,0,0,0,1,0,0,3,0,9,0,2,0,0,1,1,0,0,1,1,3,0,0,0,1,3,0,2,0,0,0,0,3,2,3,1,1,2,0,0,0,60,0,2,2,1,1,0
HLA.DRA,23,1,3,0,1,2,24,1,22,5,0,17,0,0,2,17,3,2,27,8,0,2,8,0,26,36,25,10,1,1,25,0,0,0,0,29,36,9,0,0,1,2,0,55,3,0,1,9,7,0,2,60,0,0,7,1,29,0,0,0,1,8,1,12,20,2,1,0,2,1,0,6,5,1,23,6,2,1,15,2,1,11,0,22,0,9,25,2,0,0,14,32,1,22,13,6,0,2,1,27,30,0,12,0,1,1,31,0,0,0,28,17,27,1,5,2,29,0,0,0,0,14,68,0,2,0,15,2,9,1,1,5,14,1,0,21,0,0,74,0,0,3,0,9,0,13,34,0,27,41,22,1,2,1,8,0,1,0,25,0,127,0,3,7,8,4,0,4,8,0,0,1,0,2,0,13,40,1,2,0,30,2,31,1,1,1,19,0,0,0,1,16,21,9,0,1,34,2,14,0,1,31,11,1,1,18,12,6,6,0,0,21,36,25,25,21,0,0,15,1,24,4,2,131,2,25,20,0,43,0,2,8,3,0,1,0,1,0,22,7,1,21,1,11,2,23,0,1,0,0,3,7,17,1,13,2,0,31,1,25,1,4,1,0,13,24,1,0,0,27,0,19,53,19,1,1,22,2,1,12,1,0,11,16,0,1,19,19,1,2,3,8,1,0,11,0,3,20,0,0,4,17,48,16,23,2,12,26,26,1,58,1,14,22,0,60,15,0,23,0,33,216,0,23,1,27,1,3,4,9,28,0,1,0,1,1,87,3,2,0,0,0,0,223,0,46,0,19,0,10,1,2,0,1,0,1,0,1,2,0,0,1,0,2,0,0,0,27,1,0,1,1,0,0,1,0,0,11,0,20,1,0,24,17
CD74,51,2,5,2,5,1,28,2,25,1,4,21,2,1,0,44,6,2,34,7,1,0,10,6,58,52,31,11,2,2,24,1,5,3,4,49,42,11,2,1,2,1,2,43,1,4,2,5,14,3,5,101,2,5,13,4,31,2,5,2,6,21,3,32,35,2,1,4,1,0,4,24,8,2,55,1,7,1,27,11,1,12,3,33,1,7,22,1,2,1,4,52,3,55,34,12,1,3,1,52,50,1,11,4,1,4,94,1,1,3,55,47,58,3,5,0,53,0,2,5,1,21,93,2,4,1,11,3,25,2,5,6,11,5,10,37,2,3,72,1,4,5,5,10,5,21,61,2,46,50,48,5,0,2,9,2,1,3,18,5,251,1,11,32,7,1,3,2,5,4,4,4,4,1,4,47,40,1,4,5,63,8,56,1,5,4,50,5,0,0,2,24,26,10,2,5,67,7,38,2,1,26,5,3,6,20,12,7,8,3,3,57,52,57,47,24,1,1,15,2,54,10,3,287,2,37,16,2,122,2,5,9,4,6,1,1,0,3,14,4,0,12,2,6,8,39,1,2,2,1,3,1,18,4,15,1,4,50,2,61,3,3,3,3,6,42,2,1,3,49,0,12,33,36,2,0,48,2,4,4,0,1,12,8,0,2,62,36,1,4,1,17,2,1,17,0,7,49,3,0,5,35,37,49,54,4,9,56,15,3,93,2,38,41,2,101,25,1,36,3,32,256,3,69,2,55,0,3,9,8,75,2,4,0,0,2,122,5,0,2,0,5,1,373,4,40,1,48,2,46,10,0,2,2,2,3,3,3,2,2,6,1,1,3,4,3,9,59,0,1,1,6,0,15,6,3,0,5,2,39,5,4,36,35
CST3,0,0,0,1,0,2,15,0,12,6,1,31,0,1,0,1,10,0,0,11,0,1,14,1,2,0,21,4,0,0,16,0,1,0,0,0,3,12,0,0,1,0,1,29,2,1,1,11,0,2,1,74,1,1,13,2,34,0,2,0,0,20,0,9,0,5,0,1,1,1,0,15,17,1,0,7,0,0,2,9,0,12,0,0,0,10,25,0,1,0,6,4,1,26,0,5,0,1,0,0,1,0,16,1,2,1,25,1,2,0,0,0,1,1,10,1,0,1,0,1,2,22,46,1,2,0,14,2,11,0,1,4,0,14,0,39,1,1,62,1,1,0,1,11,0,1,34,0,0,40,1,1,1,1,0,0,0,0,21,1,72,0,0,0,8,1,1,7,2,0,3,1,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,1,28,23,1,0,1,1,0,1,0,0,26,12,3,0,23,13,5,10,0,1,0,0,1,1,0,0,1,28,0,48,12,0,118,0,0,21,1,0,0,0,9,0,0,0,0,1,2,17,12,2,14,0,9,0,1,0,0,2,1,9,6,13,0,21,0,1,1,4,1,1,4,1,0,7,1,0,0,0,35,2,13,31,0,0,0,0,2,0,12,0,0,13,14,0,2,52,17,0,1,0,11,0,0,23,0,7,0,0,0,10,1,30,1,0,1,17,1,19,1,30,0,1,0,1,74,24,0,0,2,25,88,1,35,1,1,0,9,14,14,1,1,1,0,1,1,55,2,0,1,3,0,0,203,0,39,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,17,1,1,0,0,0,0
TYROBP,0,0,0,0,1,0,14,4,14,4,0,21,0,0,0,0,11,6,0,16,0,0,22,0,0,1,29,12,0,0,19,0,0,0,2,0,0,18,0,0,3,0,0,15,0,1,0,15,0,0,6,16,0,6,19,0,22,0,0,0,0,25,0,17,0,13,0,2,0,0,2,21,21,0,0,5,0,0,1,6,1,22,0,0,1,12,18,1,0,0,8,0,1,31,0,11,0,0,0,1,1,0,16,0,2,0,23,0,1,0,0,1,0,1,13,0,1,0,2,0,0,16,13,0,0,2,22,0,14,0,0,13,0,11,1,11,0,0,15,0,0,0,2,18,0,0,8,0,0,36,0,0,0,0,0,0,6,0,13,2,1,1,1,0,8,0,0,18,9,0,0,10,1,1,0,0,0,1,0,1,0,0,0,7,4,0,0,5,0,0,1,12,29,0,2,0,0,15,1,0,0,13,5,1,0,21,33,5,15,0,0,0,1,0,0,0,0,0,18,0,35,5,0,20,0,0,15,1,1,1,0,25,0,0,6,1,0,0,13,12,1,20,0,14,0,0,4,9,0,0,10,11,7,0,27,1,7,0,0,0,0,11,1,1,9,0,0,1,0,13,0,17,27,1,0,0,0,6,0,15,0,0,12,11,1,5,15,17,8,1,2,8,0,1,31,0,14,0,0,6,7,0,27,1,0,1,19,0,20,1,16,3,1,0,0,16,9,0,0,0,32,17,2,33,1,1,1,10,20,16,0,0,1,0,0,1,22,0,0,1,0,0,0,2,0,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,17,1,2,1,0,1,0
S100A4,0,3,3,3,19,2,23,16,29,8,18,62,2,6,4,1,11,10,1,22,3,6,23,9,0,2,40,19,1,1,27,11,23,2,2,1,6,12,4,3,3,0,10,27,10,1,0,15,1,25,10,23,0,4,26,14,22,0,23,8,9,71,2,23,0,28,0,0,1,0,5,16,30,8,1,14,1,7,0,9,6,21,11,1,5,8,32,3,0,0,6,1,6,38,0,11,22,2,13,1,1,8,27,11,1,0,2,3,4,4,0,2,1,1,19,0,1,13,15,7,4,31,36,0,11,1,11,4,17,2,12,23,5,16,0,31,1,11,36,1,2,3,2,18,4,5,17,4,3,14,0,29,0,23,1,9,5,6,12,2,2,2,24,0,16,8,3,17,19,24,1,7,5,8,0,1,4,10,24,2,2,10,0,6,12,0,2,2,1,0,8,26,35,14,15,0,1,5,4,1,1,14,11,1,1,33,65,15,40,16,1,1,2,2,0,2,1,1,29,8,66,23,20,57,2,0,40,0,2,7,12,31,18,2,5,1,8,1,41,17,5,11,17,21,4,1,3,2,0,2,4,15,8,5,29,0,11,0,2,4,0,21,9,0,10,0,4,0,2,46,13,15,31,1,1,14,1,14,11,16,0,11,23,24,3,4,22,28,5,3,1,13,1,0,22,1,21,3,8,10,16,0,23,2,1,1,30,0,17,0,27,3,4,1,1,23,43,1,1,1,29,47,3,53,5,3,0,4,19,18,4,1,1,1,3,1,41,2,4,0,19,9,3,2,7,29,8,6,0,0,11,26,1,2,0,1,5,1,2,7,2,0,1,10,1,6,0,0,1,7,19,2,13,1,11,5,0,23,0,79,2,1,1,0
NA.,49,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,23,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28,0,0,0,0,0,0,19,1,0,0,49,23,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,48,0,34,0,0,0,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,0,31,47,0,1,0,0,0,1,0,21,0,45,0,1,21,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,31,0,63,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,46,0,0,0,17,1,54,27,1,0,39,0,0,0,1,0,0,0,0,0,0,22,1,0,0,1,0,1,53,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0
FTL,9,3,6,11,10,7,84,11,114,34,5,190,14,5,8,9,60,9,8,70,2,9,93,12,5,11,104,38,3,12,76,4,9,7,3,6,5,88,9,6,4,8,7,158,7,3,6,41,2,5,6,68,12,7,63,4,95,5,16,12,3,216,11,100,8,53,1,10,5,4,9,63,98,10,12,71,5,7,1,42,3,86,17,5,4,56,110,11,6,11,48,7,0,241,5,67,11,3,15,10,5,3,115,10,11,5,9,9,6,3,10,10,2,8,56,4,13,11,4,8,6,117,51,7,9,2,66,17,82,1,15,64,6,30,13,96,5,1,58,7,4,6,6,51,10,10,25,13,8,100,17,5,4,8,3,9,8,9,66,6,17,4,8,2,74,15,16,49,38,8,6,6,5,6,5,13,9,11,11,6,9,8,7,6,3,4,9,5,8,11,5,109,75,23,4,5,7,10,10,4,5,107,37,7,5,53,82,47,59,5,8,11,11,18,9,3,5,6,87,10,266,71,8,58,16,7,100,6,21,7,13,81,12,10,8,1,13,4,99,60,4,92,13,63,1,7,7,3,15,5,49,27,42,4,63,4,7,7,7,16,6,51,5,6,36,8,9,3,5,74,11,59,179,9,2,4,9,41,9,66,0,4,81,65,2,5,97,279,4,9,6,48,12,7,89,4,39,21,6,9,27,7,82,15,7,6,98,6,61,8,45,9,10,10,2,68,90,5,7,4,177,62,5,380,13,5,6,49,59,74,13,8,3,8,9,10,59,10,8,6,6,6,5,13,1,94,11,22,3,8,13,12,7,2,4,6,7,9,9,3,10,2,13,10,3,8,16,8,11,9,9,3,11,14,8,9,5,130,6,25,13,4,8,3
