x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,0,38,1,10,33,2,1,32,1,1,0,0,3,1,1,2,0,1,90,1,1,0,1,1,0,1,0,45,1,28,1,1,31,0,50,0,0,58,0,58,0,0,1,1,1,0,2,0,1,1,1,0,0,37,0,109,82,1,1,1,1,0,1,0,103,0,0,1,2,0,134,1,0,0,0,58,0,1,5,1,132,2,52,0,1,2,0,0,2,0,36,1,0,1,1,0,0,25,1,1,0,0,35,46,2,0,2,2,1,1,37,0,1,0,0,0,2,33,37,39,2,0,1,1,1,4,1,1,1,3,0,1,1,1,0,36,25,68,1,15,1,1,103,1,1,2,59,45,84,1,58,1,0,0,0,0,61,0,0,0,78,2,0,0,2,39,0,1,0,2,1,1,80,46,1,4,141,74,0,98,2,0,44,0,0,0,0,0,0,0,0,65,0,0,0,5,0,0,41,4,0,0,88,38,56,0,5,27,54,0,2,27,0,2,0,115,42,0,1,22,2,90,0,0,1,0,0,1,0,0,31,16,2,0,3,0,0,1,36,0,0,0,3,1,0,0,103,0,0,73,0,0,115,1,3,1,1,2,1,0,0,1,1,0,1,1,1,33,0,1,79,0,1,58,1,0,1,1,2,0,1,1,1,0,0,24,20,0,12,44,27,36,2,41,0,0,0,0,0,1,0,0,0,2,0,1,12,0,0,48,0,2,82,2,12,0,2,3,0,0,0,0,51,2,66,2,1,0,1,0,1,57,19,0,0,0,1,0,0,118,0,0,1,2,0,0,2,0,52,1,0,0,1,1,27,99,2,0,1,3,0,108,0,0,0,42,2,0,18,0,1,49,1,62,1,0,39,1,0,0,0,0,3,51
S100A9,1,29,0,13,26,1,0,25,1,1,4,4,2,1,1,0,0,1,66,1,0,4,1,1,1,0,5,15,2,15,0,2,36,0,40,0,0,136,1,12,1,1,3,1,1,0,2,0,0,1,0,3,1,68,2,80,29,0,2,2,2,2,1,0,5,0,0,0,1,2,109,2,1,0,3,62,0,0,5,2,1,1,42,0,1,1,0,1,1,0,24,2,0,2,0,0,0,34,1,0,2,0,29,112,0,1,0,1,0,0,44,0,0,2,1,0,2,89,16,35,0,2,0,2,0,0,1,0,0,0,3,0,0,2,1,25,18,28,2,8,0,2,73,0,0,2,67,86,118,0,62,0,2,2,0,6,37,0,4,0,28,1,2,1,1,68,3,2,0,1,1,2,146,29,1,1,8,74,0,4,2,2,81,2,4,2,1,1,1,1,0,82,4,0,1,1,2,1,27,1,0,2,103,40,12,1,0,38,35,0,1,4,1,1,1,2,13,1,0,8,1,140,1,3,0,2,1,3,1,0,6,45,0,0,1,3,2,0,39,1,0,0,0,0,1,0,73,0,1,44,4,1,2,0,2,1,0,0,0,1,2,1,0,0,0,0,1,63,0,1,104,1,1,54,0,0,2,3,0,0,0,1,1,1,0,16,3,0,14,82,31,26,2,27,0,0,2,1,1,1,1,0,0,0,1,2,15,0,0,14,1,0,133,0,3,0,0,1,2,1,0,1,33,1,41,1,1,0,0,1,2,28,6,0,1,1,1,0,0,145,0,0,0,1,1,2,1,1,150,1,0,0,0,1,38,27,0,2,0,3,0,194,1,1,1,1,1,3,32,1,1,20,1,115,0,3,35,1,0,0,1,0,5,67
S100A8,0,41,1,2,22,1,0,23,0,0,0,0,0,1,2,1,1,1,51,2,0,1,0,0,0,0,1,9,1,17,0,1,29,0,37,1,0,83,1,13,1,0,3,2,0,0,2,0,1,1,0,1,0,123,1,60,8,0,0,0,1,1,0,0,0,1,2,1,0,1,55,2,0,1,0,53,0,2,5,0,2,2,73,0,0,1,0,1,0,0,19,0,1,2,0,2,1,20,0,0,0,2,20,93,1,0,0,0,1,1,42,0,0,1,0,1,2,78,5,35,0,0,0,1,0,3,0,0,0,1,3,1,1,1,0,14,17,34,1,16,0,0,48,0,3,1,56,89,74,0,53,3,0,0,2,1,31,0,0,0,20,1,0,0,0,49,1,0,0,2,0,1,147,21,2,2,2,47,1,4,1,0,97,1,0,0,3,1,0,0,1,70,1,1,1,2,0,0,13,0,0,1,91,40,12,0,0,45,30,1,0,4,0,1,1,1,2,0,1,13,0,129,2,0,1,1,0,1,0,0,3,55,0,0,0,0,1,0,40,2,1,1,0,0,0,0,48,1,0,54,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,72,0,0,58,1,0,23,0,0,1,3,1,1,2,0,3,2,1,14,1,0,3,63,63,29,2,13,1,0,0,1,1,0,0,1,0,0,1,2,1,0,2,10,1,4,74,0,1,0,1,1,1,0,0,1,21,0,45,0,3,0,0,0,1,24,3,2,1,1,0,0,1,119,0,0,1,0,0,1,0,0,131,0,0,0,0,0,20,27,0,3,0,1,0,94,0,0,0,0,1,0,36,0,1,15,0,83,0,2,35,3,0,0,1,0,0,71
HLA.DRA,1,32,1,31,15,0,0,32,0,2,44,12,1,0,3,4,21,21,3,0,2,0,36,1,0,2,0,26,0,15,0,0,9,1,17,0,0,12,1,14,31,1,7,1,0,1,20,1,2,2,1,0,18,0,0,44,104,0,1,3,2,0,0,23,228,1,1,0,0,1,16,0,0,1,14,10,1,19,7,29,142,2,14,1,1,32,2,0,0,23,9,0,1,0,1,12,0,10,0,2,0,0,21,8,0,10,0,33,26,0,6,0,0,1,0,0,1,6,136,9,2,1,0,1,1,19,0,27,1,0,2,0,1,1,0,8,17,15,0,10,0,0,10,16,4,22,8,5,12,1,10,2,0,24,0,0,17,0,44,2,83,0,25,0,36,8,1,3,17,0,1,0,11,25,3,1,189,58,1,169,1,1,4,0,0,1,18,35,1,0,0,10,0,0,17,16,25,0,26,4,0,0,4,5,5,0,23,4,12,0,21,12,0,2,1,181,28,0,0,15,0,14,4,1,1,0,0,1,1,0,56,1,2,21,0,0,10,40,2,2,0,2,0,2,15,28,10,0,0,22,12,0,181,0,4,0,0,2,0,0,0,2,0,0,20,2,1,5,1,25,20,0,2,13,0,2,2,18,1,0,0,27,0,17,1,5,21,1,13,15,3,6,2,26,0,0,1,0,0,0,2,0,0,0,22,1,5,3,2,23,2,28,11,25,12,1,0,0,0,1,0,0,6,65,12,0,0,0,24,3,3,12,45,13,17,1,1,2,12,10,0,0,1,27,8,1,0,29,11,21,0,12,3,1,21,19,2,0,1,20,1,12,0,15,0,33,1,0,5,1,0,18,0,5,0,19,9,1,4,0,1,26,2,8
CD74,4,13,3,47,16,2,5,37,1,2,81,22,6,2,3,5,40,56,3,1,1,5,43,1,0,1,3,58,0,8,1,0,4,2,5,1,2,5,2,13,56,2,26,2,0,4,35,6,4,2,0,3,47,3,2,70,209,3,1,2,2,2,7,51,503,5,1,16,4,3,41,2,5,0,51,12,1,37,23,60,228,2,8,1,3,69,4,1,3,48,12,6,5,4,2,41,6,13,1,1,4,0,10,7,1,43,1,67,58,1,5,0,0,2,2,1,7,7,245,10,1,1,2,3,1,57,0,39,2,2,0,0,1,1,0,10,18,20,0,5,1,2,15,45,7,67,13,3,16,3,12,2,5,42,0,3,15,3,81,0,39,3,47,1,52,4,3,13,50,3,4,0,13,22,3,1,187,161,4,318,4,1,3,5,1,1,44,41,3,2,3,7,1,1,47,44,47,0,15,6,3,0,13,2,2,3,53,4,9,4,31,10,7,19,1,177,59,0,1,15,3,22,1,3,1,2,3,0,1,2,47,2,4,61,2,1,28,40,3,2,1,4,3,0,38,71,15,4,10,17,52,4,177,1,5,2,1,8,2,2,1,2,0,0,43,4,3,7,0,37,27,2,0,17,1,4,1,84,2,4,4,46,3,40,4,8,42,1,29,12,0,2,2,15,2,1,1,1,14,1,2,1,1,0,36,3,15,1,1,23,1,55,11,47,9,0,2,2,6,1,2,3,8,95,12,3,2,4,38,11,3,13,64,52,47,7,1,0,40,17,2,2,4,59,45,5,3,26,10,41,3,63,3,1,16,19,1,3,2,37,5,8,7,38,1,65,8,1,5,1,2,17,0,10,1,36,10,1,11,1,2,37,1,13
CST3,0,12,0,50,6,0,1,29,1,0,0,1,0,1,0,0,0,0,11,0,1,0,0,0,1,1,0,17,0,10,0,0,6,0,7,1,1,12,1,11,0,0,18,0,0,0,0,0,1,0,0,0,1,10,0,59,89,1,0,1,0,1,0,0,108,0,0,0,2,2,31,0,0,2,1,7,0,0,2,0,56,0,11,1,0,0,0,0,1,0,11,0,1,0,1,0,2,10,0,0,0,0,12,11,0,1,0,0,2,1,9,0,1,0,1,0,2,4,107,9,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,9,16,14,4,4,0,1,24,1,1,1,16,16,13,0,7,0,1,1,0,1,18,1,0,0,19,0,1,0,0,6,1,0,0,1,0,1,12,25,0,0,59,33,0,97,0,0,3,0,2,0,1,1,1,0,0,13,0,0,0,1,1,1,19,2,1,1,11,4,5,2,0,9,17,0,0,9,0,0,1,91,32,0,2,28,0,18,1,0,0,1,1,0,0,0,37,6,0,0,0,2,0,0,6,1,1,1,0,0,2,0,24,0,0,33,1,0,91,0,2,1,1,1,1,0,0,0,0,1,0,0,0,12,0,0,20,0,0,14,0,0,1,8,0,0,0,0,0,0,0,16,25,1,19,16,2,4,0,19,0,2,0,1,0,1,0,0,0,1,0,3,20,1,2,31,1,0,13,0,4,1,1,0,0,0,0,0,12,1,25,0,0,2,2,0,1,18,51,0,0,0,0,0,2,37,0,0,1,0,10,1,2,1,11,1,0,1,0,0,11,21,0,1,0,0,0,19,0,0,1,50,1,1,6,0,1,11,0,13,0,0,9,1,0,0,0,0,1,4
TYROBP,1,5,1,35,9,0,0,30,0,6,0,1,19,0,0,0,0,0,20,0,1,5,1,0,0,0,1,10,1,12,0,0,16,0,7,0,0,19,0,10,0,0,20,0,1,3,0,0,1,1,0,0,0,9,0,21,9,1,0,0,1,0,0,1,2,0,1,0,1,0,16,0,2,0,0,15,0,0,0,0,18,8,20,0,9,0,0,0,0,0,11,2,0,0,3,0,0,10,0,0,0,0,23,16,1,0,0,0,0,1,11,0,0,0,0,1,0,14,13,14,0,0,0,0,7,0,0,1,9,0,0,0,1,0,0,11,16,19,0,3,0,0,24,1,0,0,17,12,28,0,15,0,4,0,0,0,26,3,0,4,19,0,0,1,1,15,7,2,0,6,0,1,15,18,0,0,21,17,0,2,0,0,10,1,0,0,1,0,0,0,1,22,0,0,1,2,0,0,20,1,0,0,14,13,9,0,1,7,30,9,1,10,7,0,1,25,12,5,0,18,5,21,0,2,0,0,0,1,0,0,29,5,0,0,0,1,0,0,6,0,3,0,2,0,0,1,24,0,0,17,0,0,25,0,0,0,1,0,1,0,0,0,0,0,0,0,9,14,0,0,24,1,0,18,0,0,1,13,0,9,0,0,1,0,4,14,6,1,17,12,2,8,2,20,1,0,0,0,0,0,3,0,1,0,2,0,23,5,0,25,0,0,19,0,8,1,0,2,4,0,1,0,18,0,17,5,0,0,1,1,0,19,35,1,1,5,1,1,0,26,0,0,0,0,6,0,0,0,22,0,1,0,4,0,5,22,0,0,9,0,0,18,0,0,0,7,0,0,8,0,0,19,0,19,0,1,14,1,0,0,0,0,0,11
S100A4,0,13,2,82,7,9,0,38,3,10,4,4,4,0,13,3,0,2,19,1,0,11,1,4,1,1,1,9,5,18,5,1,24,2,6,10,0,25,12,17,0,1,36,11,1,2,1,11,1,1,2,0,3,13,14,41,72,5,2,4,0,0,10,1,2,15,13,8,12,9,48,0,7,2,2,21,10,0,113,2,27,9,24,0,17,1,5,2,25,1,11,5,2,3,3,1,7,14,1,1,9,2,13,22,4,1,0,1,0,4,13,0,5,8,3,5,1,27,50,20,14,9,0,0,2,3,1,1,2,22,2,13,7,2,4,17,19,26,2,10,0,2,19,1,7,0,26,11,29,7,21,3,8,0,4,4,16,5,4,2,26,3,0,4,2,10,10,20,4,7,3,0,37,32,13,6,49,42,2,45,37,13,21,2,2,1,1,0,1,5,2,11,10,0,2,4,0,3,17,14,3,1,30,9,8,1,3,9,22,7,2,6,7,24,8,36,8,10,2,29,7,27,8,2,0,0,3,0,1,5,33,10,13,1,9,3,0,4,10,8,0,8,10,6,2,0,19,3,6,20,3,0,36,10,10,1,4,10,10,0,2,0,6,1,0,9,17,26,0,0,34,1,5,19,6,5,7,1,13,7,17,3,5,1,1,10,10,11,76,30,15,3,1,17,6,11,0,3,1,5,9,0,6,1,2,23,60,3,17,16,0,0,26,0,7,0,0,4,5,1,16,11,12,4,19,7,6,11,0,24,4,21,61,0,2,11,4,0,1,42,1,2,12,0,4,12,10,0,22,0,3,1,10,2,23,28,14,8,2,1,3,31,8,0,6,10,1,11,20,3,0,31,6,32,0,1,20,1,2,9,17,0,10,14
NA.,1,10,0,0,3,0,0,1,1,1,58,0,0,0,0,1,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,34,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,41,0,0,0,0,0,2,0,1,0,0,26,1,0,1,1,0,1,0,0,0,0,54,0,0,0,35,0,0,0,0,0,42,0,1,0,0,0,0,0,1,0,47,1,22,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,37,0,0,1,0,1,1,0,0,0,1,0,0,58,0,0,0,31,0,0,1,0,0,40,0,0,0,0,0,0,0,1,37,0,0,0,0,1,0,1,0,61,0,0,0,0,0,1,0,8,18,31,0,0,0,0,0,0,0,0,0,65,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,1,24,0,0,1,0,1,0,0,0,34,0,0,0,1,36,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,45,0,1,0,0,0,0,0,7,0,0,0,1,0,37,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,49,0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,8,0,1,0,25,1,0,0,1,26,8,1,1,18,1,16,0,51,0,0,21,0,0,1,0,31,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,47,0,0
FTL,7,48,6,301,33,10,6,123,9,9,14,28,5,1,12,27,6,10,86,5,8,10,5,6,15,5,5,12,13,118,8,8,53,9,63,14,4,66,3,65,7,6,106,12,7,4,8,9,6,8,4,17,2,31,2,56,39,6,5,12,3,12,5,5,45,5,7,7,8,6,90,4,7,6,12,89,10,18,12,7,28,5,61,4,3,6,15,4,3,8,43,3,13,11,4,12,7,46,6,5,5,2,105,70,7,11,10,10,5,7,47,3,8,10,6,11,8,63,33,72,1,12,6,6,7,11,7,10,3,14,5,7,5,14,4,53,112,100,19,42,2,7,108,6,7,14,86,24,94,4,89,7,5,8,8,10,84,6,14,9,171,6,9,11,11,70,11,24,10,7,2,6,69,110,12,2,33,79,4,45,9,15,42,6,7,8,6,14,14,7,3,65,12,5,8,28,9,7,61,4,16,12,66,57,74,4,18,46,82,1,7,45,8,8,5,40,24,1,10,87,3,98,15,5,9,12,4,6,7,5,106,38,6,9,4,10,5,9,46,7,3,10,6,0,19,6,108,4,2,109,14,4,40,6,15,2,7,8,1,8,3,1,4,8,10,8,3,47,2,7,71,7,10,82,5,15,16,24,3,1,21,8,8,8,15,70,12,8,126,51,19,47,5,61,10,7,4,6,8,5,30,5,3,8,4,5,83,1,4,83,5,10,113,6,40,8,3,9,4,3,4,17,62,19,78,3,15,6,3,8,7,68,293,15,8,4,11,2,8,105,3,4,12,8,7,15,12,7,106,9,7,13,5,14,63,80,1,18,3,7,10,120,17,2,7,20,8,8,35,9,12,111,3,90,2,9,72,7,1,7,13,4,8,68
