x1,x2
1,1
2,2
10,3
12,4
16,5
17,6
22,7
25,8
26,9
28,10
29,11
33,12
35,13
36,14
38,15
39,16
40,17
41,18
43,19
45,20
46,21
47,22
48,23
50,24
52,25
53,26
54,27
56,28
58,29
59,30
60,31
61,32
62,33
63,34
66,35
69,36
70,37
72,38
73,39
74,40
75,41
76,42
77,43
82,44
83,45
84,46
85,47
86,48
88,49
91,50
92,51
95,52
96,53
97,54
98,55
99,56
100,57
102,58
104,59
105,60
106,61
108,62
116,63
118,64
122,65
123,66
125,67
128,68
129,69
130,70
133,71
136,72
137,73
138,74
140,75
142,76
143,77
144,78
145,79
146,80
148,81
149,82
150,83
151,84
152,85
153,86
155,87
156,88
158,89
159,90
160,91
161,92
163,93
164,94
165,95
166,96
169,97
170,98
171,99
173,100
174,101
175,102
176,103
178,104
179,105
180,106
181,107
184,108
185,109
188,110
189,111
190,112
192,113
193,114
194,115
195,116
197,117
199,118
200,119
201,120
202,121
207,122
208,123
209,124
210,125
212,126
213,127
216,128
219,129
220,130
221,131
223,132
224,133
225,134
226,135
229,136
230,137
231,138
233,139
234,140
235,141
236,142
238,143
239,144
240,145
242,146
246,147
247,148
249,149
250,150
251,151
252,152
254,153
255,154
256,155
257,156
258,157
259,158
266,159
268,160
275,161
276,162
280,163
281,164
283,165
285,166
286,167
287,168
290,169
291,170
292,171
298,172
300,173
301,174
302,175
303,176
304,177
305,178
308,179
309,180
310,181
314,182
317,183
318,184
320,185
321,186
322,187
323,188
324,189
326,190
328,191
330,192
331,193
332,194
334,195
337,196
338,197
339,198
340,199
341,200
343,201
344,202
345,203
346,204
348,205
349,206
350,207
351,208
353,209
355,210
356,211
359,212
360,213
361,214
363,215
364,216
365,217
366,218
368,219
369,220
372,221
377,222
379,223
380,224
381,225
382,226
384,227
385,228
386,229
387,230
389,231
391,232
392,233
395,234
397,235
398,236
399,237
400,238
401,239
405,240
407,241
408,242
411,243
413,244
415,245
416,246
417,247
419,248
420,249
421,250
422,251
423,252
425,253
426,254
428,255
429,256
430,257
432,258
435,259
438,260
439,261
440,262
441,263
442,264
443,265
446,266
447,267
449,268
450,269
452,270
453,271
454,272
455,273
456,274
457,275
461,276
462,277
463,278
464,279
465,280
467,281
468,282
469,283
470,284
471,285
472,286
473,287
476,288
477,289
478,290
479,291
480,292
481,293
482,294
484,295
485,296
489,297
491,298
492,299
493,300
495,301
496,302
498,303
502,304
503,305
506,306
509,307
510,308
513,309
515,310
516,311
518,312
520,313
522,314
524,315
525,316
526,317
528,318
530,319
532,320
533,321
535,322
536,323
537,324
539,325
540,326
541,327
542,328
543,329
546,330
547,331
548,332
549,333
550,334
552,335
553,336
554,337
555,338
558,339
561,340
563,341
565,342
566,343
567,344
568,345
570,346
571,347
573,348
575,349
576,350
578,351
581,352
582,353
583,354
586,355
587,356
588,357
589,358
591,359
592,360
594,361
595,362
597,363
602,364
603,365
605,366
606,367
607,368
608,369
609,370
610,371
613,372
614,373
615,374
616,375
617,376
619,377
622,378
623,379
624,380
625,381
627,382
628,383
629,384
630,385
631,386
632,387
636,388
637,389
639,390
640,391
641,392
643,393
644,394
645,395
646,396
647,397
649,398
653,399
655,400
658,401
659,402
660,403
662,404
664,405
665,406
667,407
669,408
671,409
672,410
675,411
679,412
680,413
682,414
683,415
684,416
685,417
686,418
687,419
690,420
692,421
694,422
697,423
699,424
700,425
701,426
704,427
705,428
707,429
708,430
709,431
713,432
714,433
715,434
716,435
717,436
718,437
719,438
720,439
723,440
725,441
726,442
728,443
729,444
730,445
731,446
733,447
735,448
736,449
737,450
739,451
740,452
743,453
744,454
745,455
748,456
749,457
750,458
751,459
753,460
754,461
757,462
759,463
760,464
761,465
763,466
764,467
765,468
767,469
769,470
770,471
771,472
774,473
775,474
776,475
778,476
779,477
780,478
781,479
782,480
783,481
785,482
786,483
788,484
789,485
790,486
791,487
792,488
795,489
796,490
799,491
805,492
806,493
807,494
808,495
810,496
812,497
813,498
817,499
819,500
821,501
824,502
825,503
826,504
827,505
830,506
831,507
832,508
834,509
841,510
843,511
844,512
845,513
846,514
847,515
848,516
849,517
850,518
851,519
852,520
853,521
854,522
855,523
859,524
860,525
861,526
864,527
867,528
868,529
869,530
875,531
876,532
878,533
879,534
881,535
883,536
884,537
885,538
886,539
888,540
889,541
893,542
894,543
895,544
896,545
897,546
898,547
900,548
901,549
903,550
906,551
908,552
910,553
912,554
917,555
918,556
920,557
924,558
925,559
926,560
927,561
929,562
930,563
931,564
