x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,2,1,3,0,3,0,62,0,35,0,47,0,0,0,30,2,0,0,93,0,0,0,76,44,43,0,2,146,0,31,1,94,1,0,0,1,82,0,2,1,0,103,0,42,1,2,60,2,104,0,0,1,38,2,1,0,0,2,0,0,34,1,1,1,0,0,3,0,2,1,19,2,2,1,1,1,150,0,0,0,0,78,0,6,0,93,2,1,38,2,135,25,0,1,1,0,0,0,1,64,0,1,1,1,0,45,3,7,0,2,1,3,0,0,0,0,0,2,0,1,1,1,2,1,5,1,2,0,0,0,0,1,1,9,0,0,1,2,0,0,0,88,3,2,0,214,2,58,1,0,0,3,0,0,1,0,0,0,1,36,2,156,36,0,143,0,38,1,2,40,33,77,31,0,0,0,150,2,1,0,0,0,47,0,1,32,1,0,36,52,1,0,0,1,0,1,1,152,0,1,84,0,2,0,2,40,93,58,1,76,2,0,0,1,23,1,0,0,35,0,17,42,23,2,24,0,50,23,22,0,1,0,1,0,1,1,49,1,0,0,2,4,68,3,57,118,33,0,0,2,27,0,0,1,1,1,0,2,1,0,1,4,0,1,0,3,36,1,1,0,33,51,0,58,1,0,2,1,0,0,0,162,51,2,0,0,35,3,0,0,0,1,0,1,0,1,83,1,3,0,0,2,96,1,56,1,2,0,62,36,32,0,0,1,0,0,0,40,21,172,1,0,0,0,1,0,0,2,2,2,4,0,0,1,3,0,2,103,1,31,1,39,41,0,0,46,8,0,0,0,60,0,1,2,0,91,0,1,45,102,0,0,1,1,1,1,1,0,0,2,0,2,0,0,0,0,18,0,2,0,0,2,106,76
S100A9,0,2,0,0,1,0,23,1,82,1,65,1,0,1,3,2,0,1,44,1,1,1,77,42,52,1,0,69,1,7,0,10,0,1,1,0,29,0,2,1,1,24,0,38,0,0,36,1,106,0,0,3,57,0,1,1,0,0,3,0,53,1,0,1,1,0,3,1,2,0,26,0,1,1,1,0,141,0,0,0,0,31,1,5,1,82,1,4,69,4,3,27,1,0,2,0,0,0,0,73,2,0,1,0,1,45,0,1,1,0,2,2,0,1,2,0,4,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,1,12,1,3,2,3,2,1,1,137,0,1,0,107,1,54,3,0,0,2,0,1,3,0,0,1,1,22,1,44,26,2,11,1,42,0,3,44,26,34,7,0,3,0,254,2,2,0,1,2,41,0,1,25,2,2,39,23,1,1,1,0,3,1,2,121,3,1,104,1,0,1,1,76,58,213,2,62,2,0,1,1,30,0,1,0,26,0,3,8,44,0,14,1,76,4,19,1,1,1,2,3,1,0,25,0,2,2,0,0,61,3,11,145,18,1,0,2,31,1,0,2,1,2,0,2,2,0,2,0,1,0,0,3,22,0,0,0,13,2,1,37,2,0,0,2,3,0,1,161,44,1,0,0,39,3,1,0,0,0,1,0,1,2,154,0,3,0,1,2,42,0,25,0,0,0,23,26,43,2,1,3,1,0,1,26,4,169,0,3,1,2,2,1,1,0,0,1,5,2,2,0,3,0,1,5,0,2,0,27,27,0,0,62,8,3,1,1,28,1,0,1,1,28,0,1,60,34,1,0,0,1,0,1,2,0,0,1,2,3,0,0,0,0,22,2,1,0,0,1,149,85
S100A8,1,0,0,0,0,1,5,1,53,0,57,0,1,1,1,2,0,2,54,0,0,0,55,36,41,0,0,40,0,12,0,5,1,0,1,0,8,0,0,1,1,18,0,23,0,0,20,0,70,0,0,1,39,1,0,1,3,0,0,1,44,0,0,1,1,1,1,1,0,1,53,1,0,1,1,0,103,0,0,0,0,25,0,0,0,48,1,1,44,0,6,19,0,1,1,0,1,0,0,63,1,1,0,1,0,49,0,5,1,0,1,0,2,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,121,1,1,0,86,0,23,0,1,2,0,0,0,0,2,0,0,1,12,0,69,20,0,2,0,32,0,2,36,22,20,12,0,0,1,221,1,0,0,0,1,51,0,1,23,0,0,40,19,1,0,0,0,2,0,0,70,1,2,52,1,1,1,0,68,40,142,0,58,2,0,0,0,21,0,2,0,21,1,3,3,32,0,10,2,36,10,14,0,0,0,1,0,1,0,21,0,1,0,1,3,52,0,5,119,17,1,0,2,63,2,1,0,0,1,0,2,2,0,0,0,1,0,0,1,17,0,1,2,8,1,0,29,1,0,0,1,1,0,2,108,39,1,0,2,19,1,0,0,0,0,2,1,2,2,97,0,2,0,1,2,24,2,19,0,0,0,5,20,62,0,0,3,1,0,0,26,8,100,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,52,13,0,0,57,2,0,1,0,30,1,0,1,0,16,2,1,33,26,1,2,1,1,0,0,1,0,2,2,2,1,0,0,2,0,12,1,1,0,1,0,100,55
HLA.DRA,1,23,0,26,11,1,18,1,4,0,12,31,0,0,50,1,0,2,12,0,1,18,9,9,5,0,0,134,0,7,1,212,27,1,0,0,104,1,2,0,1,21,0,13,42,1,35,3,13,21,0,1,21,0,35,1,2,1,0,15,11,44,21,0,0,0,1,2,28,30,5,0,36,1,0,2,15,17,0,19,2,51,13,20,0,15,0,22,4,0,214,16,0,0,3,28,0,1,2,15,1,19,0,0,1,18,4,30,13,2,0,27,0,0,1,1,0,10,7,0,1,21,0,19,1,1,20,1,14,6,1,19,23,17,0,0,0,26,30,2,0,10,0,0,0,145,19,13,1,17,1,39,0,0,25,0,12,4,23,23,0,27,6,0,216,0,10,0,1,6,15,1,7,1,1,32,27,1,3,0,0,1,11,0,6,32,1,10,2,16,27,11,2,0,33,2,3,11,2,0,6,1,4,0,0,8,34,11,0,12,2,17,0,1,3,2,0,0,3,30,38,124,5,1,9,33,2,18,12,20,2,0,1,2,0,2,6,13,0,3,1,19,10,1,28,10,7,1,1,0,3,1,37,3,1,0,2,2,2,0,0,1,22,1,0,1,21,2,1,1,17,73,0,19,0,2,1,1,15,1,1,23,9,0,0,0,27,20,0,1,0,0,1,15,5,2,23,0,0,0,2,1,27,0,14,0,2,1,18,6,4,1,0,18,1,1,2,3,15,12,0,2,22,0,1,37,0,13,2,3,16,53,3,2,0,12,3,228,0,66,1,3,26,12,1,7,5,0,0,1,32,1,0,1,2,98,3,2,16,37,1,2,1,1,1,0,16,0,0,0,1,0,4,1,0,23,18,21,0,2,1,1,25,16
CD74,2,48,3,39,34,2,28,1,4,1,3,50,6,0,43,3,2,2,12,7,1,50,24,20,5,1,0,152,4,7,2,260,49,2,3,1,209,2,3,2,2,12,0,11,61,1,23,1,15,34,1,0,21,3,101,4,0,0,3,34,7,110,57,1,1,1,4,1,60,50,6,3,52,6,1,0,18,44,2,42,4,38,48,36,2,4,0,48,6,6,214,7,2,2,3,71,2,5,1,11,3,85,7,1,0,26,3,46,40,1,1,45,0,2,1,0,5,42,11,1,2,57,0,39,3,3,50,0,43,21,2,85,51,25,2,3,0,67,39,3,2,12,2,2,1,224,44,17,3,39,6,77,1,1,68,6,36,3,48,23,4,49,10,3,256,3,11,4,1,4,16,6,7,2,1,52,35,3,2,0,0,4,5,2,13,37,5,46,3,14,111,50,3,1,36,3,3,22,7,3,9,3,5,3,2,3,25,6,1,12,1,50,0,0,6,1,0,0,7,52,48,221,3,0,25,58,1,43,9,35,0,9,1,1,1,4,17,29,4,2,5,57,13,1,33,17,4,3,2,0,0,2,51,13,4,0,4,2,5,4,0,2,36,1,2,0,7,1,4,4,12,127,3,13,1,0,3,3,30,4,7,21,2,2,1,1,3,37,1,1,2,0,3,49,5,8,22,1,4,6,0,9,41,5,20,0,5,4,28,10,4,13,0,84,3,1,4,2,25,7,0,4,36,3,5,54,0,39,7,2,33,82,8,1,2,36,2,503,1,73,0,3,15,63,1,11,19,2,0,1,5,1,2,0,2,176,3,0,8,95,1,3,2,4,1,0,27,1,2,1,0,3,11,2,2,48,20,61,5,4,2,3,24,10
CST3,0,0,0,0,1,0,24,0,4,1,10,1,2,0,48,2,2,2,20,0,1,0,25,11,5,0,0,71,0,10,0,92,0,0,0,1,89,1,1,0,1,18,0,20,0,0,13,1,21,0,1,0,22,1,11,0,0,0,0,0,9,16,0,0,0,2,0,1,0,1,2,0,0,0,0,0,25,0,0,0,2,24,2,41,0,12,0,1,13,1,77,14,0,1,1,0,0,0,0,13,0,1,0,0,1,15,0,27,0,0,0,0,3,1,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,1,15,0,0,0,21,0,1,0,21,0,0,0,88,0,14,0,0,0,0,0,0,0,1,0,1,0,15,1,35,6,1,88,1,16,0,0,9,6,10,10,0,1,1,25,0,1,0,0,1,12,0,0,29,1,0,6,12,16,0,1,1,0,0,0,23,0,2,10,0,0,1,0,2,16,14,0,11,2,0,0,0,10,1,0,0,4,0,21,102,8,0,4,0,17,15,17,1,0,0,0,0,0,2,17,0,0,0,1,0,10,0,21,37,6,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,11,1,0,3,12,33,0,13,0,0,2,1,0,0,0,23,5,1,0,0,14,0,0,1,0,0,0,1,0,0,19,1,2,1,0,1,28,1,9,0,1,0,24,6,6,0,0,8,1,0,0,10,14,22,1,0,0,0,2,0,1,1,0,0,14,1,1,1,0,0,0,108,0,68,0,9,19,1,0,12,27,0,1,0,13,1,0,0,0,54,1,2,14,44,0,0,1,0,2,0,3,1,1,0,0,1,0,0,1,0,16,0,1,1,0,1,16,17
TYROBP,0,1,0,2,1,0,14,0,14,0,14,0,0,0,20,0,2,1,22,7,0,1,23,12,16,1,0,12,0,6,1,18,0,0,0,0,9,7,0,0,0,21,0,11,0,0,22,1,27,0,0,1,18,8,12,0,0,1,1,0,10,14,0,0,0,0,2,0,0,1,5,0,1,0,1,0,28,0,1,0,1,22,0,22,0,14,0,0,14,0,10,18,1,0,0,1,0,0,0,21,7,0,0,0,0,15,0,23,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,1,0,2,0,0,1,20,8,0,0,22,0,18,0,0,0,1,0,7,0,0,0,0,0,25,1,13,11,7,17,0,14,1,0,14,9,5,6,0,10,1,31,0,0,0,2,0,5,9,1,30,0,0,6,15,10,0,0,0,0,0,1,18,0,0,16,1,0,0,0,25,19,22,1,24,0,0,0,0,11,1,0,0,6,0,21,19,8,1,7,0,22,8,19,1,0,1,0,0,1,1,7,1,0,0,0,0,18,8,13,26,11,0,0,0,2,0,1,2,0,0,1,2,0,1,0,0,2,0,0,0,11,0,0,1,15,9,2,13,0,0,0,0,1,0,6,19,11,0,1,0,10,0,0,0,0,0,0,1,0,0,20,0,0,0,0,12,25,0,9,0,0,0,14,11,8,1,5,13,0,0,0,5,5,16,0,0,2,0,1,0,0,0,0,0,23,0,0,1,1,0,0,2,1,34,0,10,20,0,0,8,24,1,1,1,10,1,0,0,3,11,0,3,11,16,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,22,0,0,0,1,0,19,12
S100A4,13,1,16,0,1,1,10,2,17,0,16,0,7,0,24,3,1,6,28,7,1,1,21,19,31,2,1,53,6,9,25,83,1,2,11,3,72,3,5,8,1,9,0,17,1,1,17,1,29,0,0,0,26,5,4,0,2,4,3,1,26,5,1,8,3,3,12,0,2,1,11,2,2,9,3,6,33,0,7,1,2,22,0,40,6,27,1,0,20,21,9,11,1,1,4,0,10,3,1,21,5,2,2,2,1,23,15,51,0,2,13,2,0,1,4,3,12,2,1,2,23,1,0,1,6,14,0,1,2,0,0,2,2,46,3,3,1,5,1,2,3,19,17,10,1,75,1,19,3,1,1,0,0,6,1,9,0,9,0,20,4,46,11,10,47,3,19,1,1,15,7,6,9,2,6,1,46,16,14,0,4,6,11,4,10,38,12,0,10,7,2,1,1,5,0,0,10,35,1,13,28,3,3,0,3,6,18,30,0,13,6,4,4,0,11,0,2,1,6,1,51,32,13,4,6,1,29,23,30,0,5,12,6,0,3,3,4,0,0,1,24,3,24,5,28,42,16,2,7,0,15,11,0,20,9,1,2,1,9,5,0,0,2,2,11,11,8,2,1,3,4,15,0,21,1,5,0,4,0,3,1,40,24,3,6,18,23,1,11,2,0,0,4,1,9,3,36,17,34,1,3,1,25,19,16,1,9,3,10,11,6,5,10,1,3,2,18,13,7,22,2,4,2,11,22,0,1,1,2,0,39,1,17,3,1,0,0,2,4,48,3,4,17,1,0,22,59,4,13,0,11,8,3,9,9,77,1,4,24,53,1,1,17,2,5,1,0,1,20,9,1,19,2,6,0,1,17,0,3,4,4,0,27,25
NA.,0,53,0,45,22,0,0,0,0,0,0,31,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,45,0,0,0,2,0,0,0,0,0,1,0,44,0,0,0,2,24,0,0,1,0,9,1,0,0,0,1,0,8,22,0,0,0,0,0,34,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,34,0,0,0,0,0,58,0,0,0,13,0,1,32,0,1,28,0,0,0,2,0,0,0,0,0,22,0,29,1,0,25,0,57,11,0,58,48,0,0,0,0,11,22,0,0,0,0,0,1,2,23,0,0,12,0,40,2,0,16,0,33,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,28,0,0,0,0,0,0,0,0,0,1,0,36,0,1,10,52,0,0,24,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,40,0,1,0,0,0,0,0,41,0,0,0,0,8,1,0,19,0,0,0,0,0,0,1,0,0,37,0,0,0,52,1,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,33,0,1,0,0,0,0,1,0,31,2,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,1,0,0,1,0,0,21,0,1,36,0,5,0,0,0,0,1,0,0,33,0,0,0,1,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,1,0,35,1,18,0,1,0,0,0,1
FTL,3,13,7,11,5,3,103,4,75,5,87,7,7,1,129,10,3,8,83,8,9,9,106,64,55,5,5,34,10,38,9,47,10,9,17,8,39,4,3,7,3,71,11,62,7,5,78,9,63,16,0,6,104,7,16,1,7,9,4,1,73,19,11,8,2,7,14,5,7,5,32,7,11,3,9,0,123,10,7,4,9,98,4,198,4,92,8,17,55,7,42,84,10,2,7,6,13,10,5,98,9,15,6,1,6,114,5,157,10,13,8,8,8,12,6,14,13,7,9,10,8,11,3,11,13,5,11,4,14,4,11,15,13,150,13,4,12,8,7,6,3,63,15,4,2,88,6,82,6,9,5,12,13,5,22,12,6,2,10,52,10,74,23,7,62,4,87,4,3,57,33,45,38,5,24,12,148,7,11,7,13,7,37,8,13,123,9,8,46,91,12,2,4,5,9,4,8,80,5,9,60,8,27,3,4,60,122,92,7,58,9,10,4,3,60,8,7,5,37,18,157,29,30,9,70,9,72,91,98,4,10,4,7,11,9,7,32,4,4,9,6,11,60,4,81,105,28,4,6,8,19,11,5,24,5,12,11,5,14,5,4,8,4,9,8,9,50,7,3,7,58,10,5,73,7,3,20,5,4,5,3,114,35,4,3,5,70,7,10,6,4,8,8,4,8,6,76,5,19,5,7,2,122,3,62,7,6,5,103,23,32,6,1,24,4,14,15,36,32,76,2,8,4,5,16,8,11,7,4,10,85,21,3,5,16,6,10,45,5,141,13,49,61,13,5,48,97,5,11,3,54,5,9,11,30,39,9,9,65,58,9,14,11,11,4,6,10,2,7,7,7,15,1,6,1,8,76,9,10,9,7,11,76,63
