x1,x2
113,1
292,2
134,3
499,4
361,5
318,6
115,7
537,8
686,9
729,10
662,11
41,12
64,13
214,14
514,15
432,16
491,17
593,18
371,19
484,20
603,21
490,22
109,23
697,24
707,25
384,26
644,27
65,28
286,29
38,30
422,31
634,32
78,33
736,34
595,35
376,36
517,37
170,38
375,39
437,40
635,41
696,42
267,43
174,44
590,45
431,46
211,47
523,48
288,49
122,50
243,51
726,52
322,53
73,54
251,55
466,56
337,57
112,58
42,59
320,60
96,61
154,62
440,63
153,64
453,65
300,66
137,67
108,68
638,69
232,70
57,71
549,72
615,73
516,74
374,75
605,76
716,77
327,78
456,79
39,80
204,81
161,82
2,83
172,84
346,85
675,86
661,87
202,88
568,89
160,90
698,91
403,92
190,93
640,94
5,95
444,96
138,97
535,98
355,99
609,100
259,101
626,102
631,103
217,104
670,105
439,106
187,107
332,108
528,109
106,110
751,111
521,112
688,113
62,114
367,115
426,116
135,117
702,118
287,119
637,120
70,121
701,122
494,123
598,124
317,125
531,126
533,127
575,128
98,129
462,130
297,131
280,132
505,133
725,134
486,135
628,136
84,137
606,138
732,139
746,140
411,141
660,142
195,143
757,144
592,145
130,146
445,147
99,148
87,149
645,150
168,151
724,152
8,153
228,154
713,155
242,156
50,157
11,158
547,159
477,160
512,161
310,162
215,163
564,164
269,165
588,166
123,167
221,168
92,169
404,170
703,171
744,172
559,173
714,174
285,175
294,176
377,177
527,178
500,179
275,180
708,181
642,182
694,183
515,184
206,185
446,186
334,187
722,188
44,189
571,190
348,191
125,192
594,193
93,194
393,195
478,196
261,197
468,198
613,199
145,200
620,201
90,202
727,203
278,204
59,205
762,206
733,207
636,208
128,209
22,210
390,211
735,212
156,213
356,214
476,215
72,216
410,217
552,218
551,219
507,220
79,221
295,222
610,223
26,224
654,225
570,226
711,227
720,228
734,229
765,230
103,231
291,232
14,233
43,234
132,235
574,236
752,237
749,238
425,239
36,240
366,241
723,242
245,243
1,244
107,245
472,246
104,247
131,248
262,249
265,250
28,251
149,252
194,253
506,254
328,255
584,256
607,257
659,258
136,259
392,260
323,261
597,262
193,263
418,264
589,265
482,266
88,267
4,268
210,269
553,270
60,271
58,272
649,273
573,274
479,275
721,276
382,277
270,278
557,279
277,280
271,281
449,282
502,283
225,284
230,285
151,286
596,287
25,288
633,289
311,290
413,291
493,292
646,293
146,294
428,295
155,296
485,297
181,298
224,299
260,300
290,301
541,302
678,303
629,304
742,305
126,306
23,307
