x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,6,1,3,51,2,1,80,1,33,34,0,8,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,3,23,1,0,1,32,1,0,1,2,0,3,0,14,2,1,21,51,9,3,0,0,0,25,74,0,0,114,0,0,0,1,41,1,0,0,0,1,43,1,54,103,1,1,116,1,0,1,128,0,0,30,0,0,1,0,58,22,1,46,1,1,1,42,166,0,0,0,0,3,0,4,1,0,0,40,8,2,2,61,0,0,2,1,84,2,2,2,2,1,2,0,44,1,105,1,2,50,3,0,211,0,62,0,0,0,2,0,1,1,1,51,1,0,3,1,0,9,0,21,91,53,0,1,2,0,0,2,0,1,34,0,3,1,0,2,0,34,2,33,57,2,2,1,0,1,1,1,1,47,0,0,2,51,1,46,0,0,1,1,3,0,1,0,2,0,1,9,3,2,1,0,1,2,1,1,0,1,1,0,1,1,3,1,1,90,0,0,0,1,29,0,2,0,1,0,1,1,4,0,0,32,0,1,1,0,0,58,0,0,84,0,0,2,4,77,2,1,36,1,4,0,1,0,0,0,0,1,0,60,1,0,3,211,0,1,118,3,0,0,0,28,3,69,0,0,0,1,1,2,1,0,1,1,0,1,2,2,3,1,39,1,8,1,0,1,75,2,47,19,84,0,0,1,1,1,98,1,0,0,1,1,2,0,49,77,1,1,1,1,84,0,0,0,2,0,1,31,3,1,0,1,1,0,0,0,0,14,109,1,4,1,0,0,0,66,0,1,0,1,3,2,0,0,2,58,1,0,2,0,3,0,0,0,51,2,0,32,1,97,1,93,0,103,0,169,1,1,17,1,0,0,0,0,3,84,1
S100A9,7,2,2,94,1,1,31,1,20,57,0,2,1,0,1,0,0,2,3,0,0,0,0,0,0,1,0,2,24,2,1,0,43,1,1,0,1,1,1,0,4,2,1,36,64,5,2,1,1,1,35,162,1,0,42,0,2,0,0,19,1,2,2,1,0,85,0,225,73,1,0,32,1,0,2,64,0,0,35,0,0,3,2,12,13,2,37,1,1,0,35,75,1,0,0,1,0,0,2,2,1,0,18,2,3,1,42,0,0,0,0,172,0,2,3,1,1,0,0,56,0,3,1,2,29,1,0,4,0,47,0,0,3,0,0,1,1,1,70,1,1,2,0,2,12,2,27,51,91,1,0,0,0,0,1,1,0,57,0,3,2,0,3,0,17,1,5,28,3,1,0,1,0,0,2,0,55,3,2,2,54,1,29,1,0,1,2,3,0,1,1,0,2,0,0,2,0,0,0,2,0,1,1,0,4,0,2,0,0,3,0,1,2,1,3,1,0,33,3,0,0,0,5,0,2,2,0,0,20,0,1,0,1,2,92,2,0,99,1,2,1,1,33,2,1,20,0,1,2,0,0,1,1,2,1,0,116,1,0,3,4,1,2,145,2,2,2,0,5,3,75,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,75,0,11,0,1,2,96,2,44,8,49,0,0,1,0,0,124,0,0,1,1,1,0,0,18,18,2,1,3,1,104,0,1,0,2,1,2,32,2,3,0,0,1,2,1,0,0,10,238,1,3,1,0,0,0,91,0,0,0,0,0,0,2,1,0,45,0,0,1,0,3,1,1,2,54,2,3,32,0,2,0,154,0,73,2,25,0,0,7,3,1,1,2,4,3,118,1
S100A8,1,1,3,85,0,0,28,1,21,54,0,3,0,3,0,1,3,0,1,0,1,2,0,0,0,1,0,1,29,0,0,4,62,1,0,0,1,0,1,0,0,0,0,48,44,2,2,0,0,0,36,144,0,1,21,0,2,0,0,15,1,1,0,2,0,93,2,144,48,1,0,16,0,0,1,45,0,0,20,2,0,0,0,13,2,0,30,0,0,0,31,49,0,0,0,1,0,0,3,0,1,1,15,3,1,1,48,0,1,1,1,136,1,1,1,1,0,1,0,62,0,4,0,3,13,2,1,1,0,35,2,0,0,0,0,0,4,0,33,0,0,1,0,3,1,0,37,42,62,0,1,0,1,1,1,0,2,54,0,0,0,1,0,0,21,1,4,24,2,2,2,1,3,3,0,1,86,0,2,3,43,0,21,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,2,0,1,5,0,0,1,0,29,0,0,1,2,1,0,3,0,0,0,10,1,0,1,2,0,72,0,0,104,1,2,1,0,16,0,1,17,1,0,1,0,1,1,2,0,1,1,91,2,0,1,1,0,0,119,2,1,0,0,11,0,54,0,1,1,1,1,0,0,0,0,1,2,1,0,1,2,0,91,0,2,0,0,0,62,1,39,9,22,0,0,2,0,0,97,0,1,0,2,1,0,1,18,14,0,0,1,0,52,0,1,0,0,0,0,24,0,2,2,1,0,0,1,1,0,18,186,3,3,0,0,0,1,55,0,1,0,1,0,0,0,1,1,26,0,0,1,0,2,0,2,1,43,3,0,32,0,1,0,125,0,48,1,16,1,1,9,1,0,1,0,1,0,74,0
HLA.DRA,8,1,4,4,0,27,68,1,9,12,0,35,1,0,1,0,1,2,1,20,1,1,22,11,1,23,1,23,1,29,0,0,4,0,0,0,1,18,0,1,10,2,1,5,7,22,2,0,18,27,6,11,0,0,32,0,1,0,0,18,0,14,21,1,0,4,21,8,10,0,22,21,1,19,0,60,1,1,9,3,2,0,0,14,10,0,18,1,1,1,4,28,1,2,14,0,41,0,3,0,21,0,16,35,0,0,5,1,1,1,0,16,1,1,1,0,1,21,15,9,18,126,19,0,23,3,0,186,0,5,23,1,0,0,4,0,26,12,12,0,15,22,1,1,17,0,6,54,4,0,0,0,0,26,1,2,0,12,0,1,1,17,0,0,7,0,3,12,8,0,20,12,4,1,0,2,12,1,0,1,5,18,25,0,0,1,2,0,0,0,17,1,30,0,6,1,0,0,0,2,1,0,4,11,1,0,0,19,1,0,2,1,283,0,1,0,1,13,1,1,12,2,0,20,0,2,0,1,7,17,2,0,26,1,7,0,1,27,2,24,1,4,30,0,1,10,0,2,0,0,1,1,33,0,1,1,3,21,1,0,186,0,0,10,2,1,0,0,22,2,30,23,35,1,17,0,36,16,3,13,1,3,10,1,24,1,23,11,30,11,0,1,1,16,0,8,9,11,0,1,31,0,1,7,1,1,25,0,0,0,1,2,19,0,3,0,2,6,0,0,2,1,0,1,10,17,0,0,16,2,25,22,0,1,21,5,1,2,0,22,0,22,4,0,1,3,0,41,2,0,0,1,30,0,0,0,16,0,28,2,1,5,1,0,10,0,135,20,13,1,10,0,119,1,1,9,1,2,16,24,0,2,12,0
CD74,28,2,4,7,1,46,93,2,5,10,1,41,2,7,4,16,2,3,1,38,1,1,61,37,1,51,0,50,4,60,1,1,4,1,3,1,6,48,0,4,23,2,6,2,5,32,1,1,47,52,3,24,1,2,46,2,1,2,2,13,2,50,51,2,1,4,44,6,15,2,42,12,2,38,6,72,1,2,8,2,4,1,1,13,7,6,16,1,3,4,2,52,0,1,55,1,67,2,8,5,35,0,10,41,0,5,3,0,4,5,3,14,5,1,6,5,2,47,40,7,47,177,55,4,16,10,7,316,1,1,36,1,3,0,1,0,72,59,13,3,60,41,2,2,25,2,5,58,10,3,1,0,3,56,8,8,4,10,0,3,1,52,1,3,1,2,2,13,13,4,69,35,7,3,1,1,4,6,0,1,5,53,22,2,0,0,0,4,2,0,61,7,66,3,9,2,1,1,0,2,0,10,2,40,4,1,2,39,1,4,2,6,316,0,2,2,2,18,2,0,34,1,3,33,4,3,0,2,10,38,5,6,48,7,13,2,5,16,1,45,6,6,23,0,3,7,1,2,3,1,2,3,58,1,3,2,6,58,3,2,316,4,4,17,1,3,3,1,33,2,33,44,41,1,48,2,47,45,1,34,1,7,46,3,54,3,32,10,56,20,3,1,4,24,0,9,20,17,1,1,45,1,3,6,3,1,28,3,1,0,5,5,29,6,5,7,3,9,2,5,4,1,1,3,5,22,5,4,42,2,47,43,5,3,19,9,1,6,1,61,0,33,11,2,0,1,3,67,5,3,3,2,27,0,2,0,23,4,48,2,1,5,2,2,5,5,234,47,33,2,15,4,144,4,4,5,2,2,30,42,5,11,16,3
CST3,25,1,0,6,1,0,46,0,3,4,1,24,0,1,0,0,1,1,1,0,0,1,1,0,2,1,0,0,8,0,1,0,6,1,0,0,2,0,0,0,21,0,0,5,7,23,0,0,1,2,2,29,0,0,37,0,0,1,0,7,0,1,0,0,1,6,0,20,24,0,0,14,0,1,1,39,0,0,10,1,1,0,0,11,10,0,11,0,2,0,7,27,0,0,0,1,1,1,14,0,1,0,7,24,1,1,8,2,1,0,1,29,1,0,0,1,0,1,0,12,0,62,0,0,19,2,0,120,0,12,0,1,0,1,0,0,18,4,14,0,0,1,0,0,15,0,2,31,9,1,1,0,0,1,1,0,0,4,0,0,0,1,2,0,2,0,5,18,26,1,0,0,1,1,1,1,12,1,1,0,2,0,25,0,0,0,0,0,2,1,2,1,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,102,0,2,0,0,10,2,2,0,1,0,2,0,1,1,0,6,0,0,0,0,1,14,0,0,15,1,2,2,2,23,0,0,13,0,0,0,1,0,0,0,0,0,1,13,0,1,0,120,0,0,37,0,0,0,0,19,2,17,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,18,0,9,0,0,0,28,1,11,13,23,0,0,2,0,1,20,0,1,1,2,0,0,1,3,26,0,0,0,0,10,0,0,0,0,0,1,18,0,0,1,1,0,1,0,0,0,61,11,1,2,1,1,0,0,7,1,0,1,0,1,1,1,0,1,43,0,0,0,0,0,0,2,0,2,1,0,5,1,113,1,38,1,24,0,70,1,1,16,1,0,0,1,0,9,13,0
TYROBP,18,0,6,13,0,0,13,0,3,13,0,16,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,7,0,0,0,8,1,2,0,0,0,0,0,26,0,1,9,14,23,0,0,0,0,9,11,1,0,23,0,0,0,1,15,1,0,0,1,0,15,0,11,24,0,0,20,0,0,0,32,0,0,15,0,1,0,0,10,11,2,19,0,0,1,9,16,0,0,0,0,0,12,12,0,1,0,19,16,2,0,11,0,0,1,1,19,0,2,0,0,3,0,0,11,0,17,1,2,17,1,4,16,1,8,0,7,1,0,1,1,7,6,14,0,0,0,0,1,22,2,10,37,8,0,0,0,1,0,0,0,0,13,1,0,0,0,0,1,6,0,12,19,26,0,1,0,0,0,0,0,15,7,0,2,12,0,18,1,1,0,0,9,4,0,0,0,1,0,4,0,0,0,4,2,8,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,15,0,1,0,0,1,0,1,1,0,0,5,0,1,0,1,0,19,0,0,13,1,0,0,1,24,0,0,14,0,0,0,0,1,0,0,1,1,0,13,2,0,1,16,0,0,26,0,3,2,0,12,0,22,1,0,2,0,0,1,1,5,0,0,1,1,0,0,1,0,24,1,20,0,0,1,12,0,14,11,31,1,0,0,0,0,17,0,0,0,0,7,0,0,9,20,2,0,1,0,16,0,6,0,0,0,1,4,0,1,0,1,6,0,0,8,1,32,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,2,0,26,3,0,0,0,9,1,1,0,12,1,0,12,2,31,0,37,1,24,0,20,0,0,16,0,0,0,0,5,6,28,0
S100A4,69,3,5,14,1,3,36,11,12,12,2,50,1,11,1,8,8,9,1,3,3,0,1,0,5,2,1,6,14,2,2,15,6,11,0,2,8,2,11,3,106,11,16,10,11,29,33,3,3,2,5,60,1,2,20,1,1,0,2,15,0,3,0,0,1,20,0,25,19,2,0,11,10,1,1,28,12,0,15,0,8,3,0,17,15,5,28,7,0,0,20,21,1,2,2,5,3,9,18,1,0,0,17,50,0,3,17,15,4,19,3,28,24,1,18,3,3,0,1,21,0,36,1,10,31,37,8,20,0,23,1,6,3,3,3,0,6,1,23,0,3,1,0,0,46,7,7,20,22,2,1,0,2,0,10,4,17,12,0,12,2,0,1,28,7,12,2,21,70,1,4,0,7,3,7,1,16,5,8,19,13,0,32,3,1,2,4,7,7,0,3,5,0,4,13,16,8,0,5,29,4,3,16,2,4,3,1,1,8,7,5,9,43,12,3,0,0,12,3,5,1,1,1,2,4,15,0,2,10,1,0,10,0,11,16,7,3,37,0,2,8,14,26,6,6,24,2,14,11,3,4,8,1,2,7,2,12,1,1,1,20,21,0,42,33,10,19,1,7,1,20,6,0,12,0,0,1,0,3,0,1,5,0,12,0,8,0,27,0,29,1,1,11,26,13,21,15,22,15,0,1,2,4,29,4,0,0,13,6,0,2,6,11,5,3,12,0,28,2,5,5,0,7,6,15,2,7,0,1,10,0,0,4,3,31,35,0,15,5,1,0,1,14,9,1,1,7,3,9,4,13,11,36,2,2,0,0,7,0,6,1,13,2,3,13,2,29,0,31,1,19,24,61,5,7,14,5,2,0,0,11,9,29,2
NA.,0,0,0,0,1,1,0,0,0,10,1,1,0,0,1,0,0,0,0,37,0,0,2,31,0,48,0,0,0,0,1,0,0,0,0,0,0,37,1,0,0,0,0,1,0,0,1,0,0,56,0,0,0,1,0,0,0,0,0,0,0,39,0,0,0,0,68,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,29,0,30,0,0,0,60,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,27,25,1,0,1,1,0,1,1,1,0,0,0,22,0,0,0,0,0,10,7,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,39,0,2,0,10,0,0,0,1,0,1,0,0,0,0,0,0,79,18,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,5,0,41,1,0,1,0,0,1,1,0,0,0,20,0,0,2,29,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,30,0,1,1,0,1,26,0,0,49,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,24,0,0,0,1,0,1,1,0,0,0,0,0,0,46,0,0,23,0,31,0,0,21,1,1,36,1,24,0,24,0,27,1,0,0,1,0,0,0,0,0,0,1,37,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,38,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
FTL,121,4,4,55,10,8,51,6,43,62,2,141,12,8,8,7,10,14,10,7,4,5,6,7,4,13,2,13,51,7,3,7,32,7,5,8,11,2,5,5,156,8,6,45,47,105,13,3,2,15,37,110,10,5,91,3,10,7,11,53,15,10,9,6,14,65,12,75,108,6,7,92,6,6,7,191,11,5,57,2,8,2,10,65,64,3,72,3,4,5,57,71,4,9,4,9,9,1,78,2,7,6,74,141,5,10,39,10,21,10,7,104,6,11,19,10,9,8,4,60,8,46,11,3,81,8,7,43,7,49,7,6,4,1,12,5,19,5,83,4,14,21,7,5,150,3,42,117,101,3,2,3,3,6,9,1,21,62,4,7,5,5,5,13,36,5,24,68,101,8,8,8,7,4,3,7,66,7,4,9,35,11,110,3,5,2,8,8,7,5,3,10,13,4,41,5,3,9,6,13,4,9,10,8,14,8,6,11,9,8,14,3,58,10,8,2,7,71,8,4,6,6,5,10,18,6,12,9,49,10,2,8,8,5,77,3,10,86,9,11,11,4,126,6,4,57,1,7,5,7,7,11,9,12,7,5,57,6,12,16,43,9,4,105,13,10,15,1,32,10,78,7,14,6,4,6,9,3,1,5,5,12,7,6,14,7,13,89,13,74,9,3,11,109,11,93,55,89,6,5,9,8,10,104,9,3,5,9,3,3,13,40,104,3,6,13,4,60,3,6,15,5,8,0,51,4,8,6,4,9,9,11,5,12,211,89,2,14,5,6,4,5,37,1,2,3,13,9,6,8,12,9,91,3,5,1,5,8,6,8,4,35,15,11,53,6,34,6,130,2,108,8,27,9,5,107,13,11,8,8,10,42,94,5
