x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,0,2,103,2,0,0,6,1,20,1,172,55,0,35,1,2,0,1,135,55,3,0,0,4,78,2,1,98,0,0,48,1,0,3,43,3,2,0,0,0,78,81,0,38,1,0,0,0,0,57,8,8,62,3,2,0,77,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,48,0,88,1,49,0,92,52,27,2,65,0,0,74,51,1,2,12,0,0,0,2,25,0,0,21,2,0,1,0,1,2,1,0,2,0,50,0,1,0,34,0,1,0,0,1,0,53,0,0,0,72,1,1,1,0,79,1,19,1,1,0,1,0,1,1,1,1,0,2,1,94,0,1,1,0,2,0,1,1,0,1,26,0,97,1,77,0,90,0,3,1,1,1,2,0,82,12,0,0,0,0,3,0,0,32,0,1,0,32,0,2,93,1,82,48,1,1,0,0,38,0,0,2,1,0,2,0,1,1,191,0,1,0,69,1,49,2,62,39,91,1,1,0,0,0,1,116,1,24,0,0,2,31,1,0,3,52,1,0,3,0,47,35,84,1,18,14,35,1,1,0,0,1,0,1,21,0,28,133,2,4,4,1,1,1,0,0,0,1,0,17,0,0,1,2,1,28,0,25,0,3,27,1,0,1,0,2,1,10,0,86,0,0,0,1,1,2,0,0,0,195,0,1,0,0,1,18,1,55,1,0,1,36,1,1,0,0,7,0,2,27,2,0,0,0,0,2,0,0,1,2,0,0,0,214,1,72,1,0,2,2,1,131,0,1,0,44,1,0,0,0,0,0,53,1,36,24,48,0,27,134,2,0,56,1,0,0,51,58,126,122,1,0,3,1,0,1,41,39,31,0,2,1,1,0,54,2,1,1,0,60
S100A9,0,1,91,1,1,1,9,1,13,1,169,64,2,26,2,0,2,0,67,70,2,1,0,0,47,1,0,124,0,1,34,1,0,2,52,0,0,1,2,0,91,23,0,20,0,0,1,2,0,99,3,11,69,3,2,3,48,2,1,0,1,0,2,1,0,1,0,1,2,0,1,2,46,1,67,0,13,2,16,42,38,1,155,0,0,162,36,0,1,5,0,0,1,0,81,0,2,4,2,0,1,0,3,3,3,1,2,0,48,3,0,0,53,0,0,0,0,1,0,74,1,1,0,108,0,0,1,2,75,1,34,2,2,0,1,3,2,0,0,1,0,0,0,36,0,0,0,1,0,0,6,2,1,1,4,2,125,0,84,1,179,1,2,0,0,1,0,0,133,5,0,2,1,1,0,2,1,20,1,3,2,25,3,1,0,2,29,48,1,1,0,1,82,1,2,0,2,1,0,1,0,1,61,0,0,1,4,1,92,1,69,35,72,2,1,1,0,2,1,12,1,14,2,4,0,45,2,0,3,63,2,0,2,0,20,12,3,3,32,27,29,0,1,0,1,0,0,0,65,0,10,62,2,1,4,1,1,1,0,2,0,1,0,26,0,0,1,0,1,20,1,13,1,0,31,1,2,0,0,0,0,5,2,138,1,2,0,1,0,0,1,1,0,71,0,1,1,1,0,10,0,70,0,2,2,117,0,3,1,0,8,1,0,31,1,1,2,0,0,0,1,1,1,3,1,3,0,107,0,29,1,2,0,3,1,38,1,1,0,38,0,1,1,1,6,1,20,1,49,19,47,0,31,109,2,0,113,3,1,1,19,136,43,100,0,0,0,0,2,2,81,35,14,0,1,1,3,0,225,4,1,0,1,92
S100A8,0,1,79,0,1,1,4,0,2,0,100,55,2,21,1,0,0,0,34,68,1,0,0,0,34,0,0,97,1,1,28,2,0,0,41,0,0,2,0,0,81,15,0,13,0,0,0,1,0,97,3,2,39,0,0,0,17,1,1,1,1,0,1,0,1,0,1,0,0,1,0,2,32,0,61,0,18,0,1,73,20,0,80,0,0,144,25,0,0,3,3,2,2,1,58,0,0,8,0,0,2,0,0,1,1,0,3,1,14,3,0,0,44,0,1,1,0,3,0,55,0,1,0,56,0,0,0,0,54,2,44,0,0,0,0,0,0,0,1,3,0,0,0,16,0,0,0,0,1,1,0,0,0,1,1,0,84,0,56,0,124,0,2,0,1,0,0,0,74,3,0,1,0,0,1,0,2,10,2,3,0,23,1,1,1,0,8,26,0,0,0,1,63,0,0,0,0,0,0,1,1,1,36,0,0,2,2,0,85,0,51,35,35,0,1,1,0,3,2,18,0,10,2,0,0,76,1,0,2,63,1,0,3,1,21,16,2,2,42,3,20,1,1,0,0,0,0,0,38,0,10,20,3,0,3,1,1,0,0,0,0,2,0,21,1,1,0,1,1,25,1,11,0,0,18,1,0,1,2,2,0,3,1,112,0,1,1,3,0,1,1,1,3,30,1,0,0,3,2,8,0,68,2,1,0,97,0,0,0,0,5,0,0,63,0,0,0,2,0,0,0,3,0,3,0,0,0,86,1,15,3,0,1,0,0,16,0,1,1,22,0,2,0,0,1,2,6,0,31,13,40,0,63,55,0,0,84,0,0,0,14,83,28,137,0,0,0,0,2,3,43,35,20,2,1,0,1,0,144,2,0,0,0,104
HLA.DRA,0,0,6,0,0,0,19,18,43,15,12,11,0,3,0,1,30,1,57,7,1,23,0,8,27,0,16,7,0,2,7,1,0,39,5,1,0,26,0,1,9,68,2,64,1,0,0,1,18,1,10,11,10,1,0,1,67,0,0,0,0,1,0,0,0,24,0,0,50,17,27,1,24,2,10,1,37,3,143,14,21,0,4,0,0,11,21,1,1,19,2,0,0,0,5,0,0,15,17,0,0,0,0,0,38,2,1,1,86,0,0,2,11,0,0,0,0,1,1,7,0,0,2,17,0,0,1,1,17,0,3,2,1,17,0,1,0,0,0,0,2,0,22,48,0,2,27,1,1,1,83,0,0,23,44,50,10,23,50,1,3,0,14,0,0,0,0,0,11,19,0,2,0,2,17,0,0,7,0,18,30,32,15,1,61,0,104,18,1,1,2,1,9,0,15,0,3,0,22,1,13,1,130,1,2,1,127,24,2,3,16,9,24,0,1,8,16,0,12,94,1,9,1,3,25,4,0,18,0,17,1,0,0,1,1,17,78,1,2,10,21,15,4,0,1,17,2,1,7,19,23,90,0,4,7,0,0,0,0,10,0,3,1,7,0,1,0,1,0,9,0,32,0,31,4,0,19,28,17,0,14,14,16,9,0,14,6,1,1,1,1,27,0,43,0,1,1,0,0,33,18,7,1,21,1,7,1,0,0,2,36,17,22,3,0,0,21,1,1,22,1,0,18,0,0,1,2,145,0,42,0,0,2,0,0,25,25,0,0,10,0,0,1,1,0,1,26,1,11,23,12,0,3,16,2,0,17,0,0,1,24,12,22,25,2,0,24,0,0,0,6,9,19,1,0,1,1,0,8,7,27,1,0,15
CD74,1,2,8,4,1,6,99,53,82,41,7,12,1,7,0,2,66,1,114,7,2,58,2,10,29,5,45,6,2,0,12,1,0,77,5,5,5,48,1,2,5,142,16,79,1,6,3,1,27,1,41,20,16,1,2,4,129,5,0,7,2,1,3,2,0,32,1,1,52,47,46,1,25,1,18,3,28,0,196,8,16,3,12,7,2,24,16,4,3,32,10,1,15,3,5,2,1,25,78,2,1,3,0,3,69,3,1,2,128,1,0,1,7,2,3,3,1,4,0,2,2,1,6,17,0,5,1,13,13,1,2,0,2,43,0,4,4,5,2,0,2,5,42,58,4,1,39,1,2,1,115,1,5,56,47,52,15,61,86,0,25,2,8,1,1,1,7,6,11,32,1,5,3,1,45,3,1,10,2,84,39,37,30,2,199,3,209,6,2,2,2,2,3,0,52,7,2,5,67,1,13,4,155,0,2,2,251,39,2,2,25,10,46,5,1,39,50,2,51,89,5,25,1,5,47,4,4,42,4,16,2,4,2,5,8,7,180,2,0,6,10,49,0,2,2,52,4,1,9,38,18,100,4,6,25,1,4,3,6,46,1,4,2,4,2,1,5,2,2,4,0,39,8,58,6,3,67,66,45,3,48,9,92,18,2,50,18,2,5,6,2,52,3,51,2,2,4,2,1,40,53,7,0,61,1,5,1,1,7,4,70,23,45,0,4,3,51,1,3,45,5,2,53,3,0,4,4,224,1,49,2,4,5,1,2,26,28,6,3,15,5,4,1,1,3,6,31,1,11,13,14,4,0,41,2,2,9,0,0,0,17,5,25,26,0,1,44,5,2,4,5,10,15,1,4,4,0,2,6,12,46,5,3,4
CST3,1,1,19,1,1,0,15,0,43,2,22,13,0,4,0,0,0,0,59,11,2,0,1,8,19,0,0,20,0,0,12,2,0,0,5,1,0,0,0,0,11,69,1,56,1,1,1,0,0,5,27,9,16,0,0,0,41,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,34,0,16,0,16,0,108,11,11,0,12,1,2,29,15,2,0,31,0,0,1,1,10,0,2,14,0,0,0,0,1,1,1,0,0,0,73,0,0,2,9,2,0,0,0,4,0,15,2,0,1,18,1,1,0,0,8,0,9,0,0,0,0,0,0,1,1,1,0,0,0,47,0,1,0,0,0,3,1,0,0,2,23,0,21,0,34,0,18,0,0,0,1,1,0,1,13,31,1,0,1,2,1,1,1,6,0,8,0,29,0,0,73,1,89,16,0,0,1,0,8,1,1,0,1,1,1,0,1,0,73,0,1,0,72,0,11,0,25,9,47,0,0,0,0,1,0,47,1,4,0,2,0,6,0,0,0,20,0,1,2,0,14,20,97,0,3,15,12,1,0,1,0,0,0,1,9,1,19,23,0,2,8,0,0,0,1,0,1,0,0,6,0,3,2,1,0,13,0,16,0,0,3,0,0,1,0,1,0,37,14,24,0,1,0,1,1,0,0,0,0,35,0,0,0,0,0,35,0,11,1,0,0,11,1,1,0,1,36,1,0,2,1,2,0,1,0,0,2,0,0,0,0,0,1,88,0,14,0,0,1,0,0,16,1,0,0,20,0,0,1,1,1,0,24,0,14,14,21,0,2,31,0,0,19,0,1,0,27,12,27,16,0,0,0,1,0,0,9,9,14,0,0,1,0,1,20,3,2,3,0,18
TYROBP,8,1,23,1,0,0,12,0,23,0,16,12,2,6,0,1,1,1,22,11,0,0,0,1,17,4,1,17,0,0,5,1,0,1,16,0,2,1,1,1,15,12,0,30,0,4,0,1,0,2,8,20,18,8,0,2,17,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,24,1,22,0,19,0,17,20,5,5,12,4,0,11,27,5,0,23,0,0,0,8,13,0,0,5,1,0,0,0,0,1,2,0,2,0,20,0,0,0,10,0,0,0,0,1,0,8,0,0,0,27,0,1,0,1,15,0,14,0,0,0,0,2,0,1,1,2,0,0,0,29,1,0,1,0,7,0,0,0,0,0,20,0,22,0,17,0,22,0,0,0,0,0,0,0,19,23,0,2,1,0,0,2,0,5,0,13,0,30,1,0,0,0,9,13,0,0,0,0,9,0,1,0,0,1,0,0,0,0,20,0,0,0,1,0,14,0,25,14,11,0,0,1,0,10,0,26,0,7,0,0,0,5,0,0,9,19,4,0,0,0,9,22,14,0,11,19,23,1,1,0,0,0,0,0,10,0,13,30,2,1,23,0,7,0,4,0,1,0,0,6,0,0,1,0,0,4,0,19,0,0,7,2,0,1,0,0,1,23,18,26,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,23,0,11,0,0,0,20,5,0,0,1,34,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,22,0,28,0,0,1,0,0,24,0,1,0,21,0,0,0,0,0,0,12,1,10,13,18,0,2,16,0,0,17,0,0,0,16,19,29,35,0,0,0,2,0,1,14,14,11,0,0,0,1,8,11,1,1,0,0,14
S100A4,2,2,28,4,0,3,11,0,48,0,22,23,7,6,1,2,0,6,41,18,2,1,0,9,38,10,0,29,2,1,18,8,2,0,31,1,8,0,1,2,15,35,5,37,8,7,2,11,0,20,20,29,16,5,3,8,52,23,1,8,1,4,4,6,1,0,10,7,1,2,0,14,39,5,25,7,23,2,40,24,23,7,22,8,1,60,22,4,1,19,30,0,1,5,19,2,2,7,3,2,2,6,6,19,13,20,19,0,40,1,1,1,26,1,2,0,1,8,0,11,9,1,8,45,7,5,1,5,14,1,8,4,2,0,1,8,0,5,10,3,0,12,0,42,0,1,1,3,12,2,18,2,1,2,13,1,31,0,37,0,37,0,5,2,1,3,16,10,26,19,2,4,2,2,2,19,2,10,7,1,1,38,0,3,0,4,72,16,8,0,4,10,11,1,1,16,14,5,1,2,0,2,43,2,2,1,2,0,15,0,42,20,23,1,2,3,1,0,1,26,7,6,14,2,0,24,4,1,7,19,16,18,0,15,6,14,28,1,8,22,13,1,13,0,0,1,24,8,26,1,16,21,10,14,41,0,3,0,7,0,11,1,0,16,0,2,12,11,2,15,4,26,9,4,15,17,1,0,0,0,0,42,6,38,9,3,0,23,7,10,5,1,1,30,0,10,5,15,7,47,1,18,7,0,2,22,4,0,1,8,39,0,0,15,13,1,0,0,1,0,1,15,0,2,4,8,3,75,1,22,6,9,2,4,1,30,0,1,5,27,4,7,1,0,4,4,21,5,15,17,31,2,15,48,11,7,23,11,1,0,19,25,27,30,6,1,0,2,36,4,7,20,16,6,3,6,0,2,25,1,0,2,11,17
NA.,0,0,0,1,0,0,8,17,0,0,1,0,0,0,1,0,41,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,40,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,23,56,1,0,1,1,0,0,0,1,0,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,24,0,0,0,33,1,0,0,0,0,0,0,0,42,0,21,29,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,43,0,0,1,0,7,22,1,33,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,21,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,15,0,0,8,1,0,26,0,0,14,0,0,1,0,0,0,0,1,0,3,0,2,0,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,38,0,28,0,14,0,0,39,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,17,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,56,0,0,0
FTL,5,11,95,10,1,7,23,11,234,8,76,81,6,37,8,12,13,3,75,60,7,10,14,25,84,4,3,104,5,6,53,12,3,12,55,1,10,8,2,7,41,34,3,212,9,10,3,6,6,57,87,74,51,4,5,11,48,9,5,7,4,3,4,6,7,7,14,8,15,10,6,4,84,11,84,6,150,5,41,61,63,3,63,8,7,110,118,0,14,276,9,2,14,7,56,3,3,32,14,3,9,8,10,15,28,8,9,11,42,4,4,6,73,7,2,6,7,11,12,37,10,5,11,76,4,7,5,6,46,5,39,8,10,7,7,11,4,7,1,14,7,9,7,101,15,5,10,9,6,9,11,7,4,7,131,15,101,13,90,9,125,8,38,4,2,9,6,6,113,276,2,8,9,7,12,11,4,49,0,24,7,123,4,2,32,7,39,101,6,13,7,14,39,11,7,6,11,6,14,4,4,11,68,2,10,11,17,9,58,10,119,72,81,2,6,5,9,3,1,144,4,70,4,10,6,41,11,4,8,106,11,5,15,5,36,31,26,25,24,104,105,4,12,4,9,13,11,9,65,6,68,114,3,4,91,4,4,4,10,8,4,8,1,35,4,9,6,9,6,42,11,79,11,7,45,7,7,15,8,11,8,142,17,80,15,10,4,8,9,8,7,10,1,127,4,6,4,9,9,214,16,60,14,9,5,60,3,3,5,8,169,6,14,19,5,4,9,6,5,14,9,9,11,11,13,11,12,88,6,90,15,5,6,9,7,54,5,3,8,104,10,8,14,1,10,7,68,9,61,50,81,6,19,90,8,9,110,3,15,9,103,66,78,78,0,3,8,6,19,18,32,72,73,8,4,2,6,6,75,31,6,11,5,67
