x1,x2
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
12,10
16,11
17,12
18,13
20,14
22,15
23,16
24,17
26,18
27,19
28,20
29,21
30,22
32,23
36,24
37,25
38,26
39,27
41,28
45,29
49,30
50,31
51,32
52,33
53,34
54,35
56,36
58,37
60,38
63,39
65,40
66,41
67,42
68,43
72,44
78,45
80,46
81,47
82,48
83,49
84,50
87,51
88,52
89,53
90,54
91,55
92,56
94,57
96,58
97,59
99,60
102,61
103,62
104,63
105,64
107,65
108,66
110,67
111,68
112,69
114,70
116,71
119,72
121,73
124,74
125,75
126,76
128,77
129,78
130,79
132,80
133,81
134,82
135,83
136,84
137,85
138,86
141,87
142,88
143,89
148,90
149,91
152,92
153,93
154,94
155,95
156,96
157,97
161,98
162,99
164,100
166,101
167,102
168,103
169,104
173,105
174,106
175,107
177,108
178,109
179,110
180,111
181,112
185,113
186,114
187,115
188,116
189,117
190,118
191,119
193,120
194,121
195,122
197,123
198,124
201,125
203,126
204,127
205,128
207,129
208,130
210,131
213,132
214,133
216,134
218,135
219,136
220,137
221,138
223,139
224,140
225,141
226,142
228,143
229,144
230,145
231,146
233,147
234,148
235,149
238,150
239,151
240,152
243,153
245,154
249,155
250,156
251,157
252,158
253,159
254,160
257,161
261,162
262,163
263,164
264,165
266,166
267,167
269,168
270,169
273,170
274,171
275,172
277,173
279,174
280,175
283,176
286,177
287,178
291,179
294,180
295,181
297,182
298,183
299,184
300,185
302,186
303,187
305,188
306,189
307,190
308,191
309,192
312,193
314,194
315,195
316,196
317,197
320,198
321,199
322,200
323,201
325,202
326,203
327,204
329,205
330,206
332,207
334,208
335,209
337,210
338,211
339,212
340,213
342,214
344,215
345,216
347,217
349,218
351,219
352,220
353,221
355,222
356,223
359,224
360,225
361,226
363,227
364,228
365,229
366,230
368,231
369,232
370,233
375,234
381,235
382,236
383,237
384,238
385,239
387,240
390,241
392,242
393,243
394,244
395,245
397,246
399,247
400,248
401,249
404,250
405,251
407,252
409,253
411,254
414,255
415,256
416,257
418,258
419,259
420,260
421,261
422,262
424,263
425,264
426,265
430,266
434,267
435,268
440,269
443,270
444,271
445,272
446,273
448,274
450,275
451,276
456,277
457,278
461,279
462,280
463,281
464,282
465,283
466,284
468,285
469,286
470,287
471,288
472,289
474,290
475,291
476,292
479,293
480,294
481,295
482,296
483,297
485,298
486,299
487,300
490,301
491,302
493,303
494,304
496,305
497,306
498,307
502,308
503,309
504,310
506,311
507,312
508,313
509,314
511,315
512,316
513,317
514,318
518,319
521,320
525,321
526,322
528,323
529,324
532,325
535,326
537,327
538,328
540,329
545,330
546,331
547,332
548,333
549,334
553,335
554,336
555,337
557,338
559,339
562,340
563,341
565,342
568,343
569,344
574,345
575,346
576,347
577,348
578,349
579,350
582,351
583,352
584,353
586,354
587,355
588,356
594,357
595,358
596,359
597,360
600,361
601,362
602,363
603,364
604,365
605,366
606,367
610,368
611,369
612,370
616,371
617,372
620,373
623,374
627,375
628,376
629,377
630,378
635,379
636,380
637,381
639,382
640,383
642,384
643,385
645,386
649,387
650,388
652,389
653,390
654,391
658,392
660,393
661,394
662,395
663,396
664,397
665,398
666,399
667,400
669,401
670,402
671,403
673,404
674,405
677,406
682,407
683,408
684,409
685,410
686,411
687,412
688,413
689,414
690,415
691,416
692,417
693,418
694,419
695,420
696,421
698,422
700,423
703,424
704,425
705,426
706,427
708,428
709,429
710,430
712,431
714,432
715,433
717,434
718,435
719,436
720,437
721,438
722,439
725,440
727,441
728,442
731,443
735,444
738,445
740,446
741,447
743,448
744,449
747,450
750,451
751,452
752,453
753,454
756,455
757,456
758,457
759,458
760,459
761,460
767,461
