x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,46,0,0,52,0,0,110,0,44,0,2,1,4,0,72,1,1,0,0,2,39,0,0,0,0,145,0,73,39,45,0,176,36,0,1,2,150,1,109,31,0,1,0,0,103,0,38,0,0,0,39,35,0,133,1,2,1,1,0,1,3,2,2,1,25,0,1,2,0,1,50,1,0,0,2,1,0,0,0,0,33,0,85,1,1,63,0,60,0,44,96,1,0,1,0,0,3,1,2,60,49,3,0,2,1,39,1,182,1,0,0,139,0,2,2,69,0,190,1,0,0,74,2,50,2,1,0,123,14,1,0,0,0,12,28,1,2,0,0,68,1,20,55,2,3,0,0,33,0,0,150,0,1,1,41,0,0,1,1,1,1,0,1,39,2,0,0,1,1,0,0,0,3,0,0,71,2,68,0,2,0,0,1,0,33,2,59,0,2,0,25,191,1,1,1,0,1,1,96,0,0,1,127,3,0,1,2,0,16,0,0,0,2,3,0,0,0,1,48,1,16,3,0,0,0,29,1,2,1,5,1,2,1,0,1,0,0,82,0,2,0,40,0,1,0,1,0,1,0,0,1,0,3,1,1,29,3,0,2,0,1,2,84,37,2,0,41,27,1,87,0,1,0,49,0,2,1,3,0,0,1,1,1,0,66,2,2,80,0,2,0,1,0,0,1,0,0,0,1,0,29,53,0,1,0,0,2,1,1,0,1,1,0,5,3,0,2,1,2,3,50,24,1,0,1,1,1,1,47,0,0,0,20,0,2,2,42,45,1,3,0,115,0,1,2,1,43,1,2,0,0,1,0,58,37,3,2,1,0,103,0,0,1,0,1,2,0,0,0,2,26,1,0,0,0,4,95,93,2,98,1,33,3,0
S100A9,112,1,0,63,2,0,52,1,78,1,1,3,0,0,64,1,1,0,2,0,68,1,0,1,0,108,0,87,57,45,3,11,39,0,0,2,10,1,148,35,1,3,3,0,5,0,30,3,0,2,3,55,5,40,0,1,1,2,0,1,2,4,2,1,17,0,1,1,1,0,40,1,0,0,2,1,1,1,0,1,26,0,25,1,1,3,0,18,2,3,42,1,1,1,0,1,2,1,0,28,20,0,0,2,1,32,2,53,0,1,1,2,1,1,1,14,1,158,3,0,2,91,1,29,2,0,0,79,10,1,2,1,0,14,5,0,3,0,3,21,1,31,33,0,1,0,5,54,1,0,254,1,0,0,57,1,0,0,0,1,2,0,0,6,1,1,1,1,0,0,1,0,0,0,0,63,1,61,0,1,3,0,0,2,60,2,98,1,1,0,48,61,0,0,0,3,2,2,42,0,1,1,20,1,0,0,1,0,2,0,0,0,0,3,0,0,2,1,47,0,37,1,0,0,2,3,1,2,0,5,1,2,0,0,0,1,0,52,1,0,1,11,0,1,0,0,0,2,1,3,1,0,3,1,0,33,0,1,1,1,2,2,118,26,3,0,122,6,2,53,1,0,0,13,0,0,0,1,0,1,1,3,1,1,67,0,2,68,0,0,1,2,1,0,1,1,3,0,0,0,23,91,0,2,0,0,2,0,1,0,1,2,1,0,2,0,2,0,1,0,7,33,1,0,0,0,0,0,66,0,0,0,31,0,0,2,21,15,1,1,0,86,0,1,0,0,9,1,0,0,0,1,0,17,53,3,0,1,0,3,1,0,1,2,1,1,0,0,3,0,0,1,0,2,0,1,9,154,3,124,1,5,1,0
S100A8,93,0,0,63,0,0,20,0,57,0,0,1,0,1,36,0,0,2,0,1,49,0,2,1,2,55,2,70,47,49,1,6,40,0,2,0,3,1,97,51,0,1,0,2,0,0,25,2,0,0,6,33,0,10,1,2,0,2,0,0,2,3,2,0,17,0,0,0,1,0,37,1,1,0,1,0,0,1,1,1,48,1,14,2,0,3,0,8,0,2,24,2,0,0,0,0,2,0,1,30,14,0,0,1,0,23,1,25,1,0,0,3,2,1,0,15,2,86,1,0,0,92,2,13,1,2,2,30,18,1,0,5,3,7,3,0,0,0,1,15,3,57,47,0,1,2,2,34,0,0,221,0,1,0,73,0,0,2,1,1,2,0,1,6,1,0,0,1,4,0,1,2,1,0,2,51,0,52,2,0,0,0,0,0,32,1,80,0,1,0,40,36,0,2,2,1,0,0,24,2,0,0,9,1,1,1,1,0,3,0,0,1,1,2,0,0,1,2,40,2,58,1,0,1,0,0,1,0,0,5,0,0,0,1,0,2,0,46,0,1,1,8,2,1,0,0,0,0,1,0,0,1,3,0,0,29,2,0,1,1,2,0,74,11,1,3,126,4,0,53,0,0,1,18,1,0,0,2,1,0,0,0,0,2,49,0,1,66,0,0,0,2,0,1,0,1,1,0,1,1,33,61,0,1,0,2,3,1,0,0,2,2,0,0,0,1,0,0,2,0,9,18,3,0,0,1,1,0,37,0,0,1,57,0,1,0,15,9,0,0,0,79,1,0,0,0,26,0,1,0,2,2,0,33,43,0,0,0,0,1,0,0,0,4,0,0,1,1,1,0,2,0,0,0,0,1,1,125,0,97,1,4,1,0
HLA.DRA,8,19,18,17,34,0,11,1,7,0,0,1,2,1,11,3,2,1,1,10,8,0,0,1,0,11,1,36,7,18,1,274,2,0,3,17,178,1,14,11,0,22,2,2,228,1,10,0,1,1,13,14,0,83,2,0,0,38,18,0,14,0,2,0,6,0,1,1,0,1,17,39,26,24,0,1,2,38,8,2,0,18,18,0,0,223,1,31,30,36,27,15,18,0,1,18,22,1,4,32,14,1,1,19,0,13,11,61,0,1,13,286,0,0,1,44,1,68,43,12,1,9,0,23,19,1,1,31,21,1,19,1,1,9,35,0,17,0,41,72,1,12,7,3,0,0,0,16,0,0,27,2,1,2,4,0,1,0,1,0,0,0,2,26,3,0,0,1,0,0,0,0,31,1,0,17,0,10,0,65,1,22,0,1,1,1,7,0,1,0,10,130,0,1,1,1,3,0,27,2,0,1,61,0,1,0,28,20,15,1,0,2,1,0,0,0,0,1,12,0,5,1,0,1,1,34,1,1,1,7,16,0,2,1,42,0,1,29,0,1,0,28,7,0,1,0,1,0,22,16,21,1,19,35,0,13,0,19,0,1,0,0,12,11,2,1,8,32,1,23,1,1,1,37,10,0,0,34,0,0,15,21,7,28,11,1,20,18,3,0,1,0,0,14,1,2,15,1,22,0,17,3,22,17,2,1,1,1,0,0,1,2,14,1,39,23,0,9,0,31,10,7,0,2,0,1,2,3,25,0,22,2,12,1,0,2,12,26,2,1,0,16,0,1,0,0,12,0,10,0,13,1,0,25,9,0,0,1,0,72,0,12,0,1,0,0,0,3,2,0,10,0,2,20,0,25,199,13,0,7,0,3,0,3
CD74,7,40,45,16,47,0,15,7,9,1,2,4,4,3,13,3,4,6,2,30,4,3,0,3,0,13,0,37,13,26,3,388,3,2,10,78,263,0,21,8,3,31,0,1,503,2,11,1,2,2,10,7,4,132,1,1,7,65,45,8,8,3,1,1,8,4,2,2,3,8,5,62,47,42,1,2,0,83,36,3,2,29,19,2,1,373,2,26,66,52,41,50,47,3,3,48,49,1,5,5,30,5,0,52,1,13,41,79,3,3,48,315,4,3,3,30,6,117,122,23,2,4,1,16,52,2,0,28,19,4,67,2,2,58,21,0,64,1,58,65,2,5,3,2,1,2,3,12,2,4,35,2,0,1,1,4,2,1,1,4,4,1,1,16,6,0,0,4,3,3,3,1,47,2,0,24,1,13,0,95,5,44,2,2,4,1,11,2,1,4,6,155,0,1,3,1,2,1,41,3,4,0,105,2,2,1,121,49,18,2,0,5,7,4,5,0,2,1,14,1,5,3,1,1,13,61,2,0,3,23,52,2,2,2,61,4,1,12,4,2,0,14,14,2,1,4,4,3,43,45,60,3,43,101,1,18,0,34,1,2,2,0,16,11,4,2,10,19,2,23,3,0,2,28,30,1,3,80,2,2,43,40,55,73,5,3,50,32,4,0,3,2,1,32,5,1,37,2,44,3,6,3,33,46,1,1,1,0,2,6,6,5,41,3,77,41,2,48,1,58,11,1,0,4,0,1,1,4,22,3,61,2,5,1,8,2,18,58,1,2,0,16,4,2,0,3,13,9,30,2,52,0,0,31,11,2,4,4,6,174,4,51,5,0,1,2,3,1,0,1,15,3,4,49,1,79,239,33,1,6,1,2,2,4
CST3,11,0,1,20,3,1,19,1,11,1,1,1,0,1,14,1,0,0,0,0,6,0,0,1,0,22,0,17,9,15,1,164,6,1,1,0,70,0,22,8,0,0,1,2,108,2,4,0,0,0,19,13,0,55,0,0,0,0,1,1,0,2,2,0,7,0,0,2,0,0,7,0,1,0,1,0,0,3,0,1,10,0,18,1,0,203,0,26,0,23,28,0,1,1,1,0,2,0,0,13,15,1,2,1,0,9,0,26,0,0,2,179,1,1,2,30,1,66,0,0,0,19,0,19,1,0,1,38,61,1,0,0,0,9,17,2,0,0,1,56,0,15,8,0,0,2,1,16,0,2,25,0,1,1,7,0,1,1,0,0,0,0,1,28,1,1,1,0,1,1,0,0,1,0,0,11,1,10,0,1,0,0,2,0,12,0,20,0,0,1,10,73,0,0,0,1,1,0,28,0,0,0,59,3,0,1,20,0,19,2,0,2,1,2,0,0,0,0,21,1,6,0,0,0,0,34,0,0,0,2,0,0,1,1,0,3,0,28,1,0,1,16,0,1,0,0,0,1,0,41,0,1,0,11,0,10,0,1,1,0,0,0,13,11,1,1,12,24,0,17,1,1,1,16,1,3,0,37,0,0,0,0,17,0,12,2,0,29,1,0,0,0,0,0,1,1,0,1,0,0,18,12,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,1,0,0,15,6,1,1,2,0,0,0,21,1,1,1,15,1,0,0,23,17,1,1,0,45,0,0,0,1,4,0,0,0,0,0,0,21,8,0,0,1,1,82,0,0,0,1,0,0,0,0,0,3,9,0,0,0,1,1,99,38,2,20,0,5,0,1
TYROBP,16,0,0,19,0,0,28,3,19,0,0,3,1,0,16,0,0,0,1,0,15,1,0,0,0,26,0,27,20,15,1,2,6,0,1,1,15,0,16,20,0,0,1,0,2,5,12,1,0,1,14,15,1,23,0,0,0,0,0,0,0,1,0,1,15,2,3,0,2,0,7,1,0,0,1,0,0,0,0,2,3,0,14,0,0,2,0,13,1,31,25,0,0,0,1,0,1,0,0,10,15,0,0,0,1,11,0,27,0,2,0,25,0,0,0,15,0,32,1,0,0,18,0,17,0,0,1,39,32,1,0,1,0,2,15,0,0,0,0,27,1,11,14,1,0,0,0,15,0,0,31,0,0,0,6,0,1,9,1,7,0,0,0,9,1,0,0,1,1,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,3,2,12,0,0,1,11,20,3,8,0,0,0,0,25,6,0,0,21,0,1,1,4,0,17,0,0,0,0,0,6,0,0,0,18,0,12,0,0,0,1,8,6,0,1,0,0,0,0,0,0,1,0,25,0,1,1,18,0,0,0,0,0,0,0,9,0,0,0,12,0,15,2,1,0,0,0,0,28,7,0,0,14,23,0,16,0,1,0,19,0,0,0,10,0,0,0,0,9,0,18,0,2,19,2,0,1,0,0,0,0,0,1,1,0,0,10,3,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9,11,2,0,0,1,0,0,20,7,0,2,11,0,0,0,17,10,0,0,0,27,0,2,0,9,5,0,0,0,1,0,1,29,9,0,0,2,0,0,0,0,0,1,6,1,4,0,5,0,10,0,0,0,0,1,17,37,0,17,1,12,5,2
S100A4,22,1,3,19,0,1,17,6,27,5,3,16,2,14,26,6,0,1,1,1,10,8,4,7,2,17,0,31,16,23,1,46,10,0,18,3,37,6,31,17,6,0,1,17,2,4,19,3,0,3,18,6,12,35,2,0,4,1,3,3,5,12,6,8,15,12,3,5,13,0,6,1,0,1,3,1,6,6,0,4,13,0,16,0,1,2,8,14,0,29,25,2,3,6,15,2,1,1,3,11,24,1,15,0,11,9,2,29,2,1,0,27,11,17,4,26,8,68,2,1,8,19,0,31,0,3,4,23,31,0,1,5,2,8,31,0,5,2,1,48,2,11,14,5,14,8,8,12,7,11,46,2,3,2,14,0,0,11,7,3,3,0,1,22,7,1,1,10,13,3,11,18,0,2,2,22,8,24,4,4,1,0,5,8,19,1,22,2,2,1,13,43,2,3,2,1,4,6,25,10,6,2,16,3,3,4,14,0,57,0,1,8,5,34,3,0,8,1,31,0,7,13,2,7,5,17,7,0,5,113,3,7,2,2,1,2,12,22,1,11,13,10,1,1,10,7,1,4,0,6,0,14,2,4,0,12,15,3,2,3,9,0,29,8,0,8,24,39,2,35,0,2,0,23,2,6,2,11,7,0,2,1,7,2,17,0,0,14,1,1,3,9,0,2,7,0,1,0,1,5,17,13,0,3,0,0,19,7,2,10,2,9,0,6,0,0,1,1,9,4,12,15,3,4,0,7,2,18,23,0,1,2,11,6,2,11,16,9,0,17,1,23,1,0,2,10,11,0,1,0,0,5,3,40,22,8,5,3,1,2,1,0,1,18,2,0,2,4,0,6,8,5,5,3,12,12,24,31,1,29,0,2,12,1
NA.,1,50,0,0,25,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,2,0,0,0,43,1,0,0,2,0,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,0,1,0,1,0,0,0,1,0,0,0,0,0,16,30,1,0,1,54,28,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,37,63,0,1,0,0,0,0,23,0,0,23,1,0,1,0,0,0,0,0,0,0,0,21,20,0,0,0,1,23,0,0,1,1,1,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,37,0,0,0,1,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,7,43,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,1,0,0,5,0,0,0,0,0,38,8,27,0,3,9,0,0,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,9,0,1,1,17,11,0,0,1,25,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,42,1,0,0,0,0,0,0,0,0,0,1,40,0,0,27,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,1,0
FTL,70,13,11,106,17,8,100,5,53,6,9,22,7,13,52,5,5,5,1,9,70,16,7,8,4,69,8,111,64,114,8,38,46,4,16,14,45,3,117,49,5,8,13,4,45,5,38,7,1,3,87,64,16,58,6,9,6,17,11,3,38,8,9,6,54,8,9,2,12,3,63,13,4,8,7,13,24,6,4,11,47,9,89,6,1,13,10,107,13,201,122,11,2,7,16,2,8,5,27,54,67,1,10,6,7,55,11,97,5,5,4,46,10,8,10,56,4,72,21,9,7,74,9,81,6,12,5,106,211,10,7,5,9,82,87,3,9,10,10,140,5,56,74,9,4,12,16,44,5,6,148,11,11,7,49,5,6,1,5,4,11,13,7,61,15,11,11,10,4,16,17,5,3,5,2,71,11,60,8,19,9,6,3,7,59,11,74,3,5,3,53,68,3,7,4,10,12,8,122,10,6,2,57,6,11,7,7,8,130,7,4,3,10,19,2,11,14,4,81,3,35,16,2,7,6,25,7,8,2,12,15,10,10,5,7,9,11,86,7,7,11,105,2,2,7,1,12,7,11,16,9,13,11,16,6,71,12,7,9,7,12,2,94,22,7,10,61,118,10,88,8,9,5,150,9,5,5,12,13,0,3,5,15,7,82,20,11,61,1,5,8,12,6,4,4,5,12,6,6,8,50,45,11,19,4,6,9,3,3,6,13,14,4,13,12,4,7,3,7,7,62,27,14,9,4,5,6,5,150,6,6,6,56,5,12,8,77,12,7,6,5,95,7,10,9,5,25,16,9,8,15,5,7,104,43,12,2,5,5,29,11,10,5,6,3,5,6,7,7,5,52,13,15,21,4,23,53,130,5,104,3,24,3,1
