x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385
LYZ,93,10,0,0,1,31,1,1,28,1,1,0,0,0,1,7,2,0,0,2,2,0,1,19,22,0,0,2,1,0,0,0,1,51,0,0,1,0,0,65,2,51,2,31,55,3,1,0,78,2,1,42,0,55,55,26,1,0,52,2,1,1,1,0,3,1,53,0,1,0,0,57,1,2,0,0,1,2,0,0,0,0,0,126,214,0,42,0,2,1,48,34,1,1,0,2,90,1,0,0,1,0,93,1,0,1,2,1,1,0,1,38,1,0,0,0,54,0,0,184,44,0,47,36,2,3,1,1,1,1,75,1,2,3,0,0,1,1,0,0,0,1,0,1,12,14,0,0,89,71,0,49,3,0,0,34,0,0,3,0,0,0,1,2,62,0,3,0,0,52,23,1,19,12,0,0,0,0,0,0,1,0,2,1,0,45,3,1,95,0,0,0,0,2,0,1,1,1,0,17,47,0,1,0,1,246,195,2,1,1,1,2,3,60,39,1,1,88,0,2,205,1,1,1,0,1,1,0,0,0,1,0,1,2,1,0,0,75,0,0,0,0,0,2,2,0,0,0,1,0,2,0,2,1,1,0,2,0,76,1,0,23,1,0,0,0,3,1,1,1,0,1,1,0,83,48,0,0,45,0,2,0,1,2,1,1,0,3,1,31,1,0,3,0,1,67,0,2,0,0,0,191,3,53,0,83,2,0,0,1,1,0,166,1,41,1,44,28,123,127,60,0,0,0,96,2,208,0,0,0,1,4,22,0,46,1,1,0,0,0,2,1,0,55,3,1,1,2,1,0,1,40,0,1,1,0,1,1,27,0,0,0,0,0,0,66,2,0,66,1,0,1,0,55,0,26,0,30,0,0,1,22,0,1
S100A9,85,7,1,3,0,35,1,2,58,0,2,1,5,0,0,4,2,0,2,1,0,1,1,34,13,1,1,1,2,1,1,1,0,2,0,2,0,2,0,135,0,36,1,7,43,1,3,1,28,1,1,127,0,68,34,31,3,0,102,1,0,0,2,0,2,0,25,0,2,0,0,82,1,3,3,3,0,1,0,2,2,1,0,67,107,1,21,3,0,2,148,47,1,2,0,1,49,1,2,0,3,2,44,0,1,3,0,2,0,0,2,30,3,1,0,0,24,0,0,45,146,1,22,26,0,0,1,1,1,1,83,2,0,0,1,0,2,2,0,1,0,0,0,0,0,7,1,0,2,63,0,93,0,1,1,32,0,2,2,3,1,0,1,1,69,0,2,0,0,97,32,0,6,3,1,0,4,0,0,0,1,1,1,2,0,23,3,0,9,3,1,0,1,0,0,2,1,1,1,17,66,0,2,0,1,37,71,1,1,2,1,1,3,38,51,1,0,59,0,1,20,1,1,2,1,2,1,1,0,0,0,1,1,1,1,0,1,46,2,0,0,1,0,1,0,0,0,2,1,2,1,0,0,0,2,0,0,1,77,0,0,3,2,1,0,0,2,1,2,0,2,1,2,2,51,126,3,0,45,0,1,0,0,2,2,1,0,3,1,5,2,2,3,0,0,78,2,0,1,0,2,61,0,35,0,135,1,2,2,0,0,1,75,1,45,1,33,15,151,20,116,0,2,0,4,1,87,2,0,0,0,0,7,1,62,0,1,0,0,1,1,2,2,78,0,0,2,1,0,1,1,121,2,1,2,1,0,2,21,0,0,1,1,0,1,74,0,3,41,0,0,1,1,43,0,27,0,77,2,1,0,40,2,0
S100A8,61,4,2,0,1,51,1,0,50,1,0,1,0,0,0,0,2,2,0,1,0,1,1,44,12,1,0,1,0,0,1,1,1,1,2,0,0,1,0,140,0,25,1,12,29,0,1,2,20,0,1,119,0,44,43,29,0,0,86,0,1,0,1,0,0,2,22,0,1,0,1,69,0,2,1,0,1,0,1,0,1,0,2,46,86,0,15,0,1,2,163,57,1,2,1,2,42,0,0,0,0,0,54,0,1,0,1,0,2,1,1,25,2,0,0,0,31,0,0,11,163,0,21,29,0,1,1,0,0,1,87,1,0,1,0,1,0,0,0,0,0,0,2,0,2,2,2,0,2,51,2,116,1,1,0,38,1,0,0,3,1,0,0,0,39,0,1,0,1,72,36,0,3,1,1,0,0,1,0,0,2,0,0,0,0,18,2,0,1,1,1,0,1,0,0,0,0,1,1,39,37,0,0,0,2,33,30,0,0,1,1,0,3,28,52,1,0,26,0,0,6,1,1,0,0,0,0,1,1,1,0,1,0,2,1,1,1,44,0,1,2,1,0,0,0,0,1,1,2,0,0,0,2,1,0,1,1,0,55,1,2,3,0,2,1,0,3,1,2,1,1,0,1,1,30,82,0,0,49,0,0,0,1,3,0,0,0,0,0,1,0,2,2,0,0,78,1,1,0,0,1,36,0,22,0,99,0,0,0,2,2,0,49,1,44,3,32,17,67,9,91,0,0,1,1,0,45,1,0,1,0,0,3,2,57,1,1,1,0,0,1,1,1,50,1,0,1,0,0,1,0,192,1,1,2,1,0,0,43,2,1,0,1,2,2,41,1,0,45,0,0,0,1,29,2,19,0,80,0,1,1,50,0,1
HLA.DRA,18,34,0,0,0,11,32,2,2,24,0,0,1,2,1,7,2,1,29,1,2,0,0,3,33,0,36,0,1,28,0,2,25,73,1,1,1,1,1,9,0,21,0,7,22,1,26,20,83,0,1,8,0,13,19,2,21,2,4,0,3,0,0,0,39,0,18,0,0,22,0,4,1,26,23,1,0,1,12,19,4,2,0,37,145,0,12,2,1,14,11,10,0,1,1,23,12,2,0,1,0,1,12,1,0,2,20,0,1,6,0,10,37,0,1,0,10,0,14,215,5,1,60,6,0,17,1,21,0,0,32,2,0,3,0,0,0,3,1,1,0,3,2,2,20,5,0,15,234,17,0,2,0,1,1,15,18,30,17,0,1,3,1,1,10,0,1,0,0,5,3,1,45,12,0,0,0,1,1,0,1,0,0,0,0,17,0,0,199,0,0,17,1,25,0,1,0,1,0,5,25,0,33,2,15,58,43,0,32,0,2,0,19,6,14,0,33,24,0,0,83,0,0,2,0,1,12,17,0,1,1,0,1,0,0,0,24,20,0,0,1,1,2,1,0,1,2,4,12,0,13,1,0,0,1,0,19,2,9,15,1,7,0,0,0,19,0,0,0,1,1,1,17,22,13,3,4,14,18,1,0,0,25,1,18,26,1,0,1,43,0,0,0,15,30,10,14,1,0,1,0,130,9,5,0,11,1,19,0,0,1,3,28,16,6,1,35,15,14,61,3,2,2,9,223,33,71,1,0,0,0,1,28,2,7,3,0,1,2,0,4,1,0,19,1,0,1,0,2,0,1,5,0,1,0,0,1,1,1,27,0,0,38,0,1,10,20,2,12,1,0,1,20,22,0,10,1,4,12,1,30,5,0,0
CD74,16,44,2,2,2,8,62,5,3,40,5,2,1,3,4,19,2,0,58,6,0,5,5,2,24,0,55,2,4,71,14,6,40,127,1,4,1,0,0,25,4,16,2,7,26,1,68,36,39,3,3,11,0,17,24,3,63,0,7,1,4,0,2,1,77,3,12,0,5,44,2,5,2,67,47,1,2,1,34,67,1,5,1,33,224,1,18,4,2,35,6,4,3,5,3,57,11,2,2,0,1,1,12,3,2,4,49,7,3,18,1,11,108,2,2,2,17,0,55,298,6,1,56,2,2,45,2,60,7,4,25,4,5,4,0,1,2,13,2,1,0,4,1,0,22,13,1,40,314,24,3,4,2,2,5,5,42,39,22,1,2,2,3,3,16,0,3,4,0,10,2,1,64,9,2,1,1,0,0,7,2,2,5,3,1,15,4,1,239,4,5,43,2,61,1,5,1,2,2,1,22,1,61,4,50,113,51,3,46,1,2,0,43,5,16,2,44,33,4,1,130,0,3,2,3,5,49,47,1,0,4,0,1,3,3,4,36,23,1,4,5,8,4,4,1,0,0,1,38,3,54,3,0,2,1,5,50,1,24,43,0,6,6,1,5,40,2,0,8,1,0,2,46,56,6,5,0,55,26,2,0,1,40,2,32,75,3,2,2,57,1,0,4,40,58,8,50,2,4,8,6,155,52,8,1,15,1,67,0,1,4,7,52,53,12,1,62,8,27,105,6,0,4,22,425,67,60,2,0,5,1,2,55,4,11,2,6,9,6,10,1,1,4,19,0,0,2,1,1,3,1,6,3,12,1,5,5,5,1,75,1,1,83,1,4,7,64,2,12,3,2,3,37,26,0,5,2,10,37,3,50,3,0,3
CST3,32,63,1,3,0,8,15,0,2,0,0,0,1,2,0,19,0,0,0,2,0,2,0,9,21,0,1,1,2,1,0,0,1,33,0,0,0,0,1,11,0,15,0,10,21,1,1,0,19,0,0,22,0,19,22,11,1,0,9,1,0,0,1,0,0,1,14,0,0,0,0,10,0,21,2,0,0,0,0,0,0,3,0,26,88,1,23,0,0,0,20,9,0,0,0,1,14,0,1,1,1,1,20,0,0,1,0,0,0,0,0,4,27,2,0,0,11,0,0,101,15,1,26,4,0,1,0,0,0,1,16,1,0,0,0,1,0,0,0,1,1,0,2,1,20,3,1,0,117,11,0,5,0,0,0,8,1,0,0,0,0,0,0,0,16,1,0,1,2,11,8,1,51,4,0,0,1,0,0,2,0,1,0,0,0,26,2,0,99,0,0,0,0,1,0,1,0,0,2,6,21,1,1,0,0,47,35,2,1,0,0,0,0,4,18,0,0,25,2,0,65,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,14,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,1,2,0,0,1,25,0,1,6,1,1,0,2,2,1,1,0,0,0,0,0,8,13,2,0,15,0,0,0,1,1,0,1,0,0,0,61,1,0,0,0,0,14,1,0,0,0,0,73,1,17,0,21,0,0,1,0,0,0,27,1,5,1,30,10,35,59,13,0,1,0,211,0,31,0,1,0,0,1,44,1,12,0,0,0,0,0,0,2,0,24,0,1,0,0,1,0,0,4,0,1,0,1,0,1,1,1,0,1,3,0,0,11,1,0,25,1,0,2,0,21,0,11,0,12,0,1,1,5,0,1
TYROBP,23,34,0,0,1,20,4,0,2,0,0,0,0,0,1,23,2,0,0,0,1,0,0,14,20,0,2,0,0,1,0,0,0,9,0,1,1,0,0,14,0,27,0,6,32,0,1,1,19,5,1,24,0,28,18,14,1,0,11,0,1,0,8,0,1,5,11,6,0,0,0,17,0,2,0,0,0,0,0,0,0,1,0,26,22,0,17,0,0,0,19,19,0,0,0,0,10,0,0,1,0,0,22,0,2,1,0,8,0,0,0,12,11,0,0,9,24,0,0,21,15,0,21,8,0,0,0,0,0,0,15,0,0,0,0,0,6,2,0,0,0,0,0,0,25,4,0,0,14,15,0,15,8,0,1,19,0,0,0,0,0,2,2,0,18,0,0,1,1,17,5,7,35,8,8,0,0,0,0,0,0,0,4,0,0,9,0,1,17,1,0,0,0,0,0,0,1,0,0,4,20,0,0,1,0,18,36,0,1,0,0,1,0,9,27,0,0,26,0,0,17,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,1,6,0,0,9,0,0,1,0,0,0,0,1,0,13,12,2,0,15,6,1,0,0,1,0,0,1,0,0,17,0,0,9,0,0,23,0,7,2,0,4,20,0,21,0,16,0,0,1,0,2,0,16,0,11,1,29,12,36,21,13,0,0,0,0,0,24,0,0,9,1,0,27,0,8,0,0,0,1,0,0,2,0,20,0,0,1,0,1,0,0,13,0,12,1,0,0,0,5,0,0,0,0,0,1,8,0,0,17,0,0,0,0,32,0,10,6,5,0,0,1,7,0,1
S100A4,29,47,4,3,1,17,1,17,12,1,1,4,6,9,0,42,1,0,2,8,1,3,24,8,16,16,0,3,6,2,1,12,0,15,1,10,1,15,1,17,9,22,10,9,20,1,2,1,26,7,1,22,1,16,20,20,1,5,11,8,2,0,1,0,0,13,10,10,6,0,0,14,8,5,0,4,4,2,1,1,17,11,8,50,75,1,16,4,13,2,25,11,2,10,1,2,16,3,0,0,1,4,28,1,3,3,0,13,2,0,13,19,10,20,1,4,28,0,2,55,29,1,24,3,9,2,11,0,4,5,22,3,12,15,1,10,15,20,2,1,0,18,17,0,30,1,2,1,28,22,2,13,17,4,5,18,0,1,2,1,2,0,15,1,16,5,2,1,2,16,7,2,61,7,3,1,6,0,0,2,0,5,10,3,8,23,34,0,24,5,7,0,17,4,9,12,1,11,7,8,23,12,2,2,2,61,30,10,1,13,2,2,2,12,24,4,0,23,11,3,16,1,2,11,6,22,0,2,5,0,1,10,2,6,11,6,0,34,2,6,12,14,2,13,5,2,1,17,2,19,1,1,0,15,1,6,2,1,21,1,4,5,2,2,7,0,0,1,6,0,15,0,3,0,24,14,3,2,23,6,2,8,0,2,1,0,3,8,1,24,7,0,7,1,0,23,3,12,2,6,5,43,2,30,0,25,2,1,1,7,26,6,21,2,11,1,35,18,30,16,12,5,0,0,0,1,30,8,1,7,2,0,34,18,22,0,11,2,10,6,5,1,24,39,1,7,3,10,20,11,2,23,1,12,19,13,6,12,11,2,5,0,6,8,16,26,0,2,19,4,2,14,1,20,0,8,6,15,1,3,1,20,4,3
NA.,1,0,1,0,0,2,13,0,0,28,0,0,0,0,1,1,0,0,21,0,0,0,0,0,0,0,4,0,0,3,0,0,17,0,1,0,0,0,0,1,1,0,0,1,1,0,39,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,40,0,0,0,0,60,1,0,0,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,2,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,18,0,0,0,0,0,29,0,0,0,2,1,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,1,0,28,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,32,0,63,0,0,0,0,0,0,1,1,0,0,0,2,0,1,37,0,0,0,3,1,0,0,25,1,0,1,2,0,0,0,1,1,25,8,0,0,0,0,0,0,0,1,25,0,0,1,0,1,0,0,1,0,1,0,30,0,34,1,0,0,0,0,53,1,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,0,2,29,13,1,1,0,17,1,26,38,0,0,0,1,0,0,0,25,20,0,39,0,0,0,0,0,44,0,0,0,0,0,1,0,2,0,0,45,0,0,0,0,0,1,0,0,1,1,1,22,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,54,0,0,0,54,1,0,0,0,0,0,1,0,0,1,0,55,0,0,0,0,0
FTL,93,211,8,5,5,49,14,11,29,6,2,8,5,8,5,113,5,8,11,11,2,7,6,39,77,6,9,4,2,9,8,7,9,10,6,9,7,6,5,82,7,118,4,38,84,12,17,9,171,3,13,66,6,112,120,31,17,3,66,11,10,1,5,5,12,4,57,9,22,6,4,56,6,8,5,2,9,4,6,7,7,16,5,155,88,9,77,8,3,15,82,52,8,7,6,14,51,12,1,8,6,6,83,9,1,9,5,5,4,4,6,38,10,9,5,8,104,3,4,42,54,9,125,47,9,12,6,9,6,13,124,12,9,9,7,14,5,24,5,9,5,5,4,4,122,37,4,4,33,71,13,82,15,3,9,58,7,7,4,4,8,4,10,14,51,2,8,6,6,67,37,7,293,40,12,7,5,7,2,2,2,16,4,10,3,84,19,3,53,5,11,7,13,16,1,9,1,6,7,34,150,4,9,11,11,69,127,12,14,6,16,4,11,63,79,13,7,75,6,4,87,6,8,6,8,16,10,8,5,3,5,9,14,11,7,1,5,92,3,1,8,9,9,8,10,4,10,7,7,11,8,3,1,10,8,11,9,7,106,5,5,18,11,4,5,7,15,14,5,9,6,13,19,13,61,56,13,4,114,6,1,3,9,15,8,8,12,12,11,122,3,9,8,4,14,77,10,6,3,7,4,68,9,98,4,79,4,7,10,9,17,9,71,5,67,7,190,118,92,57,57,3,4,2,48,10,117,10,3,5,4,8,111,10,48,1,5,4,10,2,7,11,8,71,11,4,14,4,9,17,14,64,12,16,9,8,6,9,47,7,5,5,6,5,7,98,3,5,78,10,5,5,8,84,5,50,6,28,7,4,5,41,3,7
