x1,x2
214,1
696,2
222,3
73,4
212,5
354,6
380,7
44,8
538,9
324,10
644,11
328,12
766,13
744,14
317,15
366,16
165,17
381,18
522,19
648,20
641,21
146,22
187,23
584,24
465,25
291,26
80,27
441,28
688,29
166,30
168,31
302,32
94,33
241,34
323,35
553,36
501,37
761,38
17,39
547,40
140,41
133,42
55,43
570,44
708,45
525,46
102,47
267,48
613,49
228,50
183,51
481,52
368,53
392,54
442,55
9,56
459,57
617,58
196,59
493,60
104,61
327,62
375,63
76,64
34,65
640,66
32,67
164,68
266,69
142,70
41,71
758,72
646,73
636,74
253,75
303,76
70,77
320,78
277,79
429,80
513,81
428,82
604,83
363,84
270,85
707,86
619,87
448,88
19,89
689,90
61,91
586,92
704,93
623,94
154,95
36,96
732,97
99,98
47,99
313,100
622,101
194,102
480,103
614,104
612,105
207,106
540,107
446,108
373,109
203,110
65,111
200,112
159,113
299,114
762,115
161,116
63,117
339,118
523,119
464,120
764,121
681,122
219,123
121,124
130,125
722,126
274,127
661,128
528,129
118,130
678,131
158,132
690,133
739,134
243,135
35,136
724,137
14,138
153,139
444,140
606,141
189,142
195,143
371,144
249,145
205,146
388,147
588,148
294,149
105,150
58,151
54,152
694,153
119,154
618,155
6,156
576,157
393,158
288,159
190,160
310,161
527,162
686,163
416,164
202,165
440,166
530,167
489,168
276,169
39,170
425,171
740,172
575,173
673,174
717,175
351,176
229,177
705,178
174,179
220,180
290,181
89,182
423,183
10,184
526,185
626,186
42,187
555,188
514,189
580,190
359,191
389,192
548,193
635,194
531,195
507,196
649,197
715,198
653,199
252,200
405,201
417,202
572,203
311,204
258,205
594,206
64,207
554,208
542,209
571,210
698,211
642,212
734,213
557,214
637,215
450,216
343,217
123,218
674,219
565,220
298,221
362,222
181,223
656,224
458,225
114,226
337,227
763,228
367,229
736,230
478,231
434,232
521,233
412,234
475,235
566,236
721,237
500,238
201,239
624,240
603,241
357,242
131,243
307,244
361,245
669,246
66,247
143,248
505,249
230,250
496,251
330,252
741,253
49,254
658,255
107,256
484,257
577,258
595,259
643,260
206,261
108,262
536,263
455,264
239,265
385,266
356,267
390,268
431,269
127,270
370,271
625,272
654,273
40,274
352,275
706,276
743,277
333,278
150,279
318,280
364,281
83,282
53,283
112,284
534,285
709,286
695,287
97,288
151,289
607,290
652,291
81,292
319,293
748,294
304,295
360,296
406,297
246,298
238,299
559,300
117,301
204,302
569,303
297,304
543,305
98,306
2,307
