x1,x2
0,1
1,2
3,3
7,4
9,5
13,6
16,7
17,8
18,9
21,10
23,11
25,12
26,13
27,14
28,15
29,16
30,17
32,18
34,19
35,20
39,21
40,22
41,23
45,24
46,25
47,26
48,27
50,28
51,29
53,30
54,31
56,32
57,33
60,34
62,35
63,36
64,37
67,38
70,39
73,40
74,41
78,42
79,43
80,44
81,45
85,46
86,47
87,48
88,49
89,50
90,51
91,52
93,53
94,54
95,55
96,56
97,57
98,58
99,59
102,60
103,61
106,62
107,63
108,64
109,65
114,66
115,67
116,68
120,69
122,70
126,71
128,72
129,73
130,74
132,75
134,76
135,77
136,78
138,79
142,80
144,81
145,82
149,83
150,84
153,85
154,86
155,87
156,88
158,89
161,90
162,91
163,92
165,93
166,94
168,95
169,96
170,97
174,98
175,99
178,100
179,101
180,102
181,103
182,104
184,105
185,106
190,107
193,108
195,109
196,110
197,111
201,112
203,113
205,114
207,115
209,116
210,117
212,118
213,119
215,120
216,121
218,122
219,123
220,124
221,125
222,126
223,127
224,128
227,129
231,130
236,131
237,132
238,133
240,134
242,135
243,136
250,137
251,138
252,139
253,140
255,141
259,142
260,143
261,144
262,145
266,146
268,147
269,148
270,149
271,150
273,151
275,152
277,153
278,154
279,155
280,156
281,157
282,158
283,159
284,160
289,161
290,162
293,163
296,164
299,165
300,166
301,167
302,168
305,169
306,170
307,171
308,172
310,173
312,174
314,175
315,176
317,177
318,178
319,179
320,180
321,181
322,182
323,183
324,184
325,185
326,186
327,187
330,188
331,189
332,190
333,191
334,192
336,193
337,194
338,195
340,196
341,197
342,198
344,199
349,200
351,201
352,202
353,203
358,204
359,205
360,206
362,207
365,208
366,209
367,210
368,211
372,212
373,213
378,214
379,215
381,216
382,217
383,218
384,219
385,220
386,221
387,222
388,223
389,224
390,225
393,226
394,227
395,228
397,229
399,230
401,231
402,232
403,233
404,234
405,235
408,236
409,237
410,238
412,239
413,240
414,241
415,242
417,243
419,244
420,245
421,246
423,247
425,248
428,249
429,250
430,251
433,252
436,253
441,254
442,255
444,256
447,257
448,258
449,259
451,260
452,261
453,262
454,263
455,264
456,265
458,266
460,267
461,268
462,269
464,270
466,271
467,272
469,273
470,274
471,275
475,276
476,277
477,278
478,279
479,280
480,281
481,282
482,283
483,284
484,285
485,286
487,287
489,288
491,289
493,290
494,291
496,292
498,293
499,294
500,295
501,296
503,297
505,298
508,299
509,300
510,301
512,302
513,303
514,304
516,305
517,306
518,307
521,308
522,309
523,310
526,311
527,312
529,313
530,314
531,315
534,316
535,317
536,318
537,319
538,320
541,321
542,322
543,323
546,324
547,325
548,326
549,327
552,328
554,329
556,330
558,331
560,332
561,333
563,334
564,335
565,336
566,337
567,338
569,339
570,340
571,341
572,342
576,343
577,344
578,345
580,346
581,347
582,348
584,349
586,350
587,351
588,352
590,353
591,354
592,355
594,356
595,357
596,358
597,359
598,360
599,361
603,362
604,363
606,364
608,365
610,366
611,367
614,368
615,369
616,370
617,371
619,372
620,373
621,374
622,375
623,376
624,377
625,378
626,379
627,380
630,381
634,382
635,383
636,384
637,385
638,386
640,387
643,388
644,389
646,390
647,391
649,392
650,393
652,394
653,395
654,396
655,397
658,398
660,399
662,400
663,401
667,402
669,403
670,404
671,405
672,406
673,407
675,408
677,409
679,410
680,411
683,412
684,413
688,414
689,415
691,416
692,417
693,418
694,419
695,420
697,421
698,422
700,423
701,424
703,425
704,426
706,427
707,428
708,429
709,430
710,431
711,432
712,433
713,434
715,435
716,436
718,437
721,438
722,439
723,440
725,441
726,442
727,443
728,444
729,445
730,446
731,447
733,448
735,449
736,450
737,451
740,452
741,453
744,454
748,455
749,456
750,457
751,458
752,459
756,460
757,461
759,462
762,463
763,464
765,465
767,466
768,467
769,468
770,469
772,470
775,471
778,472
779,473
780,474
781,475
782,476
784,477
787,478
788,479
791,480
792,481
794,482
795,483
796,484
798,485
799,486
800,487
801,488
804,489
805,490
806,491
808,492
810,493
811,494
812,495
813,496
814,497
818,498
819,499
821,500
822,501
823,502
824,503
825,504
827,505
828,506
829,507
832,508
833,509
834,510
835,511
836,512
838,513
841,514
843,515
845,516
847,517
854,518
855,519
856,520
857,521
859,522
861,523
862,524
864,525
865,526
866,527
867,528
868,529
869,530
870,531
871,532
872,533
874,534
875,535
877,536
878,537
880,538
881,539
883,540
884,541
885,542
886,543
887,544
889,545
890,546
891,547
892,548
893,549
894,550
901,551
902,552
903,553
905,554
906,555
907,556
908,557
909,558
913,559
914,560
915,561
916,562
917,563
918,564
919,565
920,566
923,567
925,568
926,569
927,570
928,571
930,572
933,573
936,574
938,575
941,576
942,577
943,578
944,579
951,580
953,581
955,582
956,583
957,584
958,585
959,586
961,587
963,588
964,589
965,590
967,591
973,592
977,593
978,594
979,595
980,596
983,597
984,598
986,599
987,600
988,601
989,602
992,603
993,604
995,605
999,606
1001,607
1002,608
1003,609
1004,610
1005,611
1008,612
1011,613
1012,614
1013,615
1015,616
1016,617
1017,618
1018,619
1021,620
1022,621
1023,622
1024,623
1025,624
1028,625
1029,626
1030,627
1032,628
1034,629
1035,630
1036,631
1038,632
1042,633
1043,634
1044,635
1045,636
1046,637
1047,638
1049,639
1050,640
1057,641
1058,642
1061,643
1064,644
1065,645
1066,646
1070,647
1074,648
1075,649
1077,650
1079,651
1080,652
1081,653
1084,654
1085,655
1086,656
1088,657
1093,658
1094,659
1097,660
1098,661
1099,662
1101,663
1102,664
1104,665
1106,666
1107,667
1110,668
1114,669
1115,670
1116,671
1117,672
1118,673
1121,674
1123,675
1125,676
1126,677
1127,678
1128,679
1129,680
1131,681
1132,682
1133,683
1134,684
1138,685
1139,686
1140,687
1142,688
1144,689
1145,690
1146,691
1147,692
1148,693
1151,694
1153,695
1155,696
1157,697
1158,698
1159,699
1160,700
1161,701
1162,702
1163,703
1165,704
1167,705
1168,706
1170,707
1171,708
1172,709
1174,710
1175,711
1177,712
1181,713
1182,714
1183,715
1184,716
1185,717
1189,718
1190,719
1192,720
1193,721
1195,722
1196,723
1201,724
1202,725
1203,726
1208,727
1209,728
1210,729
1213,730
1214,731
1216,732
1218,733
1220,734
1222,735
1223,736
1224,737
1225,738
1227,739
1230,740
1232,741
1233,742
1235,743
1236,744
1237,745
1238,746
1239,747
1242,748
1243,749
1245,750
1246,751
1247,752
1248,753
1249,754
1250,755
1254,756
1257,757
1258,758
1259,759
1262,760
1264,761
1265,762
1267,763
1269,764
1270,765
1271,766
1272,767
1273,768
1274,769
1275,770
1276,771
1277,772
1280,773
1281,774
1282,775
1283,776
1285,777
1288,778
1291,779
1292,780
1293,781
1294,782
1295,783
1296,784
1298,785
1299,786
1300,787
1302,788
1303,789
1304,790
1307,791
1308,792
1309,793
1312,794
1313,795
1314,796
1315,797
1317,798
1318,799
1321,800
1322,801
1323,802
1324,803
1325,804
1327,805
1328,806
1330,807
1331,808
1332,809
1333,810
1334,811
1337,812
1340,813
1342,814
1344,815
1345,816
1348,817
1349,818
1350,819
1352,820
1354,821
1356,822
1357,823
1360,824
1363,825
1365,826
1366,827
1367,828
1368,829
1369,830
1371,831
1374,832
1375,833
1376,834
1379,835
1383,836
1384,837
1386,838
1387,839
1389,840
1391,841
1392,842
1393,843
1394,844
1395,845
1396,846
1397,847
1398,848
1400,849
1402,850
1404,851
1408,852
1410,853
1411,854
1413,855
1414,856
1415,857
1418,858
1419,859
1420,860
1421,861
1422,862
1423,863
1424,864
1425,865
1428,866
1429,867
1430,868
1432,869
1433,870
1435,871
1437,872
1440,873
1442,874
1443,875
1444,876
1445,877
1449,878
1450,879
1451,880
1455,881
1457,882
1458,883
1459,884
1461,885
1462,886
1463,887
1464,888
1465,889
1466,890
1467,891
1468,892
