x1,x2
265,1
365,2
106,3
135,4
205,5
343,6
217,7
295,8
149,9
156,10
210,11
60,12
224,13
342,14
22,15
324,16
278,17
269,18
243,19
50,20
355,21
346,22
35,23
347,24
318,25
234,26
27,27
298,28
216,29
335,30
51,31
251,32
169,33
285,34
321,35
307,36
127,37
178,38
66,39
86,40
175,41
64,42
85,43
148,44
301,45
145,46
172,47
30,48
316,49
244,50
242,51
329,52
168,53
46,54
371,55
213,56
373,57
121,58
201,59
299,60
194,61
162,62
136,63
150,64
211,65
105,66
238,67
202,68
280,69
232,70
190,71
338,72
328,73
256,74
218,75
264,76
119,77
239,78
134,79
245,80
270,81
290,82
38,83
166,84
84,85
235,86
120,87
143,88
314,89
163,90
326,91
72,92
107,93
48,94
337,95
16,96
79,97
246,98
1,99
383,100
209,101
147,102
71,103
330,104
317,105
296,106
59,107
250,108
249,109
345,110
34,111
52,112
29,113
98,114
229,115
20,116
286,117
281,118
100,119
160,120
183,121
78,122
257,123
327,124
206,125
2,126
132,127
309,128
294,129
289,130
13,131
208,132
375,133
25,134
33,135
88,136
279,137
87,138
42,139
63,140
340,141
322,142
226,143
21,144
95,145
94,146
221,147
192,148
303,149
272,150
103,151
96,152
292,153
14,154
