x1,x2
1,1
3,2
4,3
5,4
6,5
7,6
8,7
9,8
11,9
13,10
15,11
17,12
18,13
23,14
26,15
27,16
28,17
29,18
30,19
33,20
34,21
36,22
37,23
38,24
40,25
42,26
45,27
47,28
49,29
50,30
53,31
56,32
57,33
58,34
59,35
60,36
62,37
63,38
65,39
71,40
72,41
73,42
76,43
78,44
80,45
82,46
83,47
84,48
85,49
87,50
90,51
91,52
93,53
94,54
96,55
97,56
98,57
99,58
101,59
102,60
106,61
109,62
110,63
112,64
113,65
115,66
116,67
117,68
118,69
119,70
121,71
123,72
124,73
126,74
127,75
128,76
129,77
131,78
134,79
135,80
137,81
138,82
139,83
140,84
141,85
143,86
144,87
146,88
147,89
152,90
153,91
154,92
155,93
159,94
160,95
163,96
165,97
167,98
168,99
170,100
171,101
173,102
177,103
180,104
181,105
183,106
184,107
187,108
188,109
189,110
191,111
193,112
195,113
200,114
201,115
203,116
206,117
207,118
209,119
210,120
214,121
218,122
219,123
222,124
223,125
227,126
229,127
234,128
235,129
236,130
238,131
239,132
240,133
241,134
242,135
243,136
244,137
246,138
247,139
250,140
255,141
256,142
257,143
261,144
262,145
264,146
265,147
266,148
268,149
269,150
270,151
271,152
272,153
273,154
275,155
278,156
279,157
281,158
282,159
283,160
284,161
288,162
292,163
296,164
297,165
298,166
299,167
302,168
303,169
304,170
305,171
308,172
309,173
311,174
312,175
314,176
315,177
316,178
318,179
319,180
321,181
322,182
323,183
324,184
329,185
333,186
336,187
338,188
340,189
341,190
344,191
345,192
346,193
347,194
349,195
350,196
351,197
352,198
353,199
354,200
355,201
356,202
358,203
361,204
363,205
364,206
365,207
366,208
370,209
371,210
374,211
375,212
376,213
378,214
379,215
380,216
381,217
382,218
383,219
384,220
386,221
387,222
390,223
391,224
392,225
393,226
396,227
399,228
400,229
401,230
402,231
403,232
405,233
406,234
407,235
408,236
409,237
413,238
416,239
417,240
418,241
420,242
421,243
423,244
426,245
427,246
428,247
429,248
431,249
432,250
433,251
434,252
438,253
439,254
441,255
442,256
443,257
444,258
446,259
449,260
450,261
453,262
456,263
457,264
458,265
461,266
462,267
463,268
466,269
467,270
468,271
469,272
470,273
473,274
474,275
475,276
478,277
479,278
480,279
481,280
483,281
485,282
487,283
488,284
489,285
490,286
494,287
495,288
497,289
499,290
500,291
501,292
502,293
504,294
506,295
507,296
508,297
509,298
511,299
512,300
515,301
518,302
519,303
520,304
521,305
522,306
524,307
525,308
526,309
527,310
528,311
530,312
535,313
537,314
540,315
542,316
543,317
544,318
545,319
548,320
549,321
550,322
551,323
552,324
553,325
554,326
557,327
559,328
560,329
562,330
563,331
564,332
566,333
568,334
569,335
574,336
576,337
578,338
579,339
580,340
582,341
585,342
586,343
587,344
588,345
589,346
590,347
591,348
592,349
594,350
595,351
596,352
597,353
599,354
600,355
602,356
604,357
607,358
608,359
611,360
613,361
614,362
618,363
619,364
620,365
621,366
622,367
623,368
625,369
626,370
627,371
629,372
630,373
631,374
632,375
633,376
634,377
635,378
636,379
638,380
639,381
642,382
643,383
644,384
645,385
646,386
647,387
650,388
652,389
653,390
654,391
656,392
658,393
659,394
660,395
661,396
662,397
665,398
666,399
667,400
669,401
672,402
674,403
675,404
676,405
677,406
678,407
680,408
682,409
684,410
685,411
687,412
688,413
689,414
690,415
696,416
697,417
698,418
702,419
703,420
704,421
708,422
710,423
711,424
712,425
713,426
715,427
716,428
718,429
720,430
721,431
722,432
724,433
725,434
726,435
728,436
729,437
730,438
732,439
733,440
735,441
736,442
737,443
738,444
740,445
741,446
742,447
743,448
744,449
748,450
749,451
750,452
751,453
752,454
753,455
754,456
756,457
762,458
764,459
765,460
766,461
