x1,x2
6,1
6,2
6,3
6,4
8,5
6,6
1,7
5,8
8,9
5,10
2,11
2,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
8,22
2,23
6,24
6,25
5,26
2,27
2,28
6,29
6,30
5,31
2,32
6,33
5,34
6,35
8,36
6,37
5,38
6,39
8,40
6,41
6,42
6,43
2,44
6,45
6,46
6,47
2,48
9,49
6,50
6,51
6,52
6,53
1,54
6,55
3,56
1,57
3,58
6,59
2,60
2,61
6,62
6,63
5,64
1,65
2,66
6,67
6,68
6,69
5,70
2,71
2,72
8,73
1,74
5,75
5,76
5,77
6,78
1,79
5,80
2,81
2,82
9,83
6,84
2,85
6,86
6,87
6,88
6,89
6,90
2,91
5,92
6,93
6,94
6,95
2,96
6,97
6,98
6,99
6,100
5,101
6,102
6,103
6,104
6,105
8,106
8,107
3,108
1,109
6,110
5,111
8,112
2,113
2,114
6,115
6,116
1,117
6,118
6,119
5,120
6,121
6,122
6,123
6,124
5,125
6,126
3,127
6,128
6,129
2,130
6,131
5,132
6,133
8,134
6,135
2,136
6,137
6,138
2,139
8,140
5,141
2,142
6,143
6,144
6,145
2,146
8,147
5,148
6,149
6,150
6,151
6,152
6,153
5,154
1,155
5,156
5,157
6,158
6,159
3,160
6,161
6,162
6,163
6,164
6,165
6,166
6,167
2,168
6,169
6,170
5,171
5,172
5,173
6,174
2,175
6,176
5,177
5,178
2,179
2,180
6,181
6,182
6,183
5,184
5,185
2,186
6,187
6,188
8,189
6,190
8,191
5,192
6,193
6,194
6,195
6,196
6,197
8,198
6,199
6,200
6,201
9,202
5,203
9,204
2,205
6,206
2,207
2,208
5,209
6,210
9,211
6,212
1,213
6,214
2,215
4,216
6,217
2,218
6,219
1,220
8,221
1,222
6,223
6,224
8,225
6,226
6,227
5,228
6,229
2,230
6,231
6,232
6,233
6,234
5,235
5,236
2,237
3,238
6,239
2,240
6,241
6,242
2,243
1,244
6,245
6,246
8,247
6,248
1,249
9,250
1,251
2,252
6,253
2,254
6,255
2,256
6,257
8,258
2,259
5,260
6,261
8,262
8,263
1,264
6,265
6,266
6,267
5,268
6,269
6,270
2,271
2,272
6,273
6,274
6,275
5,276
5,277
6,278
6,279
6,280
2,281
2,282
5,283
2,284
3,285
6,286
5,287
6,288
6,289
6,290
2,291
6,292
6,293
6,294
5,295
2,296
6,297
6,298
2,299
6,300
6,301
6,302
6,303
6,304
6,305
6,306
6,307
9,308
5,309
2,310
6,311
6,312
6,313
6,314
3,315
6,316
5,317
6,318
8,319
6,320
6,321
6,322
6,323
6,324
6,325
6,326
5,327
6,328
6,329
6,330
4,331
6,332
8,333
1,334
6,335
6,336
6,337
6,338
6,339
2,340
1,341
2,342
6,343
2,344
6,345
8,346
6,347
6,348
2,349
8,350
5,351
6,352
5,353
6,354
6,355
5,356
6,357
2,358
6,359
6,360
6,361
6,362
6,363
6,364
5,365
6,366
6,367
6,368
6,369
6,370
6,371
6,372
6,373
6,374
6,375
2,376
5,377
5,378
5,379
6,380
2,381
6,382
6,383
1,384
6,385
2,386
6,387
6,388
9,389
6,390
5,391
1,392
8,393
5,394
2,395
2,396
5,397
6,398
6,399
6,400
6,401
6,402
6,403
6,404
6,405
8,406
2,407
6,408
2,409
8,410
2,411
2,412
6,413
6,414
5,415
2,416
6,417
9,418
6,419
8,420
6,421
5,422
6,423
8,424
6,425
6,426
6,427
2,428
6,429
6,430
6,431
2,432
2,433
6,434
6,435
6,436
6,437
5,438
6,439
3,440
6,441
6,442
6,443
2,444
2,445
6,446
6,447
1,448
5,449
2,450
2,451
6,452
6,453
5,454
2,455
2,456
5,457
5,458
5,459
5,460
5,461
2,462
6,463
5,464
2,465
2,466
8,467
6,468
2,469
6,470
6,471
6,472
6,473
6,474
6,475
5,476
6,477
6,478
6,479
2,480
6,481
6,482
6,483
6,484
5,485
6,486
6,487
6,488
6,489
8,490
8,491
3,492
5,493
6,494
8,495
8,496
2,497
2,498
6,499
6,500
5,501
6,502
6,503
5,504
6,505
6,506
6,507
6,508
5,509
6,510
6,511
1,512
6,513
2,514
5,515
5,516
6,517
2,518
6,519
2,520
6,521
6,522
2,523
5,524
5,525
2,526
6,527
1,528
6,529
2,530
8,531
1,532
6,533
6,534
6,535
6,536
6,537
5,538
5,539
6,540
5,541
6,542
6,543
3,544
6,545
6,546
6,547
6,548
6,549
6,550
6,551
2,552
6,553
6,554
5,555
5,556
1,557
6,558
2,559
6,560
1,561
5,562
2,563
2,564
6,565
6,566
6,567
4,568
5,569
2,570
6,571
6,572
2,573
6,574
5,575
5,576
2,577
6,578
6,579
6,580
6,581
2,582
6,583
6,584
6,585
2,586
5,587
8,588
2,589
6,590
2,591
6,592
5,593
6,594
8,595
6,596
5,597
6,598
6,599
4,600
6,601
2,602
2,603
5,604
8,605
5,606
6,607
1,608
8,609
6,610
6,611
5,612
6,613
2,614
6,615
2,616
6,617
6,618
5,619
5,620
2,621
1,622
6,623
2,624
6,625
6,626
2,627
5,628
6,629
6,630
2,631
6,632
1,633
8,634
1,635
2,636
1,637
2,638
5,639
2,640
6,641
8,642
2,643
5,644
6,645
8,646
8,647
5,648
6,649
6,650
6,651
6,652
6,653
6,654
2,655
2,656
6,657
6,658
6,659
5,660
5,661
6,662
6,663
6,664
2,665
2,666
5,667
2,668
3,669
6,670
6,671
6,672
6,673
6,674
2,675
4,676
1,677
6,678
6,679
6,680
6,681
6,682
2,683
6,684
6,685
6,686
6,687
6,688
6,689
2,690
6,691
8,692
5,693
2,694
6,695
6,696
6,697
6,698
6,699
6,700
1,701
6,702
8,703
6,704
6,705
6,706
6,707
6,708
6,709
6,710
5,711
6,712
6,713
6,714
5,715
6,716
8,717
5,718
6,719
6,720
6,721
6,722
6,723
2,724
1,725
2,726
6,727
6,728
6,729
9,730
6,731
6,732
2,733
8,734
5,735
2,736
6,737
6,738
6,739
1,740
6,741
2,742
6,743
4,744
4,745
6,746
6,747
6,748
5,749
6,750
6,751
6,752
6,753
6,754
5,755
6,756
6,757
2,758
6,759
2,760
5,761
6,762
5,763
6,764
2,765
5,766
6,767
5,768
6,769
2,770
6,771
6,772
8,773
6,774
1,775
1,776
8,777
5,778
2,779
2,780
6,781
6,782
6,783
6,784
2,785
6,786
6,787
6,788
6,789
8,790
6,791
6,792
2,793
1,794
2,795
2,796
6,797
6,798
5,799
6,800
6,801
5,802
6,803
8,804
6,805
1,806
6,807
8,808
6,809
6,810
5,811
2,812
6,813
6,814
6,815
2,816
8,817
6,818
6,819
6,820
2,821
6,822
6,823
3,824
6,825
6,826
6,827
2,828
6,829
6,830
6,831
5,832
5,833
2,834
6,835
6,836
6,837
5,838
2,839
2,840
5,841
6,842
5,843
1,844
5,845
2,846
6,847
5,848
2,849
8,850
8,851
6,852
2,853
6,854
6,855
6,856
6,857
6,858
2,859
5,860
6,861
6,862
6,863
2,864
6,865
7,866
6,867
3,868
5,869
6,870
6,871
6,872
6,873
8,874
8,875
3,876
5,877
6,878
8,879
8,880
2,881
2,882
6,883
6,884
5,885
6,886
1,887
5,888
6,889
6,890
6,891
6,892
8,893
6,894
6,895
5,896
6,897
2,898
5,899
8,900
6,901
8,902
6,903
6,904
5,905
6,906
2,907
9,908
6,909
6,910
6,911
6,912
6,913
2,914
8,915
1,916
6,917
6,918
6,919
6,920
6,921
6,922
5,923
5,924
5,925
5,926
6,927
8,928
6,929
6,930
6,931
6,932
6,933
6,934
6,935
2,936
1,937
6,938
5,939
5,940
1,941
6,942
2,943
6,944
5,945
1,946
2,947
2,948
6,949
3,950
6,951
2,952
6,953
2,954
6,955
2,956
2,957
6,958
5,959
5,960
2,961
6,962
6,963
6,964
6,965
2,966
4,967
6,968
6,969
2,970
4,971
8,972
2,973
6,974
6,975
6,976
5,977
6,978
8,979
6,980
1,981
6,982
2,983
5,984
3,985
9,986
6,987
5,988
8,989
5,990
6,991
6,992
8,993
6,994
1,995
5,996
6,997
8,998
6,999
2,1000
6,1001
6,1002
1,1003
5,1004
9,1005
6,1006
6,1007
2,1008
6,1009
6,1010
6,1011
5,1012
6,1013
6,1014
5,1015
6,1016
5,1017
5,1018
1,1019
2,1020
6,1021
2,1022
6,1023
2,1024
6,1025
8,1026
2,1027
5,1028
2,1029
8,1030
8,1031
8,1032
6,1033
6,1034
6,1035
6,1036
6,1037
6,1038
2,1039
2,1040
6,1041
6,1042
6,1043
8,1044
5,1045
6,1046
6,1047
2,1048
8,1049
2,1050
1,1051
2,1052
8,1053
6,1054
5,1055
6,1056
6,1057
6,1058
2,1059
4,1060
1,1061
6,1062
6,1063
2,1064
6,1065
6,1066
6,1067
6,1068
6,1069
6,1070
6,1071
6,1072
6,1073
6,1074
6,1075
2,1076
8,1077
6,1078
6,1079
6,1080
6,1081
6,1082
6,1083
6,1084
5,1085
6,1086
5,1087
6,1088
5,1089
6,1090
6,1091
6,1092
6,1093
1,1094
1,1095
6,1096
6,1097
6,1098
6,1099
6,1100
8,1101
1,1102
6,1103
6,1104
6,1105
6,1106
6,1107
6,1108
5,1109
2,1110
6,1111
2,1112
6,1113
8,1114
6,1115
6,1116
2,1117
8,1118
5,1119
6,1120
6,1121
6,1122
6,1123
5,1124
6,1125
2,1126
6,1127
6,1128
2,1129
6,1130
3,1131
6,1132
5,1133
6,1134
6,1135
6,1136
6,1137
6,1138
6,1139
6,1140
6,1141
2,1142
6,1143
9,1144
5,1145
5,1146
1,1147
6,1148
2,1149
6,1150
6,1151
5,1152
1,1153
2,1154
6,1155
6,1156
5,1157
6,1158
5,1159
5,1160
8,1161
5,1162
6,1163
2,1164
6,1165
6,1166
6,1167
6,1168
2,1169
6,1170
6,1171
6,1172
6,1173
2,1174
6,1175
6,1176
6,1177
5,1178
2,1179
6,1180
6,1181
6,1182
5,1183
2,1184
6,1185
2,1186
7,1187
8,1188
6,1189
5,1190
6,1191
8,1192
6,1193
6,1194
6,1195
2,1196
6,1197
6,1198
6,1199
2,1200
8,1201
6,1202
6,1203
6,1204
6,1205
1,1206
6,1207
3,1208
1,1209
6,1210
3,1211
2,1212
2,1213
6,1214
6,1215
6,1216
5,1217
2,1218
6,1219
6,1220
6,1221
5,1222
2,1223
2,1224
8,1225
1,1226
5,1227
5,1228
8,1229
2,1230
6,1231
5,1232
2,1233
8,1234
9,1235
6,1236
2,1237
6,1238
6,1239
6,1240
6,1241
6,1242
6,1243
5,1244
6,1245
6,1246
6,1247
2,1248
6,1249
5,1250
6,1251
6,1252
5,1253
2,1254
6,1255
6,1256
6,1257
8,1258
8,1259
3,1260
5,1261
6,1262
8,1263
8,1264
2,1265
2,1266
6,1267
6,1268
5,1269
6,1270
6,1271
5,1272
6,1273
6,1274
6,1275
6,1276
5,1277
6,1278
6,1279
6,1280
6,1281
2,1282
5,1283
5,1284
6,1285
2,1286
6,1287
2,1288
6,1289
6,1290
2,1291
8,1292
