x1,x2
2,1
3,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
8,12
6,13
2,14
6,15
6,16
2,17
6,18
6,19
2,20
6,21
6,22
6,23
6,24
6,25
8,26
6,27
6,28
6,29
6,30
6,31
6,32
2,33
6,34
6,35
6,36
6,37
6,38
6,39
6,40
6,41
2,42
2,43
6,44
6,45
6,46
6,47
2,48
6,49
6,50
6,51
6,52
6,53
6,54
6,55
6,56
6,57
6,58
6,59
6,60
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
2,70
6,71
6,72
6,73
6,74
6,75
6,76
2,77
6,78
6,79
2,80
6,81
2,82
2,83
6,84
6,85
3,86
6,87
2,88
6,89
6,90
6,91
6,92
6,93
6,94
2,95
6,96
6,97
6,98
2,99
2,100
6,101
6,102
6,103
6,104
6,105
2,106
2,107
6,108
6,109
2,110
6,111
6,112
2,113
6,114
6,115
6,116
2,117
2,118
9,119
6,120
2,121
6,122
6,123
2,124
2,125
6,126
6,127
6,128
6,129
3,130
6,131
6,132
6,133
6,134
6,135
6,136
2,137
6,138
6,139
2,140
6,141
2,142
6,143
6,144
6,145
6,146
6,147
6,148
2,149
2,150
6,151
2,152
6,153
6,154
6,155
6,156
6,157
6,158
6,159
6,160
2,161
6,162
6,163
2,164
6,165
6,166
2,167
6,168
6,169
2,170
6,171
6,172
6,173
6,174
2,175
6,176
6,177
2,178
2,179
2,180
2,181
7,182
6,183
6,184
6,185
6,186
6,187
6,188
2,189
6,190
2,191
2,192
6,193
6,194
6,195
6,196
2,197
6,198
6,199
6,200
2,201
6,202
2,203
6,204
6,205
6,206
6,207
2,208
6,209
2,210
6,211
2,212
6,213
6,214
6,215
6,216
2,217
6,218
6,219
6,220
2,221
2,222
6,223
6,224
2,225
6,226
6,227
3,228
2,229
6,230
2,231
6,232
6,233
6,234
6,235
6,236
6,237
2,238
2,239
6,240
6,241
2,242
2,243
6,244
2,245
2,246
2,247
6,248
2,249
6,250
2,251
6,252
2,253
6,254
6,255
6,256
6,257
6,258
6,259
6,260
6,261
2,262
6,263
6,264
6,265
6,266
6,267
6,268
6,269
6,270
6,271
2,272
2,273
6,274
6,275
6,276
6,277
6,278
6,279
6,280
6,281
6,282
6,283
6,284
6,285
6,286
6,287
2,288
6,289
6,290
6,291
6,292
6,293
6,294
6,295
6,296
7,297
6,298
6,299
6,300
5,301
6,302
2,303
6,304
6,305
6,306
6,307
6,308
6,309
6,310
6,311
6,312
6,313
6,314
2,315
6,316
2,317
6,318
2,319
6,320
6,321
2,322
6,323
6,324
6,325
6,326
6,327
6,328
6,329
6,330
6,331
6,332
2,333
6,334
6,335
6,336
7,337
6,338
6,339
6,340
6,341
8,342
6,343
2,344
6,345
6,346
6,347
6,348
6,349
2,350
2,351
2,352
6,353
6,354
6,355
6,356
6,357
6,358
6,359
6,360
6,361
6,362
6,363
6,364
6,365
6,366
6,367
6,368
6,369
2,370
6,371
6,372
6,373
7,374
2,375
6,376
6,377
8,378
6,379
6,380
6,381
6,382
6,383
2,384
2,385
6,386
6,387
6,388
6,389
6,390
6,391
6,392
6,393
6,394
6,395
9,396
6,397
6,398
6,399
2,400
2,401
6,402
6,403
2,404
6,405
6,406
6,407
6,408
6,409
9,410
6,411
6,412
6,413
6,414
6,415
6,416
8,417
2,418
6,419
6,420
6,421
6,422
6,423
6,424
6,425
2,426
2,427
6,428
6,429
3,430
6,431
6,432
6,433
6,434
6,435
6,436
6,437
6,438
2,439
6,440
6,441
6,442
6,443
6,444
6,445
6,446
6,447
6,448
6,449
6,450
6,451
3,452
2,453
6,454
4,455
2,456
6,457
6,458
6,459
6,460
2,461
2,462
6,463
2,464
2,465
6,466
2,467
6,468
6,469
6,470
6,471
6,472
6,473
6,474
6,475
6,476
6,477
6,478
2,479
6,480
6,481
6,482
2,483
2,484
6,485
6,486
6,487
6,488
2,489
2,490
2,491
6,492
2,493
2,494
6,495
6,496
2,497
6,498
6,499
6,500
2,501
2,502
8,503
6,504
2,505
6,506
6,507
6,508
2,509
6,510
6,511
6,512
6,513
3,514
6,515
6,516
6,517
6,518
6,519
6,520
6,521
6,522
2,523
2,524
6,525
2,526
6,527
6,528
6,529
6,530
6,531
6,532
2,533
2,534
6,535
2,536
2,537
6,538
6,539
6,540
6,541
6,542
6,543
6,544
2,545
6,546
6,547
2,548
6,549
6,550
2,551
6,552
6,553
2,554
6,555
6,556
6,557
6,558
2,559
6,560
6,561
2,562
2,563
2,564
6,565
6,566
6,567
6,568
6,569
6,570
6,571
6,572
6,573
6,574
2,575
2,576
6,577
6,578
6,579
6,580
2,581
6,582
6,583
6,584
2,585
6,586
2,587
6,588
6,589
6,590
6,591
2,592
6,593
2,594
6,595
2,596
6,597
6,598
6,599
6,600
2,601
6,602
6,603
6,604
6,605
6,606
3,607
6,608
6,609
6,610
6,611
6,612
2,613
6,614
2,615
6,616
6,617
6,618
6,619
6,620
6,621
2,622
6,623
6,624
6,625
2,626
2,627
6,628
2,629
6,630
2,631
6,632
2,633
6,634
2,635
6,636
2,637
6,638
6,639
6,640
6,641
6,642
6,643
2,644
6,645
6,646
6,647
6,648
6,649
6,650
2,651
6,652
6,653
6,654
6,655
2,656
2,657
6,658
6,659
6,660
6,661
6,662
2,663
6,664
6,665
6,666
6,667
6,668
6,669
6,670
3,671
6,672
6,673
6,674
6,675
6,676
6,677
6,678
6,679
6,680
6,681
6,682
6,683
2,684
5,685
6,686
2,687
6,688
6,689
6,690
6,691
6,692
6,693
6,694
6,695
6,696
6,697
6,698
2,699
6,700
5,701
6,702
6,703
6,704
6,705
6,706
6,707
6,708
6,709
6,710
2,711
6,712
6,713
6,714
6,715
6,716
2,717
6,718
6,719
6,720
2,721
6,722
6,723
6,724
6,725
8,726
6,727
6,728
6,729
6,730
2,731
6,732
6,733
2,734
2,735
8,736
6,737
6,738
6,739
6,740
6,741
6,742
6,743
6,744
6,745
6,746
7,747
6,748
6,749
6,750
6,751
6,752
6,753
2,754
6,755
6,756
6,757
6,758
2,759
6,760
6,761
2,762
6,763
6,764
6,765
6,766
6,767
2,768
2,769
6,770
6,771
6,772
6,773
6,774
6,775
6,776
6,777
6,778
6,779
9,780
7,781
2,782
6,783
2,784
2,785
6,786
6,787
2,788
6,789
6,790
6,791
6,792
6,793
8,794
6,795
6,796
6,797
6,798
6,799
6,800
2,801
6,802
6,803
6,804
6,805
6,806
6,807
6,808
6,809
2,810
2,811
6,812
6,813
6,814
6,815
6,816
6,817
6,818
6,819
6,820
6,821
6,822
2,823
6,824
6,825
6,826
6,827
6,828
6,829
6,830
6,831
6,832
6,833
6,834
6,835
6,836
6,837
2,838
6,839
2,840
6,841
6,842
6,843
6,844
2,845
2,846
6,847
2,848
6,849
6,850
2,851
6,852
6,853
6,854
6,855
6,856
6,857
6,858
6,859
6,860
6,861
6,862
2,863
6,864
6,865
6,866
2,867
2,868
6,869
6,870
6,871
6,872
2,873
2,874
2,875
6,876
6,877
2,878
6,879
6,880
2,881
6,882
6,883
6,884
2,885
2,886
8,887
6,888
2,889
6,890
6,891
6,892
2,893
6,894
6,895
6,896
6,897
6,898
6,899
6,900
6,901
6,902
6,903
6,904
2,905
6,906
6,907
2,908
6,909
2,910
6,911
6,912
6,913
6,914
6,915
6,916
2,917
2,918
6,919
2,920
6,921
2,922
6,923
6,924
6,925
6,926
6,927
6,928
2,929
6,930
6,931
2,932
6,933
6,934
2,935
6,936
6,937
2,938
6,939
6,940
6,941
6,942
2,943
6,944
6,945
2,946
2,947
2,948
2,949
6,950
2,951
6,952
6,953
2,954
6,955
6,956
6,957
6,958
2,959
2,960
6,961
6,962
6,963
6,964
2,965
6,966
6,967
6,968
2,969
6,970
6,971
6,972
6,973
6,974
6,975
2,976
6,977
2,978
6,979
2,980
6,981
6,982
6,983
6,984
2,985
7,986
6,987
6,988
6,989
2,990
6,991
6,992
6,993
6,994
6,995
6,996
2,997
6,998
2,999
6,1000
6,1001
6,1002
6,1003
6,1004
6,1005
2,1006
6,1007
6,1008
6,1009
6,1010
2,1011
6,1012
2,1013
6,1014
2,1015
6,1016
2,1017
6,1018
2,1019
6,1020
2,1021
6,1022
6,1023
6,1024
2,1025
6,1026
6,1027
2,1028
6,1029
6,1030
6,1031
6,1032
6,1033
6,1034
6,1035
6,1036
6,1037
6,1038
6,1039
2,1040
8,1041
6,1042
6,1043
6,1044
6,1045
6,1046
6,1047
6,1048
6,1049
6,1050
6,1051
6,1052
6,1053
6,1054
2,1055
6,1056
6,1057
6,1058
6,1059
3,1060
6,1061
6,1062
6,1063
6,1064
6,1065
6,1066
6,1067
2,1068
5,1069
6,1070
2,1071
5,1072
6,1073
6,1074
6,1075
6,1076
6,1077
6,1078
6,1079
6,1080
6,1081
6,1082
2,1083
6,1084
2,1085
2,1086
6,1087
6,1088
6,1089
2,1090
6,1091
6,1092
6,1093
6,1094
6,1095
6,1096
6,1097
6,1098
6,1099
6,1100
2,1101
6,1102
6,1103
6,1104
6,1105
6,1106
6,1107
6,1108
6,1109
8,1110
6,1111
2,1112
6,1113
6,1114
6,1115
6,1116
6,1117
2,1118
2,1119
2,1120
6,1121
6,1122
6,1123
6,1124
6,1125
6,1126
6,1127
6,1128
6,1129
6,1130
6,1131
6,1132
6,1133
6,1134
6,1135
6,1136
6,1137
2,1138
6,1139
6,1140
6,1141
6,1142
2,1143
6,1144
6,1145
2,1146
6,1147
6,1148
6,1149
6,1150
6,1151
2,1152
2,1153
6,1154
6,1155
6,1156
6,1157
6,1158
6,1159
6,1160
6,1161
2,1162
4,1163
9,1164
6,1165
6,1166
6,1167
2,1168
2,1169
6,1170
6,1171
2,1172
6,1173
6,1174
6,1175
6,1176
6,1177
9,1178
6,1179
6,1180
6,1181
6,1182
6,1183
6,1184
2,1185
6,1186
6,1187
6,1188
6,1189
6,1190
6,1191
6,1192
6,1193
2,1194
2,1195
6,1196
6,1197
6,1198
6,1199
6,1200
6,1201
6,1202
6,1203
6,1204
6,1205
6,1206
2,1207
2,1208
6,1209
6,1210
2,1211
6,1212
6,1213
6,1214
6,1215
6,1216
6,1217
6,1218
6,1219
6,1220
6,1221
2,1222
1,1223
2,1224
6,1225
6,1226
6,1227
6,1228
2,1229
6,1230
6,1231
2,1232
6,1233
3,1234
6,1235
6,1236
6,1237
6,1238
6,1239
6,1240
6,1241
6,1242
6,1243
6,1244
6,1245
6,1246
2,1247
6,1248
6,1249
6,1250
2,1251
2,1252
6,1253
6,1254
6,1255
6,1256
2,1257
2,1258
2,1259
2,1260
6,1261
2,1262
6,1263
6,1264
2,1265
6,1266
6,1267
6,1268
2,1269
2,1270
2,1271
6,1272
2,1273
6,1274
6,1275
6,1276
2,1277
6,1278
6,1279
6,1280
6,1281
6,1282
6,1283
6,1284
6,1285
6,1286
6,1287
6,1288
6,1289
6,1290
6,1291
2,1292
6,1293
2,1294
6,1295
6,1296
6,1297
6,1298
6,1299
6,1300
2,1301
2,1302
6,1303
2,1304
6,1305
6,1306
6,1307
6,1308
